Date,Year,Home_Team,Away_Team,Home_Score,Away_Score,Actual_Margin,Result,Home_Win,Real_Home_Odds,Real_Away_Odds,Real_Home_Prob,Real_Away_Prob,Real_Spread,Real_Total,ELO_Home_ELO,ELO_Away_ELO,ELO_Home_Prob,ELO_Away_Prob,ELO_Home_Odds,ELO_Away_Odds,ELO_Spread,Model_Home_Prob,Model_Away_Prob,Model_Home_Odds,Model_Away_Odds,Model_Spread,Home_Edge_Model_vs_Real,Home_Edge_ELO_vs_Real,Spread_Edge_Model_vs_Real
2017-04-08,2017,Brumbies,Queensland Reds,43.0,10.0,33.0,H,1.0,1.273,4.1,0.7631,0.2369,-8.0,45.5,1541.0,1598.0,0.5257,0.4743,1.902,2.108,1.0,0.4029,0.5971,2.482,1.675,0.7,-0.3602,-0.2374,-7.3
2017-04-08,2017,Sharks,Jaguares,18.0,13.0,5.0,H,1.0,1.363,3.38,0.7126,0.2874,-6.5,53.5,1495.0,1500.0,0.5995,0.4005,1.668,2.497,4.0,0.5241,0.4759,1.908,2.101,4.6,-0.1885,-0.1131,-1.9
2017-04-08,2017,Stormers,Chiefs,34.0,26.0,8.0,H,1.0,2.72,1.512,0.3573,0.6427,4.5,53.0,1500.0,1638.0,0.4109,0.5891,2.434,1.698,-3.6,0.2372,0.7628,4.216,1.311,-3.9,-0.1201,0.0536,0.6
2017-04-09,2017,Western Force,Kings,46.0,41.0,5.0,H,1.0,1.113,7.62,0.8726,0.1274,-15.5,57.5,1498.0,1500.0,0.603,0.397,1.658,2.519,4.1,0.5241,0.4759,1.908,2.101,4.6,-0.3485,-0.2696,-10.9
2017-04-14,2017,Crusaders,Sunwolves,50.0,3.0,47.0,H,1.0,1.0,21.0,0.9545,0.0455,-36.5,70.5,1497.0,1500.0,0.6023,0.3977,1.66,2.514,4.1,0.5241,0.4759,1.908,2.101,4.6,-0.4304,-0.3522,-31.9
2017-04-15,2017,Stormers,Lions,16.0,29.0,-13.0,A,0.0,1.689,2.24,0.5701,0.4299,-2.5,53.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.1376,0.0362,6.8
2017-04-15,2017,Cheetahs,Chiefs,27.0,41.0,-14.0,A,0.0,7.02,1.127,0.1383,0.8617,15.5,65.5,1500.0,1638.0,0.4109,0.5891,2.434,1.698,-3.6,0.2372,0.7628,4.216,1.311,-3.9,0.0989,0.2726,11.6
2017-04-15,2017,Bulls,Jaguares,26.0,13.0,13.0,H,1.0,1.74,2.16,0.5538,0.4462,-2.5,51.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.1539,0.0525,6.8
2017-04-15,2017,Blues,Hurricanes,24.0,28.0,-4.0,A,0.0,2.97,1.444,0.3271,0.6729,6.5,54.5,1495.0,1500.0,0.5999,0.4001,1.667,2.499,4.0,0.5241,0.4759,1.908,2.101,4.6,0.197,0.2728,11.1
2017-04-15,2017,Melbourne Rebels,Brumbies,19.0,17.0,2.0,H,1.0,3.66,1.322,0.2654,0.7346,8.0,49.5,1500.0,1541.0,0.5486,0.4514,1.823,2.215,1.9,0.3041,0.6959,3.288,1.437,-2.6,0.0387,0.2832,5.4
2017-04-15,2017,Queensland Reds,Kings,47.0,34.0,13.0,H,1.0,1.16,5.99,0.8378,0.1622,-15.0,62.5,1598.0,1500.0,0.7305,0.2695,1.369,3.711,9.2,0.8188,0.1812,1.221,5.519,9.9,-0.019,-0.1073,-5.1
2017-04-21,2017,Lions,Jaguares,24.0,21.0,3.0,H,1.0,1.116,7.5,0.8705,0.1295,-16.5,60.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.1628,-0.2642,-7.2
2017-04-21,2017,Hurricanes,Brumbies,56.0,21.0,35.0,H,1.0,1.096,8.55,0.8864,0.1136,-17.5,58.0,1500.0,1541.0,0.5486,0.4514,1.823,2.215,1.9,0.3041,0.6959,3.288,1.437,-2.6,-0.5823,-0.3378,-20.1
2017-04-21,2017,New South Wales Waratahs,Kings,24.0,26.0,-2.0,A,0.0,1.056,12.07,0.9195,0.0805,-23.5,68.0,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.2118,-0.3132,-14.2
2017-04-22,2017,Highlanders,Sunwolves,40.0,15.0,25.0,H,1.0,1.0,34.0,0.9714,0.0286,-43.0,70.0,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.2637,-0.3651,-33.7
2017-04-22,2017,Crusaders,Stormers,57.0,24.0,33.0,H,1.0,1.147,6.34,0.8468,0.1532,-12.5,54.5,1497.0,1500.0,0.6023,0.3977,1.66,2.514,4.1,0.5241,0.4759,1.908,2.101,4.6,-0.3227,-0.2445,-7.9
2017-04-22,2017,Western Force,Chiefs,7.0,16.0,-9.0,A,0.0,7.19,1.123,0.1351,0.8649,15.0,55.5,1498.0,1638.0,0.4075,0.5925,2.454,1.688,-3.7,0.2372,0.7628,4.216,1.311,-6.4,0.1021,0.2724,8.6
2017-04-22,2017,Sharks,Melbourne Rebels,9.0,9.0,0.0,D,,1.107,7.92,0.8774,0.1226,-16.5,55.5,1495.0,1500.0,0.5995,0.4005,1.668,2.497,4.0,0.5241,0.4759,1.908,2.101,4.6,-0.3533,-0.2779,-11.9
2017-04-22,2017,Bulls,Cheetahs,20.0,14.0,6.0,H,1.0,1.348,3.48,0.7208,0.2792,-7.0,57.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.0131,-0.1145,2.3
2017-04-28,2017,Highlanders,Stormers,57.0,14.0,43.0,H,1.0,1.175,5.33,0.8194,0.1806,-11.5,54.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.1117,-0.2131,-2.2
2017-04-29,2017,Jaguares,Sharks,25.0,33.0,-8.0,A,0.0,1.314,3.73,0.7395,0.2605,-8.5,49.5,1500.0,1495.0,0.613,0.387,1.631,2.584,4.5,0.5241,0.4759,1.908,2.101,8.3,-0.2154,-0.1265,-0.2
2017-04-29,2017,Chiefs,Sunwolves,27.0,20.0,7.0,H,1.0,1.0,21.0,0.9545,0.0455,-33.5,60.5,1638.0,1500.0,0.7727,0.2273,1.294,4.399,10.9,0.776,0.224,1.289,4.464,10.0,-0.1785,-0.1818,-23.5
2017-04-29,2017,Queensland Reds,New South Wales Waratahs,26.0,29.0,-3.0,A,0.0,1.757,2.17,0.5526,0.4474,-2.5,46.5,1598.0,1500.0,0.7305,0.2695,1.369,3.711,9.2,0.8188,0.1812,1.221,5.519,9.9,0.2662,0.1779,7.4
2017-04-29,2017,Western Force,Lions,15.0,24.0,-9.0,A,0.0,4.52,1.238,0.215,0.785,11.0,53.5,1498.0,1500.0,0.603,0.397,1.658,2.519,4.1,0.5241,0.4759,1.908,2.101,4.6,0.3091,0.388,15.6
2017-04-29,2017,Cheetahs,Crusaders,21.0,48.0,-27.0,A,0.0,6.93,1.13,0.1402,0.8598,15.0,64.5,1500.0,1497.0,0.6103,0.3897,1.639,2.566,4.4,0.5241,0.4759,1.908,2.101,8.3,0.3839,0.4701,23.3
2017-04-29,2017,Kings,Melbourne Rebels,44.0,3.0,41.0,H,1.0,2.07,1.833,0.4696,0.5304,2.5,58.0,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.2381,0.1367,11.8
2017-04-30,2017,Brumbies,Blues,12.0,18.0,-6.0,A,0.0,2.49,1.595,0.3905,0.6095,3.5,53.5,1541.0,1495.0,0.667,0.333,1.499,3.003,6.7,0.8188,0.1812,1.221,5.519,16.0,0.4283,0.2765,19.5
2017-05-05,2017,Cheetahs,Highlanders,41.0,45.0,-4.0,A,0.0,6.81,1.133,0.1426,0.8574,14.5,64.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.5651,0.4637,23.8
2017-05-05,2017,Hurricanes,Stormers,41.0,22.0,19.0,H,1.0,1.02,13.0,0.9272,0.0728,-24.5,65.0,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.2195,-0.3209,-15.2
2017-05-06,2017,Melbourne Rebels,Lions,10.0,47.0,-37.0,A,0.0,5.81,1.166,0.1671,0.8329,14.5,52.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.5406,0.4392,23.8
2017-05-06,2017,Chiefs,Queensland Reds,46.0,17.0,29.0,H,1.0,1.03,11.0,0.9144,0.0856,-22.5,55.5,1638.0,1598.0,0.6589,0.3411,1.518,2.932,6.4,0.4512,0.5488,2.216,1.822,4.7,-0.4632,-0.2555,-17.8
2017-05-06,2017,New South Wales Waratahs,Blues,33.0,40.0,-7.0,A,0.0,2.72,1.512,0.3573,0.6427,5.5,53.5,1500.0,1495.0,0.6126,0.3874,1.632,2.581,4.5,0.5241,0.4759,1.908,2.101,8.3,0.1668,0.2553,13.8
2017-05-06,2017,Sharks,Western Force,37.0,12.0,25.0,H,1.0,1.15,6.24,0.8444,0.1556,-13.5,50.5,1495.0,1498.0,0.6028,0.3972,1.659,2.518,4.1,0.2075,0.7925,4.819,1.262,-4.9,-0.6369,-0.2416,-18.4
2017-05-06,2017,Bulls,Crusaders,24.0,62.0,-38.0,A,0.0,4.94,1.209,0.1966,0.8034,12.0,57.5,1500.0,1497.0,0.6103,0.3897,1.639,2.566,4.4,0.5241,0.4759,1.908,2.101,8.3,0.3275,0.4137,20.3
2017-05-06,2017,Jaguares,Sunwolves,46.0,39.0,7.0,H,1.0,1.05,11.62,0.9171,0.0829,-21.5,60.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.2094,-0.3108,-12.2
2017-05-12,2017,Blues,Cheetahs,50.0,32.0,18.0,H,1.0,1.086,9.17,0.8941,0.1059,-18.5,57.5,1495.0,1500.0,0.5999,0.4001,1.667,2.499,4.0,0.5241,0.4759,1.908,2.101,4.6,-0.37,-0.2942,-13.9
2017-05-12,2017,Brumbies,Lions,6.0,13.0,-7.0,A,0.0,2.49,1.591,0.3899,0.6101,3.5,47.5,1541.0,1500.0,0.6611,0.3389,1.513,2.951,6.4,0.7379,0.2621,1.355,3.815,12.5,0.348,0.2712,16.0
2017-05-13,2017,Jaguares,Western Force,6.0,16.0,-10.0,A,0.0,1.12,6.85,0.8595,0.1405,-15.5,54.0,1500.0,1498.0,0.6096,0.3904,1.64,2.561,4.4,0.5241,0.4759,1.908,2.101,8.3,-0.3354,-0.2499,-7.2
2017-05-13,2017,Kings,Sharks,35.0,32.0,3.0,H,1.0,5.61,1.175,0.1732,0.8268,12.0,54.5,1500.0,1495.0,0.613,0.387,1.631,2.584,4.5,0.5241,0.4759,1.908,2.101,8.3,0.3509,0.4398,20.3
2017-05-13,2017,Crusaders,Hurricanes,20.0,12.0,8.0,H,1.0,1.9,1.99,0.5116,0.4884,-2.5,53.5,1497.0,1500.0,0.6023,0.3977,1.66,2.514,4.1,0.5241,0.4759,1.908,2.101,4.6,0.0125,0.0907,2.1
2017-05-13,2017,Melbourne Rebels,Queensland Reds,24.0,29.0,-5.0,A,0.0,2.5,1.588,0.3885,0.6115,3.5,48.5,1500.0,1598.0,0.4667,0.5333,2.143,1.875,-1.3,0.2444,0.7556,4.092,1.323,-5.2,-0.1441,0.0782,-1.7
2017-05-13,2017,Bulls,Highlanders,10.0,17.0,-7.0,A,0.0,5.31,1.176,0.1813,0.8187,11.5,46.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.5264,0.425,20.8
2017-05-19,2017,Chiefs,Crusaders,24.0,31.0,-7.0,A,0.0,2.31,1.675,0.4203,0.5797,2.5,51.5,1638.0,1497.0,0.7757,0.2243,1.289,4.458,11.0,0.776,0.224,1.289,4.464,15.7,0.3557,0.3554,18.2
2017-05-19,2017,Stormers,Blues,30.0,22.0,8.0,H,1.0,2.06,1.84,0.4718,0.5282,2.5,58.5,1500.0,1495.0,0.6126,0.3874,1.632,2.581,4.5,0.5241,0.4759,1.908,2.101,8.3,0.0523,0.1408,10.8
2017-05-20,2017,Kings,Brumbies,10.0,19.0,-9.0,A,0.0,2.94,1.452,0.3306,0.6694,5.5,55.5,1500.0,1541.0,0.5486,0.4514,1.823,2.215,1.9,0.3041,0.6959,3.288,1.437,-2.6,-0.0265,0.218,2.9
2017-05-20,2017,Lions,Bulls,51.0,14.0,37.0,H,1.0,1.105,8.04,0.8792,0.1208,-15.5,58.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.1715,-0.2729,-6.2
2017-05-20,2017,Hurricanes,Cheetahs,61.0,7.0,54.0,H,1.0,1.01,17.0,0.9439,0.0561,-28.0,69.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.2362,-0.3376,-18.7
2017-05-20,2017,Western Force,Highlanders,6.0,55.0,-49.0,A,0.0,5.51,1.179,0.1763,0.8237,10.5,47.5,1498.0,1500.0,0.603,0.397,1.658,2.519,4.1,0.5241,0.4759,1.908,2.101,4.6,0.3478,0.4267,15.1
2017-05-20,2017,Sunwolves,Sharks,17.0,38.0,-21.0,A,0.0,4.74,1.222,0.205,0.795,11.5,62.5,1500.0,1495.0,0.613,0.387,1.631,2.584,4.5,0.5241,0.4759,1.908,2.101,8.3,0.3191,0.408,19.8
2017-05-21,2017,New South Wales Waratahs,Melbourne Rebels,50.0,23.0,27.0,H,1.0,1.166,5.81,0.8329,0.1671,-12.5,56.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.1252,-0.2266,-3.2
2017-05-26,2017,Blues,Chiefs,16.0,16.0,0.0,D,,3.09,1.416,0.3142,0.6858,5.5,47.5,1495.0,1638.0,0.4045,0.5955,2.472,1.679,-3.8,0.2444,0.7556,4.092,1.323,-6.6,-0.0698,0.0903,-1.1
2017-05-26,2017,Queensland Reds,Western Force,26.0,40.0,-14.0,A,0.0,1.294,3.9,0.7509,0.2491,-7.5,47.5,1598.0,1498.0,0.7332,0.2668,1.364,3.748,9.3,0.8188,0.1812,1.221,5.519,16.2,0.0679,-0.0177,8.7
2017-05-27,2017,Sunwolves,Cheetahs,7.0,47.0,-40.0,A,0.0,2.2,1.74,0.4416,0.5584,2.5,66.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.2661,0.1647,11.8
2017-05-27,2017,Highlanders,New South Wales Waratahs,44.0,28.0,16.0,H,1.0,1.1,8.3,0.883,0.117,-17.5,59.0,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.1753,-0.2767,-8.2
2017-05-27,2017,Melbourne Rebels,Crusaders,19.0,41.0,-22.0,A,0.0,10.0,1.04,0.0942,0.9058,23.5,57.5,1500.0,1497.0,0.6103,0.3897,1.639,2.566,4.4,0.5241,0.4759,1.908,2.101,8.3,0.4299,0.5161,31.8
2017-05-27,2017,Bulls,Hurricanes,20.0,34.0,-14.0,A,0.0,9.95,1.076,0.0976,0.9024,19.5,59.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.6101,0.5087,28.8
2017-05-27,2017,Sharks,Stormers,22.0,10.0,12.0,H,1.0,1.833,2.07,0.5304,0.4696,-2.5,46.5,1495.0,1500.0,0.5995,0.4005,1.668,2.497,4.0,0.5241,0.4759,1.908,2.101,4.6,-0.0063,0.0691,2.1
2017-05-27,2017,Jaguares,Brumbies,15.0,39.0,-24.0,A,0.0,1.588,2.45,0.6067,0.3933,-4.5,47.0,1500.0,1541.0,0.5486,0.4514,1.823,2.215,1.9,0.3041,0.6959,3.288,1.437,-2.6,-0.3026,-0.0581,-7.1
2017-05-28,2017,Lions,Kings,54.0,10.0,44.0,H,1.0,1.03,11.0,0.9144,0.0856,-26.0,67.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.2067,-0.3081,-16.7
2017-06-02,2017,Blues,Queensland Reds,34.0,29.0,5.0,H,1.0,1.142,6.49,0.8504,0.1496,-14.0,57.0,1495.0,1598.0,0.4601,0.5399,2.173,1.852,-1.6,0.2444,0.7556,4.092,1.323,-5.4,-0.606,-0.3903,-19.4
2017-06-03,2017,Western Force,Hurricanes,12.0,34.0,-22.0,A,0.0,10.19,1.074,0.0953,0.9047,21.0,58.5,1498.0,1500.0,0.603,0.397,1.658,2.519,4.1,0.5241,0.4759,1.908,2.101,4.6,0.4288,0.5077,25.6
2017-06-03,2017,Brumbies,Melbourne Rebels,32.0,3.0,29.0,H,1.0,1.116,7.5,0.8705,0.1295,-17.0,48.5,1541.0,1500.0,0.6611,0.3389,1.513,2.951,6.4,0.7379,0.2621,1.355,3.815,12.5,-0.1326,-0.2094,-4.5
2017-06-03,2017,Crusaders,Highlanders,25.0,22.0,3.0,H,1.0,1.416,3.01,0.6801,0.3199,-7.5,53.5,1497.0,1500.0,0.6023,0.3977,1.66,2.514,4.1,0.5241,0.4759,1.908,2.101,4.6,-0.156,-0.0778,-2.9
2017-06-03,2017,Chiefs,New South Wales Waratahs,46.0,31.0,15.0,H,1.0,1.105,8.04,0.8792,0.1208,-16.5,58.0,1638.0,1500.0,0.7727,0.2273,1.294,4.399,10.9,0.776,0.224,1.289,4.464,10.0,-0.1032,-0.1065,-6.5
2017-06-09,2017,Hurricanes,Chiefs,14.0,17.0,-3.0,A,0.0,1.34,3.53,0.7248,0.2752,-7.5,51.5,1500.0,1638.0,0.4109,0.5891,2.434,1.698,-3.6,0.2372,0.7628,4.216,1.311,-3.9,-0.4876,-0.3139,-11.4
2017-06-30,2017,Sharks,Bulls,17.0,30.0,-13.0,A,0.0,1.253,4.33,0.7756,0.2244,-11.0,48.5,1495.0,1500.0,0.5995,0.4005,1.668,2.497,4.0,0.5241,0.4759,1.908,2.101,4.6,-0.2515,-0.1761,-6.4
2017-06-30,2017,Jaguares,Kings,30.0,31.0,-1.0,A,0.0,1.208,4.74,0.7969,0.2031,-10.5,60.0,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.0892,-0.1906,-1.2
2017-07-01,2017,Cheetahs,Stormers,34.0,40.0,-6.0,A,0.0,3.01,1.434,0.3227,0.6773,5.5,58.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.385,0.2836,14.8
2017-07-01,2017,Lions,Sunwolves,94.0,7.0,87.0,H,1.0,1.0,26.0,0.963,0.037,-38.0,70.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.2553,-0.3567,-28.7
2017-07-07,2017,Queensland Reds,Brumbies,16.0,15.0,1.0,H,1.0,3.38,1.363,0.2874,0.7126,7.0,50.5,1598.0,1541.0,0.6814,0.3186,1.468,3.139,7.3,0.773,0.227,1.294,4.405,7.4,0.4856,0.394,14.4
2017-07-07,2017,Western Force,Melbourne Rebels,31.0,22.0,9.0,H,1.0,1.327,3.62,0.7318,0.2682,-7.5,48.0,1498.0,1500.0,0.603,0.397,1.658,2.519,4.1,0.5241,0.4759,1.908,2.101,4.6,-0.2077,-0.1288,-2.9
2017-07-08,2017,Bulls,Kings,30.0,31.0,-1.0,A,0.0,1.215,4.84,0.7993,0.2007,-10.5,60.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.0916,-0.193,-1.2
2017-07-08,2017,Stormers,Sunwolves,52.0,15.0,37.0,H,1.0,1.0,21.0,0.9545,0.0455,-34.5,72.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.2468,-0.3482,-25.2
2017-07-08,2017,New South Wales Waratahs,Jaguares,27.0,40.0,-13.0,A,0.0,1.169,5.75,0.831,0.169,-12.0,60.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.1233,-0.2247,-2.7
2017-07-14,2017,Highlanders,Queensland Reds,40.0,17.0,23.0,H,1.0,1.04,10.0,0.9058,0.0942,-21.5,60.5,1527.0,1598.0,0.5059,0.4941,1.977,2.024,0.2,0.4029,0.5971,2.482,1.675,-2.9,-0.5029,-0.3999,-24.4
2017-07-14,2017,Melbourne Rebels,Jaguares,29.0,32.0,-3.0,A,0.0,2.96,1.446,0.3282,0.6718,5.5,57.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.3795,0.2781,14.8
2017-07-15,2017,Western Force,New South Wales Waratahs,40.0,11.0,29.0,H,1.0,1.943,1.943,0.5,0.5,2.5,47.5,1498.0,1500.0,0.603,0.397,1.658,2.519,4.1,0.5241,0.4759,1.908,2.101,4.6,0.0241,0.103,7.1
2017-07-15,2017,Sharks,Lions,10.0,27.0,-17.0,A,0.0,4.67,1.227,0.2081,0.7919,10.5,49.5,1495.0,1500.0,0.5995,0.4005,1.668,2.497,4.0,0.5241,0.4759,1.908,2.101,4.6,0.316,0.3914,15.1
2017-07-15,2017,Bulls,Stormers,33.0,41.0,-8.0,A,0.0,2.63,1.54,0.3693,0.6307,3.5,57.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.3384,0.237,12.8
2017-07-15,2017,Hurricanes,Crusaders,31.0,22.0,9.0,H,1.0,1.671,2.32,0.5813,0.4187,-2.5,48.5,1500.0,1496.0,0.6123,0.3877,1.633,2.579,4.5,0.5963,0.4037,1.677,2.477,8.3,0.015,0.031,5.8
2017-07-15,2017,Sunwolves,Blues,48.0,21.0,27.0,H,1.0,17.0,1.01,0.0561,0.9439,29.5,70.5,1500.0,1572.0,0.5036,0.4964,1.986,2.015,0.1,0.2444,0.7556,4.092,1.323,-6.9,0.1883,0.4475,22.6
2017-07-15,2017,Kings,Cheetahs,20.0,21.0,-1.0,A,0.0,1.555,2.59,0.6248,0.3752,-4.5,63.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.0829,-0.0185,4.8
2017-07-15,2017,Chiefs,Brumbies,28.0,10.0,18.0,H,1.0,1.083,9.43,0.897,0.103,-20.0,61.0,1633.0,1541.0,0.7229,0.2771,1.383,3.609,8.9,0.5963,0.4037,1.677,2.477,5.1,-0.3007,-0.1741,-14.9
2017-07-21,2017,Brumbies,Hurricanes,16.0,35.0,-19.0,A,0.0,6.42,1.144,0.1512,0.8488,13.5,47.5,1541.0,1500.0,0.6611,0.3389,1.513,2.951,6.4,0.7077,0.2923,1.413,3.421,9.5,0.5565,0.5099,23.0
2017-07-22,2017,Crusaders,Highlanders,17.0,0.0,17.0,H,1.0,1.384,3.26,0.702,0.298,-6.5,39.0,1496.0,1527.0,0.562,0.438,1.779,2.283,2.5,0.3883,0.6117,2.575,1.635,0.7,-0.3137,-0.14,-5.8
2017-07-22,2017,Lions,Sharks,23.0,21.0,2.0,H,1.0,1.126,7.06,0.8624,0.1376,-15.5,55.5,1500.0,1495.0,0.613,0.387,1.631,2.584,4.5,0.5241,0.4759,1.908,2.101,8.3,-0.3383,-0.2494,-7.2
2017-07-22,2017,Stormers,Chiefs,11.0,17.0,-6.0,A,0.0,2.55,1.571,0.3812,0.6188,3.5,55.0,1500.0,1633.0,0.4177,0.5823,2.394,1.717,-3.3,0.2959,0.7041,3.38,1.42,-6.0,-0.0853,0.0365,-2.5
2017-07-29,2017,Crusaders,Chiefs,27.0,13.0,14.0,H,1.0,1.253,4.33,0.7756,0.2244,-8.5,45.5,1496.0,1633.0,0.4116,0.5884,2.43,1.7,-3.5,0.2959,0.7041,3.38,1.42,-7.1,-0.4797,-0.364,-15.6
2017-07-29,2017,Lions,Hurricanes,44.0,29.0,15.0,H,1.0,2.42,1.625,0.4017,0.5983,3.5,54.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.5241,0.4759,1.908,2.101,4.5,0.1224,0.2046,8.0
2017-08-05,2017,Lions,Crusaders,17.0,25.0,-8.0,A,0.0,1.97,1.917,0.4932,0.5068,2.5,55.5,1500.0,1496.0,0.6123,0.3877,1.633,2.579,4.5,0.5241,0.4759,1.908,2.101,4.6,0.0309,0.1191,7.1
2018-02-17,2018,Stormers,Jaguares,28.0,20.0,8.0,H,1.0,1.357,3.32,0.7099,0.2901,-7.0,56.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.0022,-0.1036,2.3
2018-02-17,2018,Lions,Sharks,26.0,19.0,7.0,H,1.0,1.261,4.07,0.7635,0.2365,-7.5,52.5,1500.0,1495.0,0.613,0.387,1.631,2.584,4.5,0.5241,0.4759,1.908,2.101,8.3,-0.2394,-0.1505,0.8
2018-02-23,2018,Highlanders,Blues,41.0,34.0,7.0,H,1.0,1.346,3.49,0.7217,0.2783,-6.5,52.5,1527.0,1572.0,0.5428,0.4572,1.842,2.187,1.7,0.4029,0.5971,2.482,1.675,-5.2,-0.3188,-0.1789,-11.7
2018-02-23,2018,Melbourne Rebels,Queensland Reds,45.0,19.0,26.0,H,1.0,1.476,2.84,0.658,0.342,-5.5,51.5,1500.0,1598.0,0.4667,0.5333,2.143,1.875,-1.3,0.2444,0.7556,4.092,1.323,-5.2,-0.4136,-0.1913,-10.7
2018-02-24,2018,Lions,Jaguares,47.0,27.0,20.0,H,1.0,1.093,8.73,0.8887,0.1113,-17.0,60.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.181,-0.2824,-7.7
2018-02-24,2018,Bulls,Hurricanes,21.0,19.0,2.0,H,1.0,6.34,1.147,0.1532,0.8468,13.0,60.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.5241,0.4759,1.908,2.101,4.5,0.3709,0.4531,17.5
2018-02-24,2018,Crusaders,Chiefs,45.0,23.0,22.0,H,1.0,1.315,3.72,0.7388,0.2612,-7.5,48.5,1496.0,1633.0,0.4116,0.5884,2.43,1.7,-3.5,0.2959,0.7041,3.38,1.42,-7.1,-0.4429,-0.3272,-14.6
2018-02-24,2018,Sunwolves,Brumbies,25.0,32.0,-7.0,A,0.0,7.6,1.114,0.1278,0.8722,15.0,58.5,1500.0,1541.0,0.5486,0.4514,1.823,2.215,1.9,0.3041,0.6959,3.288,1.437,-2.6,0.1763,0.4208,12.4
2018-02-24,2018,New South Wales Waratahs,Stormers,34.0,27.0,7.0,H,1.0,1.456,2.92,0.6673,0.3327,-5.5,57.0,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.0404,-0.061,3.8
2018-03-02,2018,Blues,Chiefs,21.0,27.0,-6.0,A,0.0,1.591,2.49,0.6101,0.3899,-2.5,54.0,1572.0,1633.0,0.5213,0.4787,1.918,2.089,0.9,0.4029,0.5971,2.482,1.675,2.0,-0.2072,-0.0888,-0.5
