Date,Year,Home_Team,Away_Team,Home_Score,Away_Score,Actual_Margin,Result,Home_Win,Real_Home_Odds,Real_Away_Odds,Real_Home_Prob,Real_Away_Prob,Real_Spread,Real_Total,ELO_Home_ELO,ELO_Away_ELO,ELO_Home_Prob,ELO_Away_Prob,ELO_Home_Odds,ELO_Away_Odds,ELO_Spread,Model_Home_Prob,Model_Away_Prob,Model_Home_Odds,Model_Away_Odds,Model_Spread,Home_Edge_Model_vs_Real,Home_Edge_ELO_vs_Real,Spread_Edge_Model_vs_Real
2019-03-30,2019,Queensland Reds,Melbourne Rebels,13.0,32.0,-19.0,A,0.0,2.1,1.75,0.4545,0.5455,1.5,46.5,1598.0,1500.0,0.7305,0.2695,1.369,3.711,9.2,0.8188,0.1812,1.221,5.519,9.9,0.3643,0.276,11.4
2019-03-30,2019,Sharks,Bulls,16.0,19.0,-3.0,A,0.0,1.56,2.45,0.611,0.389,-3.5,46.5,1495.0,1500.0,0.5995,0.4005,1.668,2.497,4.0,0.5241,0.4759,1.908,2.101,4.6,-0.0869,-0.0115,1.1
2019-03-30,2019,Jaguares,Chiefs,27.0,30.0,-3.0,A,0.0,2.15,1.72,0.4444,0.5556,1.5,51.5,1500.0,1633.0,0.4177,0.5823,2.394,1.717,-3.3,0.2959,0.7041,3.38,1.42,-6.0,-0.1485,-0.0267,-4.5
2019-04-05,2019,Highlanders,Hurricanes,28.0,31.0,-3.0,A,0.0,2.2,1.68,0.433,0.567,2.5,49.5,1527.0,1500.0,0.6431,0.3569,1.555,2.802,5.7,0.7077,0.2923,1.413,3.421,6.5,0.2747,0.2101,9.0
2019-04-05,2019,Queensland Reds,Stormers,24.0,12.0,12.0,H,1.0,1.91,1.91,0.5,0.5,1.5,47.5,1598.0,1500.0,0.7305,0.2695,1.369,3.711,9.2,0.8188,0.1812,1.221,5.519,9.9,0.3188,0.2305,11.4
2019-04-05,2019,Lions,Sharks,5.0,42.0,-37.0,A,0.0,1.4,3.0,0.6818,0.3182,-6.5,46.5,1500.0,1495.0,0.613,0.387,1.631,2.584,4.5,0.5241,0.4759,1.908,2.101,8.3,-0.1577,-0.0688,1.8
2019-04-06,2019,Bulls,Jaguares,20.0,22.0,-2.0,A,0.0,1.47,2.7,0.6475,0.3525,-4.5,50.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.0602,-0.0412,4.8
2019-04-06,2019,Blues,New South Wales Waratahs,32.0,29.0,3.0,H,1.0,1.33,3.35,0.7158,0.2842,-8.5,54.5,1572.0,1500.0,0.7004,0.2996,1.428,3.338,8.0,0.776,0.224,1.289,4.464,15.8,0.0602,-0.0154,7.3
2019-04-06,2019,Crusaders,Brumbies,36.0,14.0,22.0,H,1.0,1.03,11.0,0.9144,0.0856,-24.5,58.5,1496.0,1541.0,0.5424,0.4576,1.844,2.185,1.7,0.3706,0.6294,2.698,1.589,-2.8,-0.5438,-0.372,-27.3
2019-04-06,2019,Melbourne Rebels,Sunwolves,42.0,15.0,27.0,H,1.0,1.15,5.25,0.8203,0.1797,-15.5,62.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.1126,-0.214,-6.2
2019-04-12,2019,Crusaders,Highlanders,43.0,17.0,26.0,H,1.0,1.14,5.5,0.8283,0.1717,-14.5,52.5,1496.0,1527.0,0.562,0.438,1.779,2.283,2.5,0.3883,0.6117,2.575,1.635,0.7,-0.44,-0.2663,-13.8
2019-04-12,2019,Melbourne Rebels,Stormers,24.0,41.0,-17.0,A,0.0,1.22,4.2,0.7749,0.2251,-11.5,51.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.0672,-0.1686,-2.2
2019-04-13,2019,Chiefs,Blues,33.0,29.0,4.0,H,1.0,1.5,2.6,0.6341,0.3659,-5.5,50.5,1633.0,1572.0,0.6853,0.3147,1.459,3.178,7.4,0.5241,0.4759,1.908,2.101,2.3,-0.11,0.0512,-3.2
2019-04-13,2019,Brumbies,Lions,31.0,20.0,11.0,H,1.0,1.54,2.5,0.6188,0.3812,-4.5,51.5,1541.0,1500.0,0.6611,0.3389,1.513,2.951,6.4,0.7379,0.2621,1.355,3.815,12.5,0.1191,0.0423,8.0
2019-04-13,2019,Sharks,Jaguares,17.0,51.0,-34.0,A,0.0,1.36,3.2,0.7018,0.2982,-8.5,48.5,1495.0,1500.0,0.5995,0.4005,1.668,2.497,4.0,0.5241,0.4759,1.908,2.101,4.6,-0.1777,-0.1023,-3.9
2019-04-13,2019,Bulls,Queensland Reds,32.0,17.0,15.0,H,1.0,1.2,4.6,0.7931,0.2069,-11.5,57.5,1500.0,1598.0,0.4667,0.5333,2.143,1.875,-1.3,0.2444,0.7556,4.092,1.323,-5.2,-0.5487,-0.3264,-16.7
2019-04-19,2019,Sharks,Queensland Reds,14.0,21.0,-7.0,A,0.0,1.22,4.35,0.781,0.219,-10.5,49.5,1495.0,1598.0,0.4596,0.5404,2.176,1.85,-1.6,0.2444,0.7556,4.092,1.323,-5.4,-0.5366,-0.3214,-15.9
2019-04-19,2019,Sunwolves,Hurricanes,23.0,29.0,-6.0,A,0.0,5.5,1.14,0.1717,0.8283,14.5,61.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.5241,0.4759,1.908,2.101,4.5,0.3524,0.4346,19.0
2019-04-19,2019,Chiefs,Lions,17.0,23.0,-6.0,A,0.0,1.4,3.0,0.6818,0.3182,-7.5,56.5,1633.0,1500.0,0.7677,0.2323,1.303,4.305,10.7,0.7077,0.2923,1.413,3.421,12.8,0.0259,0.0859,5.3
2019-04-20,2019,Highlanders,Blues,24.0,12.0,12.0,H,1.0,1.6,2.35,0.5949,0.4051,-3.5,54.5,1527.0,1572.0,0.5428,0.4572,1.842,2.187,1.7,0.4029,0.5971,2.482,1.675,-5.2,-0.192,-0.0521,-8.7
2019-04-20,2019,New South Wales Waratahs,Melbourne Rebels,23.0,20.0,3.0,H,1.0,1.85,1.97,0.5157,0.4843,-1.5,52.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.192,0.0906,7.8
2019-04-20,2019,Stormers,Brumbies,17.0,19.0,-2.0,A,0.0,1.4,3.0,0.6818,0.3182,-5.5,48.5,1500.0,1541.0,0.5486,0.4514,1.823,2.215,1.9,0.3041,0.6959,3.288,1.437,-2.6,-0.3777,-0.1332,-8.1
2019-04-26,2019,Crusaders,Lions,36.0,10.0,26.0,H,1.0,1.06,8.5,0.8891,0.1109,-22.5,56.5,1496.0,1500.0,0.6002,0.3998,1.666,2.501,4.0,0.5963,0.4037,1.677,2.477,6.4,-0.2928,-0.2889,-16.1
2019-04-26,2019,Sunwolves,Highlanders,0.0,52.0,-52.0,A,0.0,3.5,1.31,0.2723,0.7277,8.5,56.5,1500.0,1527.0,0.5682,0.4318,1.76,2.316,2.7,0.3883,0.6117,2.575,1.635,-0.4,0.116,0.2959,8.1
2019-04-27,2019,Hurricanes,Chiefs,47.0,19.0,28.0,H,1.0,1.25,4.0,0.7619,0.2381,-11.5,47.5,1500.0,1633.0,0.4177,0.5823,2.394,1.717,-3.3,0.3706,0.6294,2.698,1.589,-5.7,-0.3913,-0.3442,-17.2
2019-04-27,2019,New South Wales Waratahs,Sharks,15.0,23.0,-8.0,A,0.0,1.54,2.5,0.6188,0.3812,-5.5,49.5,1500.0,1495.0,0.613,0.387,1.631,2.584,4.5,0.5241,0.4759,1.908,2.101,8.3,-0.0947,-0.0058,2.8
2019-04-27,2019,Jaguares,Brumbies,20.0,15.0,5.0,H,1.0,1.45,2.75,0.6548,0.3452,-6.5,51.5,1500.0,1541.0,0.5486,0.4514,1.823,2.215,1.9,0.3041,0.6959,3.288,1.437,-2.6,-0.3507,-0.1062,-9.1
2019-04-27,2019,Stormers,Bulls,24.0,23.0,1.0,H,1.0,1.6,2.35,0.5949,0.4051,-3.5,44.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.1128,0.0114,5.8
2019-05-03,2019,Queensland Reds,Sunwolves,32.0,26.0,6.0,H,1.0,1.25,4.0,0.7619,0.2381,-11.5,56.5,1598.0,1500.0,0.7305,0.2695,1.369,3.711,9.2,0.8188,0.1812,1.221,5.519,9.9,0.0569,-0.0314,-1.6
2019-05-03,2019,Crusaders,Sharks,21.0,21.0,0.0,D,,1.05,10.0,0.905,0.095,-20.5,53.5,1496.0,1495.0,0.607,0.393,1.647,2.545,4.3,0.2959,0.7041,3.38,1.42,0.4,-0.6091,-0.298,-20.1
2019-05-04,2019,Highlanders,Chiefs,31.0,31.0,0.0,D,,1.22,4.2,0.7749,0.2251,-11.5,55.5,1527.0,1633.0,0.4564,0.5436,2.191,1.84,-1.7,0.4029,0.5971,2.482,1.675,-2.4,-0.372,-0.3185,-13.9
2019-05-04,2019,Jaguares,Stormers,30.0,25.0,5.0,H,1.0,1.5,2.6,0.6341,0.3659,-4.5,45.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.0736,-0.0278,4.8
2019-05-04,2019,Hurricanes,Melbourne Rebels,29.0,19.0,10.0,H,1.0,1.25,4.0,0.7619,0.2381,-11.5,57.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7379,0.2621,1.355,3.815,9.5,-0.024,-0.1556,-2.0
2019-05-04,2019,Brumbies,Blues,26.0,21.0,5.0,H,1.0,1.78,2.05,0.5352,0.4648,-1.5,49.5,1541.0,1572.0,0.5624,0.4376,1.778,2.285,2.5,0.5241,0.4759,1.908,2.101,0.5,-0.0111,0.0272,-1.0
2019-05-04,2019,Bulls,New South Wales Waratahs,28.0,21.0,7.0,H,1.0,1.26,3.75,0.7485,0.2515,-9.5,52.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.0408,-0.1422,-0.2
2019-05-10,2019,Blues,Hurricanes,12.0,22.0,-10.0,A,0.0,2.8,1.44,0.3396,0.6604,6.5,49.5,1572.0,1500.0,0.7004,0.2996,1.428,3.338,8.0,0.7077,0.2923,1.413,3.421,12.8,0.3681,0.3608,19.3
2019-05-10,2019,Melbourne Rebels,Queensland Reds,30.0,24.0,6.0,H,1.0,1.3,3.6,0.7347,0.2653,-8.5,47.5,1500.0,1598.0,0.4667,0.5333,2.143,1.875,-1.3,0.2444,0.7556,4.092,1.323,-5.2,-0.4903,-0.268,-13.7
2019-05-10,2019,Bulls,Crusaders,13.0,45.0,-32.0,A,0.0,4.5,1.21,0.2119,0.7881,11.5,54.5,1500.0,1496.0,0.6123,0.3877,1.633,2.579,4.5,0.5241,0.4759,1.908,2.101,4.6,0.3122,0.4004,16.1
2019-05-11,2019,Highlanders,Jaguares,32.0,27.0,5.0,H,1.0,1.12,6.0,0.8427,0.1573,-14.5,57.5,1527.0,1500.0,0.6431,0.3569,1.555,2.802,5.7,0.7077,0.2923,1.413,3.421,8.4,-0.135,-0.1996,-6.1
2019-05-11,2019,Lions,New South Wales Waratahs,29.0,28.0,1.0,H,1.0,1.28,3.75,0.7455,0.2545,-8.5,60.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.0378,-0.1392,0.8
2019-05-11,2019,Chiefs,Sharks,29.0,23.0,6.0,H,1.0,1.5,2.6,0.6341,0.3659,-4.5,50.5,1633.0,1495.0,0.7727,0.2273,1.294,4.399,10.9,0.7077,0.2923,1.413,3.421,13.2,0.0736,0.1386,8.7
2019-05-12,2019,Brumbies,Sunwolves,33.0,0.0,33.0,H,1.0,1.1,7.0,0.8642,0.1358,-18.5,57.5,1541.0,1500.0,0.6611,0.3389,1.513,2.951,6.4,0.7379,0.2621,1.355,3.815,12.5,-0.1263,-0.2031,-6.0
2019-05-17,2019,Hurricanes,Jaguares,20.0,28.0,-8.0,A,0.0,1.18,5.0,0.8091,0.1909,-12.5,54.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7379,0.2621,1.355,3.815,9.5,-0.0712,-0.2028,-3.0
2019-05-17,2019,Melbourne Rebels,Bulls,17.0,32.0,-15.0,A,0.0,1.47,2.7,0.6475,0.3525,-6.5,51.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.0602,-0.0412,2.8
2019-05-18,2019,Stormers,Crusaders,19.0,19.0,0.0,D,,4.33,1.21,0.2184,0.7816,12.5,51.5,1500.0,1496.0,0.6123,0.3877,1.633,2.579,4.5,0.5241,0.4759,1.908,2.101,4.6,0.3057,0.3939,17.1
2019-05-18,2019,Blues,Chiefs,23.0,8.0,15.0,H,1.0,1.47,2.7,0.6475,0.3525,-5.5,49.5,1572.0,1633.0,0.5213,0.4787,1.918,2.089,0.9,0.4029,0.5971,2.482,1.675,2.0,-0.2446,-0.1262,-3.5
2019-05-18,2019,Queensland Reds,New South Wales Waratahs,32.0,40.0,-8.0,A,0.0,1.97,1.85,0.4843,0.5157,1.5,50.5,1598.0,1500.0,0.7305,0.2695,1.369,3.711,9.2,0.8188,0.1812,1.221,5.519,9.9,0.3345,0.2462,11.4
2019-05-18,2019,Lions,Highlanders,38.0,29.0,9.0,H,1.0,1.87,1.95,0.5105,0.4895,-1.5,61.5,1500.0,1527.0,0.5682,0.4318,1.76,2.316,2.7,0.3883,0.6117,2.575,1.635,-0.4,-0.1222,0.0577,-1.9
2019-05-24,2019,Chiefs,Queensland Reds,19.0,13.0,6.0,H,1.0,1.2,4.5,0.7895,0.2105,-11.5,55.5,1633.0,1598.0,0.6526,0.3474,1.532,2.879,6.1,0.3883,0.6117,2.575,1.635,2.9,-0.4012,-0.1369,-8.6
2019-05-24,2019,Brumbies,Bulls,22.0,10.0,12.0,H,1.0,1.4,3.0,0.6818,0.3182,-6.5,47.5,1541.0,1500.0,0.6611,0.3389,1.513,2.951,6.4,0.7379,0.2621,1.355,3.815,12.5,0.0561,-0.0207,6.0
2019-05-25,2019,Sunwolves,Melbourne Rebels,7.0,52.0,-45.0,A,0.0,2.9,1.42,0.3287,0.6713,6.5,56.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.379,0.2776,15.8
2019-05-25,2019,Crusaders,Blues,19.0,11.0,8.0,H,1.0,1.15,5.5,0.8271,0.1729,-16.5,50.5,1496.0,1572.0,0.4973,0.5027,2.011,1.989,-0.1,0.2877,0.7123,3.476,1.404,-6.1,-0.5394,-0.3298,-22.6
2019-05-25,2019,New South Wales Waratahs,Jaguares,15.0,23.0,-8.0,A,0.0,1.65,2.25,0.5769,0.4231,-2.5,50.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.1308,0.0294,6.8
2019-05-25,2019,Stormers,Highlanders,34.0,22.0,12.0,H,1.0,1.62,2.3,0.5867,0.4133,-3.5,49.5,1500.0,1527.0,0.5682,0.4318,1.76,2.316,2.7,0.3883,0.6117,2.575,1.635,-0.4,-0.1984,-0.0185,-3.9
2019-05-25,2019,Sharks,Lions,27.0,17.0,10.0,H,1.0,1.5,2.6,0.6341,0.3659,-4.5,45.5,1495.0,1500.0,0.5995,0.4005,1.668,2.497,4.0,0.5241,0.4759,1.908,2.101,4.6,-0.11,-0.0346,0.1
2019-05-31,2019,Blues,Bulls,22.0,22.0,0.0,D,,1.28,3.75,0.7455,0.2545,-9.5,41.5,1572.0,1500.0,0.7004,0.2996,1.428,3.338,8.0,0.776,0.224,1.289,4.464,15.8,0.0305,-0.0451,6.3
2019-05-31,2019,Melbourne Rebels,New South Wales Waratahs,15.0,20.0,-5.0,A,0.0,1.47,2.7,0.6475,0.3525,-5.5,47.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.0602,-0.0412,3.8
2019-06-01,2019,Lions,Stormers,41.0,22.0,19.0,H,1.0,1.56,2.45,0.611,0.389,-4.5,52.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.0967,-0.0047,4.8
2019-06-01,2019,Sharks,Hurricanes,17.0,30.0,-13.0,A,0.0,2.2,1.68,0.433,0.567,2.5,48.5,1495.0,1500.0,0.5995,0.4005,1.668,2.497,4.0,0.4029,0.5971,2.482,1.675,-1.4,-0.0301,0.1665,1.1
2019-06-01,2019,Chiefs,Crusaders,40.0,27.0,13.0,H,1.0,5.0,1.15,0.187,0.813,14.5,51.5,1633.0,1496.0,0.7722,0.2278,1.295,4.39,10.9,0.7077,0.2923,1.413,3.421,10.0,0.5207,0.5852,24.5
2019-06-01,2019,Sunwolves,Brumbies,19.0,42.0,-23.0,A,0.0,5.75,1.14,0.1655,0.8345,14.5,56.5,1500.0,1541.0,0.5486,0.4514,1.823,2.215,1.9,0.3041,0.6959,3.288,1.437,-2.6,0.1386,0.3831,11.9
2019-06-01,2019,Queensland Reds,Jaguares,23.0,34.0,-11.0,A,0.0,2.15,1.7,0.4416,0.5584,2.5,47.5,1598.0,1500.0,0.7305,0.2695,1.369,3.711,9.2,0.8188,0.1812,1.221,5.519,9.9,0.3772,0.2889,12.4
2019-06-07,2019,Highlanders,Bulls,24.0,24.0,0.0,D,,1.26,3.75,0.7485,0.2515,-10.5,54.5,1527.0,1500.0,0.6431,0.3569,1.555,2.802,5.7,0.7077,0.2923,1.413,3.421,8.4,-0.0408,-0.1054,-2.1
2019-06-07,2019,Queensland Reds,Blues,29.0,28.0,1.0,H,1.0,2.05,1.78,0.4648,0.5352,1.5,50.5,1598.0,1572.0,0.641,0.359,1.56,2.786,5.6,0.5963,0.4037,1.677,2.477,0.2,0.1315,0.1762,1.7
2019-06-08,2019,Jaguares,Sharks,34.0,7.0,27.0,H,1.0,1.4,3.0,0.6818,0.3182,-6.5,47.5,1500.0,1495.0,0.613,0.387,1.631,2.584,4.5,0.5241,0.4759,1.908,2.101,8.3,-0.1577,-0.0688,1.8
2019-06-08,2019,Stormers,Sunwolves,31.0,18.0,13.0,H,1.0,1.03,11.0,0.9144,0.0856,-21.5,59.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.2067,-0.3081,-12.2
2019-06-08,2019,New South Wales Waratahs,Brumbies,24.0,35.0,-11.0,A,0.0,1.68,2.2,0.567,0.433,-2.5,46.5,1500.0,1541.0,0.5486,0.4514,1.823,2.215,1.9,0.3041,0.6959,3.288,1.437,-2.6,-0.2629,-0.0184,-5.1
2019-06-08,2019,Crusaders,Melbourne Rebels,66.0,0.0,66.0,H,1.0,1.05,8.5,0.8901,0.1099,-22.5,55.5,1496.0,1500.0,0.6002,0.3998,1.666,2.501,4.0,0.5963,0.4037,1.677,2.477,6.4,-0.2938,-0.2899,-16.1
2019-06-08,2019,Lions,Hurricanes,17.0,37.0,-20.0,A,0.0,2.15,1.72,0.4444,0.5556,2.5,59.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.5241,0.4759,1.908,2.101,4.5,0.0797,0.1619,7.0
2019-06-14,2019,Melbourne Rebels,Chiefs,8.0,59.0,-51.0,A,0.0,2.15,1.72,0.4444,0.5556,1.5,49.5,1500.0,1633.0,0.4177,0.5823,2.394,1.717,-3.3,0.2959,0.7041,3.38,1.42,-6.0,-0.1485,-0.0267,-4.5
2019-06-14,2019,Jaguares,Sunwolves,52.0,10.0,42.0,H,1.0,1.03,11.0,0.9144,0.0856,-24.5,63.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.2067,-0.3081,-15.2
2019-06-14,2019,Highlanders,New South Wales Waratahs,49.0,12.0,37.0,H,1.0,1.11,6.5,0.8541,0.1459,-16.5,54.5,1527.0,1500.0,0.6431,0.3569,1.555,2.802,5.7,0.7077,0.2923,1.413,3.421,8.4,-0.1464,-0.211,-8.1
2019-06-15,2019,Hurricanes,Blues,29.0,24.0,5.0,H,1.0,1.97,1.85,0.4843,0.5157,1.5,51.5,1500.0,1572.0,0.5036,0.4964,1.986,2.015,0.1,0.2444,0.7556,4.092,1.323,-6.6,-0.2399,0.0193,-5.1
2019-06-15,2019,Brumbies,Queensland Reds,40.0,27.0,13.0,H,1.0,1.28,3.75,0.7455,0.2545,-9.5,53.5,1541.0,1598.0,0.5257,0.4743,1.902,2.108,1.0,0.4029,0.5971,2.482,1.675,0.7,-0.3426,-0.2198,-8.8
2019-06-15,2019,Stormers,Sharks,9.0,12.0,-3.0,A,0.0,1.68,2.2,0.567,0.433,-2.5,42.5,1500.0,1495.0,0.613,0.387,1.631,2.584,4.5,0.5241,0.4759,1.908,2.101,8.3,-0.0429,0.046,5.8
2019-06-15,2019,Bulls,Lions,48.0,27.0,21.0,H,1.0,1.56,2.45,0.611,0.389,-4.5,55.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.0967,-0.0047,4.8
2019-06-21,2019,Jaguares,Chiefs,21.0,16.0,5.0,H,1.0,1.56,2.45,0.611,0.389,-4.5,49.5,1500.0,1633.0,0.4177,0.5823,2.394,1.717,-3.3,0.2959,0.7041,3.38,1.42,-6.0,-0.3151,-0.1933,-10.5
2019-06-21,2019,Crusaders,Highlanders,38.0,14.0,24.0,H,1.0,1.1,7.0,0.8642,0.1358,-15.5,50.5,1496.0,1527.0,0.562,0.438,1.779,2.283,2.5,0.3883,0.6117,2.575,1.635,0.7,-0.4759,-0.3022,-14.8
2019-06-22,2019,Hurricanes,Bulls,35.0,28.0,7.0,H,1.0,1.15,5.5,0.8271,0.1729,-13.5,50.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7379,0.2621,1.355,3.815,9.5,-0.0892,-0.2208,-4.0
2019-06-22,2019,Brumbies,Sharks,38.0,13.0,25.0,H,1.0,1.36,3.2,0.7018,0.2982,-7.5,44.5,1541.0,1495.0,0.6674,0.3326,1.498,3.007,6.7,0.8188,0.1812,1.221,5.519,16.0,0.117,-0.0344,8.5
2019-06-28,2019,Jaguares,Brumbies,39.0,7.0,32.0,H,1.0,1.38,3.1,0.692,0.308,-6.5,43.5,1500.0,1541.0,0.5486,0.4514,1.823,2.215,1.9,0.3041,0.6959,3.288,1.437,-2.6,-0.3879,-0.1434,-9.1
2019-06-29,2019,Crusaders,Hurricanes,30.0,26.0,4.0,H,1.0,1.16,5.25,0.819,0.181,-13.5,50.5,1496.0,1500.0,0.6002,0.3998,1.666,2.501,4.0,0.4029,0.5971,2.482,1.675,0.4,-0.4161,-0.2188,-13.1
2019-07-06,2019,Crusaders,Jaguares,19.0,3.0,16.0,H,1.0,1.16,5.6,0.8284,0.1716,-13.5,47.5,1496.0,1500.0,0.6002,0.3998,1.666,2.501,4.0,0.5963,0.4037,1.677,2.477,6.4,-0.2321,-0.2282,-7.1
2020-01-31,2020,Sharks,Bulls,23.0,15.0,8.0,H,1.0,1.38,3.1,0.692,0.308,-6.5,46.5,1495.0,1500.0,0.5995,0.4005,1.668,2.497,4.0,0.5241,0.4759,1.908,2.101,4.6,-0.1679,-0.0925,-1.9
2020-01-31,2020,Brumbies,Queensland Reds,27.0,24.0,3.0,H,1.0,1.42,2.9,0.6713,0.3287,-6.5,51.5,1541.0,1598.0,0.5257,0.4743,1.902,2.108,1.0,0.4029,0.5971,2.482,1.675,0.7,-0.2684,-0.1456,-5.8
2020-01-31,2020,Blues,Chiefs,29.0,37.0,-8.0,A,0.0,2.02,1.8,0.4712,0.5288,1.5,52.5,1572.0,1633.0,0.5213,0.4787,1.918,2.089,0.9,0.4029,0.5971,2.482,1.675,2.0,-0.0683,0.0501,3.5
2020-02-01,2020,Sunwolves,Melbourne Rebels,36.0,27.0,9.0,H,1.0,7.5,1.08,0.1259,0.8741,19.5,60.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.5818,0.4804,28.8
2020-02-01,2020,Crusaders,New South Wales Waratahs,43.0,25.0,18.0,H,1.0,1.08,8.0,0.8811,0.1189,-19.5,54.5,1496.0,1500.0,0.6002,0.3998,1.666,2.501,4.0,0.5963,0.4037,1.677,2.477,6.4,-0.2848,-0.2809,-13.1
2020-02-01,2020,Stormers,Hurricanes,27.0,0.0,27.0,H,1.0,1.62,2.3,0.5867,0.4133,-3.5,51.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.5241,0.4759,1.908,2.101,4.5,-0.0626,0.0196,1.0
2020-02-01,2020,Jaguares,Lions,38.0,8.0,30.0,H,1.0,1.16,5.0,0.8117,0.1883,-12.5,54.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,-0.104,-0.2054,-3.2
2020-02-07,2020,Highlanders,Sharks,20.0,42.0,-22.0,A,0.0,1.47,2.7,0.6475,0.3525,-5.5,54.5,1527.0,1495.0,0.6496,0.3504,1.539,2.854,6.0,0.776,0.224,1.289,4.464,15.7,0.1285,0.0021,10.2
2020-02-07,2020,Brumbies,Melbourne Rebels,39.0,26.0,13.0,H,1.0,1.31,3.5,0.7277,0.2723,-8.5,46.5,1541.0,1500.0,0.6611,0.3389,1.513,2.951,6.4,0.7379,0.2621,1.355,3.815,12.5,0.0102,-0.0666,4.0
2020-02-08,2020,Chiefs,Crusaders,25.0,15.0,10.0,H,1.0,1.97,1.85,0.4843,0.5157,1.5,51.5,1633.0,1496.0,0.7722,0.2278,1.295,4.39,10.9,0.7077,0.2923,1.413,3.421,10.0,0.2234,0.2879,11.5
2020-02-08,2020,New South Wales Waratahs,Blues,12.0,32.0,-20.0,A,0.0,1.82,2.0,0.5236,0.4764,-1.5,35.5,1500.0,1572.0,0.5036,0.4964,1.986,2.015,0.1,0.2444,0.7556,4.092,1.323,-6.9,-0.2792,-0.02,-8.4
2020-02-08,2020,Lions,Queensland Reds,27.0,20.0,7.0,H,1.0,1.62,2.3,0.5867,0.4133,-2.5,45.5,1500.0,1598.0,0.4667,0.5333,2.143,1.875,-1.3,0.2444,0.7556,4.092,1.323,-5.2,-0.3423,-0.12,-7.7
2020-02-08,2020,Stormers,Bulls,13.0,0.0,13.0,H,1.0,1.4,3.0,0.6818,0.3182,-6.5,45.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.0259,-0.0755,2.8
2020-02-08,2020,Jaguares,Hurricanes,23.0,26.0,-3.0,A,0.0,1.4,3.0,0.6818,0.3182,-6.5,49.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.5241,0.4759,1.908,2.101,4.5,-0.1577,-0.0755,-2.0
2020-02-14,2020,Blues,Crusaders,8.0,25.0,-17.0,A,0.0,3.25,1.35,0.2935,0.7065,8.5,50.5,1572.0,1496.0,0.7057,0.2943,1.417,3.398,8.2,0.776,0.224,1.289,4.464,12.3,0.4825,0.4122,20.8
2020-02-14,2020,Melbourne Rebels,New South Wales Waratahs,24.0,10.0,14.0,H,1.0,1.75,2.1,0.5455,0.4545,-1.5,43.5,1500.0,1500.0,0.6063,0.3937,1.649,2.54,4.3,0.7077,0.2923,1.413,3.421,9.3,0.1622,0.0608,7.8
2020-02-15,2020,Brumbies,Highlanders,22.0,23.0,-1.0,A,0.0,1.47,2.7,0.6475,0.3525,-5.5,43.5,1541.0,1527.0,0.6251,0.3749,1.6,2.667,5.0,0.5963,0.4037,1.677,2.477,5.9,-0.0512,-0.0224,0.4
