Date,Year,Home_Team,Away_Team,Home_Score,Away_Score,result,home_win,home_prob_elo,prob_xgb,prob_lr,prob_ensemble,bet_home,implied_odds,flat_stake,flat_return,flat_pnl,kelly_stake,kelly_return,kelly_pnl,Home_Odds,Draw_Odds,Away_Odds,Competition_Odds
2016-09-30,2016,Bristol,Saracens,0,39,A,0,0.013,0.0149,0.0565,0.0357,False,76.92307692307692,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-09-30,2016,Dragons,Glasgow ,17,26,A,0,0.046,0.1202,0.1295,0.1248,False,21.73913043478261,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-09-30,2016,Connacht,Edinburgh,28,15,H,1,0.769,0.6151,0.643,0.629,True,1.3003901170351104,1.0,1.3003901170351104,0.3003901170351104,0.0,0.0,0.0,,,,
2016-09-30,2016,Northampton,Exeter,20,19,H,1,0.413,0.6873,0.5366,0.6119,True,2.4213075060532687,1.0,2.4213075060532687,1.4213075060532687,0.1929913117546848,0.4672913117546849,0.2743,,,,
2016-10-01,2016,Benetton,Scarlets,6,22,A,0,0.225,0.2348,0.2791,0.257,False,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-01,2016,Gloucester,Bath,6,15,A,0,0.432,0.5126,0.5055,0.509,False,2.314814814814815,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-01,2016,Sale,Leicester,34,30,H,1,0.378,0.2787,0.3658,0.3222,False,2.6455026455026456,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-01,2016,Ulster,Ospreys,9,7,H,1,0.788,0.7293,0.7172,0.7232,True,1.269035532994924,1.0,1.269035532994924,0.2690355329949239,0.0,0.0,0.0,,,,
2016-10-01,2016,Cardiff Blues,Leinster,13,16,A,0,0.481,0.3706,0.4173,0.3939,False,2.079002079002079,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-01,2016,Argentina,New Zealand,17,36,A,0,0.035,0.0,0.0438,0.0219,False,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-01,2016,Munster,Zebre,49,5,H,1,0.955,1.0,0.928,0.964,True,1.0471204188481675,1.0,1.0471204188481675,0.0471204188481675,0.955000000000001,1.0000000000000009,0.0449999999999999,,,,
2016-10-01,2016,South Africa,Australia,18,10,H,1,0.499,0.5126,0.4211,0.4669,False,2.004008016032064,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-02,2016,Wasps,Harlequins,47,18,H,1,0.928,0.9134,0.8279,0.8706,True,1.0775862068965516,1.0,1.0775862068965516,0.0775862068965516,0.0,0.0,0.0,,,,
2016-10-02,2016,Worcester,Newcastle,11,9,H,1,0.546,0.6151,0.5618,0.5884,True,1.8315018315018317,1.0,1.8315018315018317,0.8315018315018314,0.0831026431718061,0.152202643171806,0.0690999999999999,,,,
2016-10-07,2016,Edinburgh,Benetton,45,10,H,1,0.859,0.925,0.7928,0.8589,True,1.1641443538998837,1.0,1.1641443538998837,0.1641443538998837,0.4020851063829788,0.4680851063829789,0.066,,,,
2016-10-07,2016,Connacht,Ulster,30,25,H,1,0.253,0.1317,0.265,0.1983,False,3.952569169960474,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-07,2016,Ospreys,Cardiff Blues,46,24,H,1,0.642,0.7651,0.6703,0.7177,True,1.557632398753894,1.0,1.557632398753894,0.557632398753894,0.2207547486033519,0.3438547486033519,0.1231,,,,
2016-10-07,2016,Bath,Sale,30,3,H,1,0.71,0.7293,0.6892,0.7092,True,1.4084507042253522,1.0,1.4084507042253522,0.4084507042253522,0.0472517241379309,0.0665517241379309,0.0192999999999999,,,,
2016-10-08,2016,South Africa,New Zealand,15,57,A,0,0.102,0.2154,0.1421,0.1788,False,9.803921568627452,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-08,2016,Scarlets,Dragons,31,27,H,1,0.909,0.9807,0.8653,0.923,True,1.1001100110011002,1.0,1.1001100110011002,0.1001100110011001,0.7162120879120873,0.7879120879120873,0.0716999999999999,,,,
2016-10-08,2016,Leinster,Munster,25,14,H,1,0.761,0.7651,0.7481,0.7566,True,1.314060446780552,1.0,1.314060446780552,0.3140604467805519,0.0130548117154811,0.0171548117154811,0.0040999999999999,,,,
2016-10-08,2016,Zebre,Glasgow ,28,33,A,0,0.048,0.0574,0.0978,0.0776,False,20.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-08,2016,Exeter,Gloucester,27,27,D,0,0.903,0.9134,0.7781,0.8457,True,1.1074197120708749,1.0,0.0,-1.0,0.0968164948453604,0.0,-0.0968164948453604,,,,
2016-10-08,2016,Harlequins,Northampton,20,9,H,1,0.413,0.4777,0.4892,0.4835,False,2.4213075060532687,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-08,2016,Argentina,Australia,21,33,A,0,0.338,0.2154,0.2301,0.2227,False,2.9585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-08,2016,Leicester,Worcester,34,13,H,1,0.889,0.9891,0.8685,0.9288,True,1.124859392575928,1.0,1.124859392575928,0.124859392575928,0.8017018018018013,0.9018018018018013,0.1000999999999999,,,,
2016-10-08,2016,Newcastle,Bristol,19,14,H,1,0.843,0.8433,0.7739,0.8086,True,1.1862396204033214,1.0,1.1862396204033214,0.1862396204033214,0.0016108280254781,0.0019108280254782,0.0003,,,,
2016-10-09,2016,Saracens,Wasps,30,14,H,1,0.705,0.6873,0.7079,0.6976,True,1.4184397163120568,1.0,1.4184397163120568,0.4184397163120568,0.0,0.0,0.0,,,,
2016-10-14,2016,Glasgow ,Leicester,42,13,H,1,0.682,0.5126,0.6053,0.559,False,1.4662756598240467,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-15,2016,Scarlets,Sale,28,11,H,1,0.477,0.5126,0.5341,0.5233,False,2.0964360587002098,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-15,2016,Northampton,Montpellier,16,14,H,1,0.786,0.8433,0.7615,0.8024,True,1.272264631043257,1.0,1.272264631043257,0.272264631043257,0.2104570093457944,0.2677570093457944,0.0573,,,,
2016-10-15,2016,Connacht,Toulouse,23,21,H,1,0.657,0.6873,0.6716,0.6794,True,1.5220700152207,1.0,1.5220700152207,0.5220700152207001,0.058038192419825,0.088338192419825,0.0303,,,,
2016-10-15,2016,Leinster,Castres,33,15,H,1,0.943,0.9955,0.919,0.9573,True,1.0604453870625663,1.0,1.0604453870625663,0.0604453870625663,0.8685526315789487,0.9210526315789488,0.0525000000000001,,,,
2016-10-15,2016,Wasps,Zebre,82,14,H,1,0.992,0.9955,0.9488,0.9721,True,1.0101010101010102,1.0,1.0101010101010102,0.0101010101010101,0.4340000000000076,0.4383838383838461,0.0043838383838384,,,,
2016-10-15,2016,Toulon,Saracens,23,31,A,0,0.525,0.4777,0.5057,0.4917,False,1.9047619047619049,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-16,2016,Bordeaux-Beg,Ulster,28,13,H,1,0.504,0.4777,0.441,0.4594,False,1.984126984126984,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-16,2016,Exeter,Clermont,8,35,A,0,0.536,0.5126,0.5431,0.5279,False,1.8656716417910448,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-21,2016,Sale,Toulon,5,15,A,0,0.106,0.2348,0.2808,0.2578,False,9.433962264150944,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-22,2016,New Zealand,Australia,37,10,H,1,0.953,0.925,0.9163,0.9206,True,1.0493179433368311,1.0,1.0493179433368311,0.0493179433368311,0.0,0.0,0.0,,,,
2016-10-22,2016,Saracens,Scarlets,44,26,H,1,0.975,0.9807,0.9014,0.9411,True,1.0256410256410258,1.0,1.0256410256410258,0.0256410256410257,0.2223000000000003,0.2280000000000004,0.0057,,,,
2016-10-22,2016,Ulster,Exeter,19,18,H,1,0.58,0.6873,0.6306,0.6589,True,1.7241379310344829,1.0,1.7241379310344829,0.7241379310344829,0.1481761904761905,0.2554761904761906,0.1073,,,,
2016-10-22,2016,Munster,Glasgow ,38,17,H,1,0.336,0.5126,0.4813,0.497,False,2.976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-22,2016,Castres,Northampton,41,7,H,1,0.235,0.1767,0.2484,0.2126,False,4.25531914893617,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-22,2016,Clermont,Bordeaux-Beg,49,33,H,1,0.808,0.639,0.7056,0.6723,True,1.2376237623762376,1.0,1.2376237623762376,0.2376237623762376,0.0,0.0,0.0,,,,
2016-10-23,2016,Toulouse,Wasps,20,20,D,0,0.161,0.0909,0.1663,0.1286,False,6.211180124223603,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-23,2016,Montpellier,Leinster,22,16,H,1,0.201,0.2348,0.2068,0.2208,False,4.975124378109452,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-23,2016,Leicester,Racing,27,17,H,1,0.386,0.5126,0.4633,0.4879,False,2.5906735751295336,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-23,2016,Zebre,Connacht,7,52,A,0,0.096,0.0909,0.1506,0.1208,False,10.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-28,2016,Cardiff Blues,Scarlets,15,26,A,0,0.657,0.6873,0.6018,0.6446,True,1.5220700152207,1.0,0.0,-1.0,0.058038192419825,0.0,-0.058038192419825,,,,
2016-10-28,2016,Northampton,Gloucester,23,20,H,1,0.673,0.6667,0.6139,0.6403,True,1.4858841010401187,1.0,1.4858841010401187,0.4858841010401187,0.0,0.0,0.0,,,,
2016-10-28,2016,Glasgow ,Benetton,31,14,H,1,0.981,0.9807,0.9255,0.9531,True,1.019367991845056,1.0,1.019367991845056,0.019367991845056,0.0,0.0,0.0,,,,
2016-10-28,2016,Ulster,Munster,14,15,A,0,0.643,0.6237,0.6038,0.6137,True,1.5552099533437014,1.0,0.0,-1.0,0.0,0.0,0.0,,,,
2016-10-28,2016,Edinburgh,Zebre,14,19,A,0,0.865,0.9807,0.8211,0.9009,True,1.1560693641618498,1.0,0.0,-1.0,0.7413370370370368,0.0,-0.7413370370370368,,,,
2016-10-29,2016,Ospreys,Dragons,35,17,H,1,0.973,0.9807,0.9245,0.9526,True,1.027749229188078,1.0,1.027749229188078,0.027749229188078,0.2774851851851868,0.2851851851851868,0.0077,,,,
2016-10-29,2016,Harlequins,Worcester,36,14,H,1,0.851,0.9807,0.8568,0.9187,True,1.1750881316098707,1.0,1.1750881316098707,0.1750881316098707,0.7407697986577185,0.8704697986577186,0.1297,,,,
2016-10-29,2016,Leinster,Connacht,24,13,H,1,0.723,0.7293,0.7334,0.7314,True,1.3831258644536653,1.0,1.3831258644536653,0.3831258644536652,0.0164436823104692,0.0227436823104692,0.0062999999999999,,,,
2016-10-29,2016,Saracens,Leicester,24,10,H,1,0.935,0.8566,0.8472,0.8519,True,1.06951871657754,1.0,1.06951871657754,0.0695187165775399,0.0,0.0,0.0,,,,
2016-10-30,2016,Bristol,Sale,13,31,A,0,0.196,0.2787,0.2434,0.261,False,5.1020408163265305,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-30,2016,Exeter,Bath,10,13,A,0,0.59,0.4777,0.4972,0.4875,False,1.6949152542372885,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-10-30,2016,Wasps,Newcastle,31,6,H,1,0.964,0.9891,0.8982,0.9437,True,1.037344398340249,1.0,1.037344398340249,0.037344398340249,0.672122222222221,0.697222222222221,0.0251,,,,
2016-11-04,2016,Benetton,Cardiff Blues,28,34,A,0,0.134,0.2154,0.2187,0.2171,False,7.462686567164178,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-04,2016,Edinburgh,Ulster,28,17,H,1,0.152,0.2575,0.2464,0.2519,False,6.578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-04,2016,Munster,Ospreys,33,0,H,1,0.63,0.6098,0.6329,0.6213,True,1.5873015873015872,1.0,1.5873015873015872,0.5873015873015872,0.0,0.0,0.0,,,,
2016-11-04,2016,USA,Maori All Blacks,7,54,A,0,0.125,0.0377,0.2152,0.1264,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-04,2016,Dragons,Connacht,21,16,H,1,0.093,0.2154,0.1991,0.2073,False,10.75268817204301,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-05,2016,Wales,Australia,8,32,A,0,0.3,0.2348,0.257,0.2459,False,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-05,2016,Scarlets,Glasgow ,27,3,H,1,0.432,0.4777,0.5424,0.5101,False,2.314814814814815,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-05,2016,Ireland,New Zealand,40,29,H,1,0.054,0.0149,0.0718,0.0434,False,18.51851851851852,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-05,2016,Japan,Argentina,20,54,A,0,0.344,0.2034,0.2361,0.2197,False,2.906976744186047,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-05,2016,Zebre,Leinster,10,33,A,0,0.061,0.0574,0.1099,0.0837,False,16.39344262295082,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-05,2016,Barbarians,South Africa,31,31,D,0,0.252,0.2575,0.1228,0.1902,False,3.968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-08,2016,Czech Republic,Barbarians,0,71,A,0,0.105,0.2034,0.2584,0.2309,False,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-11,2016,Hong Kong,Papua New Guinea,51,5,H,1,0.503,0.639,0.598,0.6185,True,1.9880715705765408,1.0,1.9880715705765408,0.9880715705765408,0.1376418511066398,0.2736418511066398,0.136,,,,
2016-11-11,2016,Munster,Maori All Blacks,27,14,H,1,0.315,0.2575,0.5077,0.3826,False,3.1746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-11,2016,Russia,Zimbabwe,19,15,H,1,0.875,0.9807,0.8428,0.9117,True,1.1428571428571428,1.0,1.1428571428571428,0.1428571428571428,0.7399000000000004,0.8456000000000005,0.1057,,,,
2016-11-11,2016,Barbarians,Fiji,40,7,H,1,0.764,0.6873,0.57,0.6287,True,1.3089005235602094,1.0,1.3089005235602094,0.3089005235602093,0.0,0.0,0.0,,,,
2016-11-12,2016,Georgia,Japan,22,28,A,0,0.781,0.5577,0.607,0.5823,True,1.2804097311139564,1.0,0.0,-1.0,0.0,0.0,0.0,,,,
2016-11-12,2016,Romania,USA,23,10,H,1,0.932,0.9134,0.8379,0.8756,True,1.072961373390558,1.0,1.072961373390558,0.0729613733905578,0.0,0.0,0.0,,,,
2016-11-12,2016,Wales,Argentina,24,20,H,1,0.53,0.7293,0.6,0.6646,True,1.8867924528301885,1.0,1.8867924528301885,0.8867924528301885,0.2247425531914893,0.4240425531914892,0.1992999999999999,,,,
2016-11-12,2016,Spain,Tonga,13,28,A,0,0.215,0.3706,0.2731,0.3219,False,4.651162790697675,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-12,2016,Scotland,Australia,22,23,A,0,0.253,0.0901,0.2433,0.1667,False,3.952569169960474,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-12,2016,France,Samoa,52,8,H,1,0.884,0.9955,0.9395,0.9675,True,1.1312217194570136,1.0,1.1312217194570136,0.1312217194570135,0.8497068965517246,0.9612068965517246,0.1115,,,,
2016-11-12,2016,Ireland,Canada,52,21,H,1,0.991,1.0,0.9769,0.9885,True,1.0101010101010102,1.0,1.0101010101010102,0.0101010101010101,0.991000000000005,1.001010101010106,0.010010101010101,,,,
2016-11-12,2016,Italy,New Zealand,10,68,A,0,0.006,0.0,0.0151,0.0076,False,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-12,2016,Germany,Uruguay,24,21,H,1,0.488,0.434,0.4433,0.4386,False,2.0491803278688523,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-12,2016,England,South Africa,37,21,H,1,0.858,0.8566,0.7315,0.794,True,1.1655011655011656,1.0,1.1655011655011656,0.1655011655011655,0.0,0.0,0.0,,,,
2016-11-12,2016,Portugal,Belgium,26,21,H,1,0.161,0.3925,0.3501,0.3713,False,6.211180124223603,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-13,2016,Chile,Korea,30,12,H,1,0.375,0.5126,0.4273,0.47,False,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-15,2016,Russia,Papua New Guinea,49,19,H,1,0.665,0.6873,0.6562,0.6718,True,1.5037593984962403,1.0,1.5037593984962403,0.5037593984962405,0.0442671641791044,0.0665671641791044,0.0222999999999999,,,,
2016-11-15,2016,Hong Kong,Zimbabwe,34,11,H,1,0.904,0.9955,0.8732,0.9344,True,1.106194690265487,1.0,1.106194690265487,0.1061946902654866,0.8616250000000008,0.9531250000000008,0.0915,,,,
2016-11-16,2016,Harlequins,Maori All Blacks,10,26,A,0,0.252,0.3706,0.4559,0.4132,False,3.968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-18,2016,Bath,Bristol,16,9,H,1,0.98,0.9955,0.9333,0.9644,True,1.020408163265306,1.0,1.020408163265306,0.0204081632653061,0.7595000000000025,0.7750000000000026,0.0155,,,,
2016-11-18,2016,Worcester,Northampton,17,18,A,0,0.347,0.4777,0.4063,0.442,False,2.8818443804034586,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-18,2016,Newcastle,Exeter,19,32,A,0,0.246,0.2154,0.3027,0.259,False,4.065040650406504,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-19,2016,France,Australia,23,25,A,0,0.275,0.3706,0.3063,0.3384,False,3.636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-19,2016,Chile,Korea,36,38,A,0,0.583,0.6873,0.6843,0.6858,True,1.7152658662092626,1.0,0.0,-1.0,0.1458199040767386,0.0,-0.1458199040767386,,,,
2016-11-19,2016,Zimbabwe,Papua New Guinea,38,11,H,1,0.327,0.5798,0.4564,0.5181,True,3.058103975535168,1.0,3.058103975535168,2.058103975535168,0.122831500742942,0.375631500742942,0.2527999999999999,,,,
2016-11-19,2016,Scotland,Argentina,19,16,H,1,0.613,0.5294,0.6748,0.6021,False,1.6313213703099512,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-19,2016,Tonga,USA,20,17,H,1,0.89,0.9807,0.8298,0.9053,True,1.1235955056179776,1.0,1.1235955056179776,0.1235955056179776,0.7338454545454541,0.8245454545454541,0.0907,,,,
2016-11-19,2016,England,Fiji,58,15,H,1,0.986,1.0,0.9767,0.9884,True,1.0141987829614605,1.0,1.0141987829614605,0.0141987829614604,0.985999999999998,0.999999999999998,0.014,,,,
2016-11-19,2016,Georgia,Samoa,20,16,H,1,0.738,0.5294,0.6355,0.5825,False,1.3550135501355014,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-19,2016,Wales,Japan,33,30,H,1,0.83,0.9807,0.8654,0.9231,True,1.2048192771084338,1.0,1.2048192771084338,0.2048192771084338,0.7357705882352941,0.8864705882352941,0.1507,,,,
2016-11-19,2016,Hong Kong,Russia,0,27,A,0,0.609,0.3925,0.5133,0.4529,False,1.6420361247947457,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-19,2016,Ireland,New Zealand,9,21,A,0,0.144,0.1202,0.1383,0.1293,False,6.944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-19,2016,Italy,South Africa,20,18,H,1,0.061,0.0,0.0695,0.0347,False,16.39344262295082,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-19,2016,Spain,Uruguay,33,16,H,1,0.541,0.3706,0.4534,0.412,False,1.8484288354898333,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-19,2016,Germany,Brazil,16,6,H,1,0.857,0.9478,0.8268,0.8873,True,1.166861143523921,1.0,1.166861143523921,0.1668611435239206,0.5441650349650349,0.6349650349650349,0.0907999999999999,,,,
2016-11-19,2016,Romania,Canada,21,16,H,1,0.914,0.8889,0.8292,0.859,True,1.0940919037199124,1.0,1.0940919037199124,0.0940919037199123,0.0,0.0,0.0,,,,
2016-11-19,2016,Gloucester,Wasps,36,18,H,1,0.102,0.2034,0.2274,0.2154,False,9.803921568627452,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-20,2016,Leicester,Harlequins,25,6,H,1,0.737,0.8433,0.6928,0.7681,True,1.35685210312076,1.0,1.35685210312076,0.3568521031207599,0.2978825095057035,0.4041825095057036,0.1063,,,,
2016-11-20,2016,Sale,Saracens,13,28,A,0,0.049,0.1767,0.1314,0.1541,False,20.40816326530612,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-24,2016,French Barbarians,Australia XV,19,11,H,1,0.912,0.8566,0.7948,0.8257,True,1.0964912280701753,1.0,1.0964912280701753,0.0964912280701753,0.0,0.0,0.0,,,,
2016-11-25,2016,Glasgow ,Ospreys,5,22,A,0,0.62,0.6151,0.5682,0.5916,True,1.6129032258064515,1.0,0.0,-1.0,0.0,0.0,0.0,,,,
2016-11-25,2016,Samoa,Canada,25,23,H,1,0.854,0.9478,0.7811,0.8645,True,1.17096018735363,1.0,1.17096018735363,0.1709601873536299,0.5486657534246576,0.6424657534246576,0.0938,,,,
2016-11-25,2016,Bristol,Leicester,16,21,A,0,0.049,0.1317,0.0927,0.1122,False,20.40816326530612,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-25,2016,Scarlets,Leinster,38,29,H,1,0.479,0.3925,0.5104,0.4515,False,2.0876826722338206,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-25,2016,Connacht,Cardiff Blues,18,7,H,1,0.64,0.6237,0.5624,0.593,True,1.5625,1.0,1.5625,0.5625,0.0,0.0,0.0,,,,
2016-11-25,2016,Northampton,Newcastle,16,22,A,0,0.811,0.7651,0.752,0.7586,True,1.2330456226880393,1.0,0.0,-1.0,0.0,0.0,0.0,,,,
2016-11-26,2016,Romania,Uruguay,36,10,H,1,0.958,0.9955,0.9144,0.9549,True,1.0438413361169103,1.0,1.0438413361169103,0.0438413361169103,0.855357142857143,0.8928571428571431,0.0375,,,,
2016-11-26,2016,Munster,Benetton,46,3,H,1,0.991,0.9955,0.9629,0.9792,True,1.0101010101010102,1.0,1.0101010101010102,0.0101010101010101,0.4955000000000086,0.5005050505050592,0.0050050505050506,,,,
2016-11-26,2016,Italy,Tonga,17,19,A,0,0.553,0.5577,0.67,0.6139,True,1.8083182640144664,1.0,0.0,-1.0,0.0058145413870245,0.0,-0.0058145413870245,,,,
2016-11-26,2016,Germany,Brazil,36,14,H,1,0.875,0.9478,0.8229,0.8854,True,1.1428571428571428,1.0,1.1428571428571428,0.1428571428571428,0.5096,0.5824,0.0727999999999999,,,,
2016-11-26,2016,Exeter,Worcester,57,22,H,1,0.919,0.9955,0.8645,0.93,True,1.088139281828074,1.0,1.088139281828074,0.0881392818280739,0.867944444444445,0.944444444444445,0.0765,,,,
2016-11-26,2016,Wales,South Africa,27,13,H,1,0.418,0.3925,0.3808,0.3867,False,2.392344497607656,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-26,2016,Scotland,Georgia,43,16,H,1,0.812,0.9807,0.9025,0.9416,True,1.231527093596059,1.0,1.231527093596059,0.2315270935960589,0.7286404255319152,0.8973404255319152,0.1686999999999999,,,,
2016-11-26,2016,England,Argentina,27,14,H,1,0.961,0.9807,0.9305,0.9556,True,1.040582726326743,1.0,1.040582726326743,0.040582726326743,0.485428205128205,0.505128205128205,0.0196999999999999,,,,
2016-11-26,2016,Fiji,Japan,38,25,H,1,0.604,0.639,0.5963,0.6177,True,1.6556291390728477,1.0,1.6556291390728477,0.6556291390728477,0.0533838383838384,0.0883838383838384,0.035,,,,
2016-11-26,2016,France,New Zealand,19,24,A,0,0.049,0.2154,0.1035,0.1594,False,20.40816326530612,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-26,2016,Ireland,Australia,27,24,H,1,0.478,0.4777,0.3809,0.4293,False,2.092050209205021,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-11-27,2016,Saracens,Gloucester,24,20,H,1,0.973,0.9807,0.8994,0.94,True,1.027749229188078,1.0,1.027749229188078,0.027749229188078,0.2774851851851868,0.2851851851851868,0.0077,,,,
2016-11-27,2016,Harlequins,Bath,21,20,H,1,0.346,0.6151,0.4565,0.5358,True,2.8901734104046244,1.0,2.8901734104046244,1.8901734104046244,0.1423678899082568,0.4114678899082569,0.2691,,,,
2016-11-27,2016,Wasps,Sale,34,24,H,1,0.896,0.7651,0.7677,0.7664,True,1.1160714285714286,1.0,1.1160714285714286,0.1160714285714286,0.0,0.0,0.0,,,,
2016-11-27,2016,Dragons,Edinburgh,27,19,H,1,0.316,0.4777,0.4034,0.4406,False,3.1645569620253164,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-12-01,2016,Portugal,Brazil,21,17,H,1,0.858,0.9807,0.8549,0.9178,True,1.1655011655011656,1.0,1.1655011655011656,0.1655011655011655,0.7413845070422534,0.8640845070422535,0.1227,,,,
2016-12-02,2016,Sale,Exeter,3,21,A,0,0.31,0.4777,0.4106,0.4442,False,3.2258064516129035,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-12-02,2016,Ospreys,Edinburgh,31,22,H,1,0.924,0.925,0.8484,0.8867,True,1.0822510822510822,1.0,1.0822510822510822,0.0822510822510822,0.0121578947368421,0.0131578947368421,0.001,,,,
2016-12-02,2016,Glasgow ,Munster,15,16,A,0,0.259,0.2575,0.2758,0.2666,False,3.861003861003861,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-12-03,2016,Connacht,Benetton,47,8,H,1,0.961,0.9807,0.8822,0.9314,True,1.040582726326743,1.0,1.040582726326743,0.040582726326743,0.485428205128205,0.505128205128205,0.0196999999999999,,,,
2016-12-03,2016,Gloucester,Bristol,26,18,H,1,0.946,0.9955,0.8969,0.9462,True,1.0570824524312896,1.0,1.0570824524312896,0.0570824524312896,0.8671666666666688,0.9166666666666689,0.0495000000000001,,,,
2016-12-03,2016,Zebre,Scarlets,24,31,A,0,0.07,0.298,0.1034,0.2007,False,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-12-03,2016,Cardiff Blues,Ulster,22,35,A,0,0.415,0.3706,0.4231,0.3969,False,2.409638554216868,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-12-03,2016,Bath,Saracens,14,11,H,1,0.149,0.2575,0.2456,0.2515,False,6.711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2016-12-03,2016,England,Australia,37,21,H,1,0.83,0.8433,0.6855,0.7644,True,1.2048192771084338,1.0,1.2048192771084338,0.2048192771084338,0.0649352941176474,0.0782352941176475,0.0133,,,,
2016-12-03,2016,Leinster,Dragons,28,15,H,1,0.954,0.9807,0.8779,0.9293,True,1.0482180293501049,1.0,1.0482180293501049,0.0482180293501048,0.5537347826086961,0.5804347826086962,0.0267,,,,
2016-12-03,2016,Leicester,Northampton,19,11,H,1,0.863,0.8889,0.8526,0.8707,True,1.1587485515643106,1.0,1.1587485515643106,0.1587485515643105,0.1631510948905111,0.1890510948905112,0.0259,,,,
2016-12-04,2016,Worcester,Wasps,12,26,A,0,0.091,0.2348,0.2017,0.2183,False,10.989010989010987,0.0,0.0,0.0,0.0,0.0,0.0,,,,
