Date,Home_Team,Away_Team,Home_Odds,Draw_Odds,Away_Odds,Competition,Source
2019-03-24,Sharks,Rebels,1.27,24.31,3.86,Data,aussportsbetting.com
2019-03-24,Reds,Brumbies,2.06,21.35,1.79,Data,aussportsbetting.com
2019-03-29,Hurricanes,Crusaders,2.27,21.33,1.65,Data,aussportsbetting.com
2019-03-29,Waratahs,Sunwolves,1.11,34.43,6.35,Data,aussportsbetting.com
2019-03-30,Blues,Stormers,1.5,21.73,2.66,Data,aussportsbetting.com
2019-03-30,Reds,Rebels,2.07,20.94,1.77,Data,aussportsbetting.com
2019-03-30,Sharks,Bulls,1.57,20.6,2.47,Data,aussportsbetting.com
2019-03-30,Jaguares,Chiefs,2.16,21.8,1.71,Data,aussportsbetting.com
2019-04-05,Lions,Sharks,1.39,22.71,2.99,Data,aussportsbetting.com
2019-04-05,Highlanders,Hurricanes,2.28,21.56,1.64,Data,aussportsbetting.com
2019-04-05,Reds,Stormers,1.91,22.06,1.92,Data,aussportsbetting.com
2019-04-06,Crusaders,Brumbies,1.04,42.49,10.25,Data,aussportsbetting.com
2019-04-06,Blues,Waratahs,1.33,23.88,3.37,Data,aussportsbetting.com
2019-04-06,Rebels,Sunwolves,1.15,31.12,5.21,Data,aussportsbetting.com
2019-04-06,Bulls,Jaguares,1.5,21.93,2.65,Data,aussportsbetting.com
2019-04-12,Crusaders,Highlanders,1.11,31.81,6.23,Data,aussportsbetting.com
2019-04-12,Rebels,Stormers,1.23,26.54,4.12,Data,aussportsbetting.com
2019-04-13,Chiefs,Blues,1.46,22.95,2.72,Data,aussportsbetting.com
2019-04-13,Brumbies,Lions,1.52,23.01,2.55,Data,aussportsbetting.com
2019-04-13,Sharks,Jaguares,1.34,24.71,3.27,Data,aussportsbetting.com
2019-04-13,Bulls,Reds,1.21,29.41,4.33,Data,aussportsbetting.com
2019-04-19,Sharks,Reds,1.21,26.88,4.37,Data,aussportsbetting.com
2019-04-19,Chiefs,Lions,1.4,23.88,2.99,Data,aussportsbetting.com
2019-04-19,Sunwolves,Hurricanes,5.29,31.67,1.15,Data,aussportsbetting.com
2019-04-20,Waratahs,Rebels,1.87,20.08,1.97,Data,aussportsbetting.com
2019-04-20,Stormers,Brumbies,1.39,23.03,3.02,Data,aussportsbetting.com
2019-04-20,Highlanders,Blues,1.63,22.29,2.32,Data,aussportsbetting.com
2019-04-26,Crusaders,Lions,1.06,40.69,8.66,Data,aussportsbetting.com
2019-04-26,Sunwolves,Highlanders,3.52,25.49,1.31,Data,aussportsbetting.com
2019-04-27,Hurricanes,Chiefs,1.24,28.14,4.13,Data,aussportsbetting.com
2019-04-27,Waratahs,Sharks,1.51,23.41,2.63,Data,aussportsbetting.com
2019-04-27,Stormers,Bulls,1.63,20.56,2.34,Data,aussportsbetting.com
2019-04-27,Jaguares,Brumbies,1.44,22.96,2.86,Data,aussportsbetting.com
2019-05-03,Crusaders,Sharks,1.05,41.78,8.85,Data,aussportsbetting.com
2019-05-03,Reds,Sunwolves,1.23,24.92,4.21,Data,aussportsbetting.com
2019-05-04,Jaguares,Stormers,1.49,21.39,2.69,Data,aussportsbetting.com
2019-05-04,Bulls,Waratahs,1.28,25.23,3.65,Data,aussportsbetting.com
2019-05-04,Brumbies,Blues,1.8,19.87,2.06,Data,aussportsbetting.com
2019-05-04,Hurricanes,Rebels,1.23,26.55,4.28,Data,aussportsbetting.com
2019-05-04,Highlanders,Chiefs,1.23,26.59,4.16,Data,aussportsbetting.com
2019-05-10,Blues,Hurricanes,2.89,22.99,1.43,Data,aussportsbetting.com
2019-05-10,Rebels,Reds,1.29,24.11,3.73,Data,aussportsbetting.com
2019-05-10,Bulls,Crusaders,4.34,25.16,1.22,Data,aussportsbetting.com
2019-05-11,Highlanders,Jaguares,1.17,31.56,5.04,Data,aussportsbetting.com
2019-05-11,Chiefs,Sharks,1.51,22.41,2.64,Data,aussportsbetting.com
2019-05-11,Lions,Waratahs,1.31,24.51,3.5,Data,aussportsbetting.com
2019-05-12,Brumbies,Sunwolves,1.1,34.98,6.98,Data,aussportsbetting.com
2019-05-17,Hurricanes,Jaguares,1.2,28.28,4.69,Data,aussportsbetting.com
2019-05-17,Rebels,Bulls,1.46,22.67,2.77,Data,aussportsbetting.com
2019-05-18,Stormers,Crusaders,4.63,28.93,1.19,Data,aussportsbetting.com
2019-05-18,Reds,Waratahs,2.04,20.8,1.82,Data,aussportsbetting.com
2019-05-18,Blues,Chiefs,1.47,22.34,2.76,Data,aussportsbetting.com
2019-05-18,Lions,Highlanders,1.85,20.63,2.0,Data,aussportsbetting.com
2019-05-24,Brumbies,Bulls,1.4,22.43,3.02,Data,aussportsbetting.com
2019-05-24,Chiefs,Reds,1.21,27.1,4.45,Data,aussportsbetting.com
2019-05-25,Sunwolves,Rebels,2.87,23.53,1.43,Data,aussportsbetting.com
2019-05-25,Crusaders,Blues,1.13,30.36,6.02,Data,aussportsbetting.com
2019-05-25,Waratahs,Jaguares,1.63,21.19,2.33,Data,aussportsbetting.com
2019-05-25,Stormers,Highlanders,1.64,20.71,2.33,Data,aussportsbetting.com
2019-05-25,Sharks,Lions,1.46,22.08,2.74,Data,aussportsbetting.com
2019-05-31,Blues,Bulls,1.27,23.11,3.93,Data,aussportsbetting.com
2019-05-31,Rebels,Waratahs,1.46,21.27,2.8,Data,aussportsbetting.com
2019-06-01,Sharks,Hurricanes,2.28,21.66,1.66,Data,aussportsbetting.com
2019-06-01,Lions,Stormers,1.6,22.31,2.4,Data,aussportsbetting.com
2019-06-01,Chiefs,Crusaders,5.28,29.71,1.16,Data,aussportsbetting.com
2019-06-01,Sunwolves,Brumbies,5.46,30.58,1.15,Data,aussportsbetting.com
2019-06-01,Reds,Jaguares,2.24,22.1,1.67,Data,aussportsbetting.com
2019-06-07,Highlanders,Bulls,1.26,25.6,3.9,Data,aussportsbetting.com
2019-06-07,Reds,Blues,2.08,21.45,1.78,Data,aussportsbetting.com
2019-06-08,Crusaders,Rebels,1.04,44.9,9.28,Data,aussportsbetting.com
2019-06-08,Waratahs,Brumbies,1.72,21.3,2.17,Data,aussportsbetting.com
2019-06-08,Lions,Hurricanes,2.24,20.92,1.69,Data,aussportsbetting.com
2019-06-08,Stormers,Sunwolves,1.05,43.36,9.21,Data,aussportsbetting.com
2019-06-08,Jaguares,Sharks,1.4,23.26,2.99,Data,aussportsbetting.com
2019-06-14,Highlanders,Waratahs,1.1,36.7,6.79,Data,aussportsbetting.com
2019-06-14,Rebels,Chiefs,2.14,21.48,1.74,Data,aussportsbetting.com
2019-06-14,Jaguares,Sunwolves,1.03,48.8,10.41,Data,aussportsbetting.com
2019-06-15,Stormers,Sharks,1.71,21.09,2.19,Data,aussportsbetting.com
2019-06-15,Bulls,Lions,1.55,22.8,2.49,Data,aussportsbetting.com
2019-06-15,Hurricanes,Blues,2.03,20.65,1.81,Data,aussportsbetting.com
2019-06-15,Brumbies,Reds,1.27,24.94,3.81,Data,aussportsbetting.com
2019-06-21,Crusaders,Highlanders,1.1,31.63,6.65,Data,aussportsbetting.com
2019-06-21,Jaguares,Chiefs,1.54,21.41,2.53,Data,aussportsbetting.com
2019-06-22,Hurricanes,Bulls,1.16,28.96,5.22,Data,aussportsbetting.com
2019-06-22,Brumbies,Sharks,1.35,22.95,3.25,Data,aussportsbetting.com
2019-06-28,Jaguares,Brumbies,1.4,22.63,3.1,Data,aussportsbetting.com
2019-06-29,Crusaders,Hurricanes,1.16,28.08,5.34,Data,aussportsbetting.com
2019-07-06,Crusaders,Jaguares,1.15,29.04,5.85,Data,aussportsbetting.com
2020-01-31,Blues,Chiefs,2.06,21.61,1.79,Data,aussportsbetting.com
2020-01-31,Brumbies,Reds,1.41,22.74,2.96,Data,aussportsbetting.com
2020-01-31,Sharks,Bulls,1.39,21.18,3.02,Data,aussportsbetting.com
2020-02-01,Stormers,Hurricanes,1.66,20.83,2.26,Data,aussportsbetting.com
2020-02-01,Jaguares,Lions,1.17,27.35,4.89,Data,aussportsbetting.com
2020-02-01,Sunwolves,Rebels,7.06,35.45,1.08,Data,aussportsbetting.com
2020-02-01,Crusaders,Waratahs,1.07,40.66,7.92,Data,aussportsbetting.com
2020-02-07,Highlanders,Sharks,1.43,23.24,2.89,Data,aussportsbetting.com
2020-02-07,Brumbies,Rebels,1.3,25.5,3.55,Data,aussportsbetting.com
2020-02-08,Chiefs,Crusaders,2.0,22.21,1.83,Data,aussportsbetting.com
2020-02-08,Waratahs,Blues,1.85,18.44,2.0,Data,aussportsbetting.com
2020-02-08,Lions,Reds,1.6,21.45,2.37,Data,aussportsbetting.com
2020-02-08,Stormers,Bulls,1.37,22.14,3.14,Data,aussportsbetting.com
2020-02-08,Jaguares,Hurricanes,1.37,21.96,3.07,Data,aussportsbetting.com
2020-02-14,Blues,Crusaders,3.45,24.23,1.32,Data,aussportsbetting.com
2020-02-14,Rebels,Waratahs,1.77,20.28,2.12,Data,aussportsbetting.com
2020-02-15,Sunwolves,Chiefs,8.15,38.33,1.06,Data,aussportsbetting.com
2020-02-15,Hurricanes,Sharks,1.27,22.79,3.79,Data,aussportsbetting.com
2020-02-15,Brumbies,Highlanders,1.47,22.78,2.71,Data,aussportsbetting.com
2020-02-15,Lions,Stormers,2.45,22.24,1.56,Data,aussportsbetting.com
2020-02-15,Jaguares,Reds,1.14,31.44,5.46,Data,aussportsbetting.com
2020-02-21,Crusaders,Highlanders,1.1,29.64,6.8,Data,aussportsbetting.com
2020-02-22,Chiefs,Brumbies,1.13,27.09,5.95,Data,aussportsbetting.com
2020-02-22,Bulls,Blues,1.63,20.33,2.33,Data,aussportsbetting.com
2020-02-22,Rebels,Sharks,2.64,22.56,1.49,Data,aussportsbetting.com
2020-02-22,Reds,Sunwolves,1.13,29.85,5.74,Data,aussportsbetting.com
2020-02-22,Stormers,Jaguares,1.32,22.55,3.37,Data,aussportsbetting.com
2020-02-28,Highlanders,Rebels,1.2,28.3,4.74,Data,aussportsbetting.com
2020-02-28,Waratahs,Lions,1.56,21.59,2.46,Data,aussportsbetting.com
2020-02-29,Hurricanes,Sunwolves,1.01,45.63,17.1,Data,aussportsbetting.com
2020-02-29,Reds,Sharks,1.72,20.49,2.19,Data,aussportsbetting.com
2020-02-29,Stormers,Blues,1.34,23.75,3.35,Data,aussportsbetting.com
2020-02-29,Bulls,Jaguares,2.16,23.44,1.71,Data,aussportsbetting.com
2020-03-06,Sunwolves,Brumbies,14.67,41.81,1.01,Data,aussportsbetting.com
2020-03-06,Crusaders,Reds,1.04,41.68,10.55,Data,aussportsbetting.com
2020-03-06,Waratahs,Chiefs,3.56,26.83,1.3,Data,aussportsbetting.com
2020-03-07,Bulls,Highlanders,1.74,23.33,2.12,Data,aussportsbetting.com
2020-03-07,Sharks,Jaguares,1.58,22.1,2.44,Data,aussportsbetting.com
2020-03-07,Rebels,Lions,1.47,23.74,2.74,Data,aussportsbetting.com
2020-03-07,Hurricanes,Blues,1.39,24.09,3.04,Data,aussportsbetting.com
2020-03-13,Chiefs,Hurricanes,1.38,25.11,3.07,Data,aussportsbetting.com
2020-03-14,Blues,Lions,1.13,34.56,5.71,Data,aussportsbetting.com
2020-03-14,Reds,Bulls,1.37,25.47,3.11,Data,aussportsbetting.com
2020-03-14,Sharks,Stormers,1.37,23.79,3.2,Data,aussportsbetting.com
2020-03-15,Brumbies,Waratahs,1.21,31.5,4.39,Data,aussportsbetting.com
2020-06-13,Highlanders,Chiefs,3.03,24.5,1.39,Data,aussportsbetting.com
2020-06-14,Blues,Hurricanes,1.47,23.25,2.77,Data,aussportsbetting.com
2020-06-20,Chiefs,Blues,1.64,22.14,2.3,Data,aussportsbetting.com
2020-06-21,Hurricanes,Crusaders,3.0,23.71,1.41,Data,aussportsbetting.com
2020-06-27,Blues,Highlanders,1.2,29.0,4.76,Data,aussportsbetting.com
2020-06-28,Crusaders,Chiefs,1.2,29.88,4.53,Data,aussportsbetting.com
2020-07-03,Reds,Waratahs,1.31,25.17,3.47,Data,aussportsbetting.com
2020-07-04,Highlanders,Crusaders,4.22,26.29,1.23,Data,aussportsbetting.com
2020-07-04,Brumbies,Rebels,1.32,24.43,3.44,Data,aussportsbetting.com
2020-07-05,Chiefs,Hurricanes,1.57,22.14,2.45,Data,aussportsbetting.com
2020-07-10,Rebels,Reds,2.06,21.57,1.79,Data,aussportsbetting.com
2020-07-11,Crusaders,Blues,1.3,23.71,3.59,Data,aussportsbetting.com
2020-07-11,Waratahs,Force,1.21,28.29,4.51,Data,aussportsbetting.com
2020-07-12,Hurricanes,Highlanders,1.36,24.57,3.23,Data,aussportsbetting.com
2020-07-17,Reds,Force,1.12,32.0,6.36,Data,aussportsbetting.com
2020-07-18,Hurricanes,Blues,1.69,22.0,2.21,Data,aussportsbetting.com
2020-07-18,Waratahs,Brumbies,3.59,24.86,1.3,Data,aussportsbetting.com
2020-07-19,Chiefs,Highlanders,1.4,23.86,3.02,Data,aussportsbetting.com
2020-07-24,Waratahs,Rebels,1.69,23.14,2.2,Data,aussportsbetting.com
2020-07-25,Force,Brumbies,5.29,30.43,1.16,Data,aussportsbetting.com
2020-07-25,Crusaders,Hurricanes,1.22,28.13,4.39,Data,aussportsbetting.com
2020-07-26,Blues,Chiefs,1.37,24.38,3.17,Data,aussportsbetting.com
2020-07-31,Force,Rebels,3.8,25.67,1.28,Data,aussportsbetting.com
2020-08-01,Chiefs,Crusaders,3.05,24.0,1.38,Data,aussportsbetting.com
2020-08-01,Brumbies,Reds,1.39,23.83,3.06,Data,aussportsbetting.com
2020-08-02,Highlanders,Blues,2.5,21.71,1.56,Data,aussportsbetting.com
2020-08-07,Rebels,Brumbies,3.05,22.71,1.4,Data,aussportsbetting.com
2020-08-08,Hurricanes,Chiefs,1.45,23.57,2.8,Data,aussportsbetting.com
2020-08-08,Waratahs,Reds,2.75,22.75,1.48,Data,aussportsbetting.com
2020-08-09,Crusaders,Highlanders,1.1,31.14,7.04,Data,aussportsbetting.com
2020-08-14,Force,Waratahs,3.23,23.43,1.36,Data,aussportsbetting.com
2020-08-15,Highlanders,Hurricanes,2.13,20.5,1.75,Data,aussportsbetting.com
2020-08-15,Reds,Rebels,1.58,21.57,2.44,Data,aussportsbetting.com
2020-08-21,Force,Reds,4.42,28.71,1.21,Data,aussportsbetting.com
2020-08-22,Brumbies,Waratahs,1.49,21.83,2.71,Data,aussportsbetting.com
2020-08-28,Brumbies,Force,1.05,42.29,9.94,Data,aussportsbetting.com
2020-08-29,Rebels,Waratahs,1.71,21.29,2.18,Data,aussportsbetting.com
2020-09-05,Rebels,Force,1.14,30.71,5.61,Data,aussportsbetting.com
2020-09-05,Reds,Brumbies,1.92,20.86,1.92,Data,aussportsbetting.com
2020-09-12,Reds,Rebels,1.31,23.89,3.55,Data,aussportsbetting.com
2020-09-19,Brumbies,Reds,1.61,20.22,2.39,Data,aussportsbetting.com
2021-02-19,Reds,Waratahs,1.28,23.5,3.74,Data,aussportsbetting.com
2021-02-19,Force,Brumbies,2.71,21.5,1.46,Data,aussportsbetting.com
2021-02-26,Highlanders,Crusaders,2.89,23.1,1.41,Data,aussportsbetting.com
2021-02-26,Reds,Rebels,1.17,28.5,5.1,Data,aussportsbetting.com
2021-02-27,Hurricanes,Blues,2.11,21.2,1.74,Data,aussportsbetting.com
2021-02-27,Brumbies,Waratahs,1.12,30.2,6.11,Data,aussportsbetting.com
2021-03-05,Chiefs,Highlanders,1.67,20.8,2.22,Data,aussportsbetting.com
2021-03-05,Waratahs,Force,2.29,20.8,1.63,Data,aussportsbetting.com
2021-03-06,Brumbies,Rebels,1.18,27.7,4.83,Data,aussportsbetting.com
2021-03-07,Crusaders,Hurricanes,1.18,27.8,4.63,Data,aussportsbetting.com
2021-03-12,Force,Rebels,2.22,20.67,1.68,Data,aussportsbetting.com
2021-03-13,Brumbies,Reds,1.67,20.67,2.23,Data,aussportsbetting.com
2021-03-13,Crusaders,Chiefs,1.1,30.67,6.79,Data,aussportsbetting.com
2021-03-14,Blues,Highlanders,1.34,21.89,3.28,Data,aussportsbetting.com
2021-03-19,Rebels,Waratahs,1.18,26.67,4.83,Data,aussportsbetting.com
2021-03-20,Hurricanes,Chiefs,1.66,20.89,2.21,Data,aussportsbetting.com
2021-03-20,Reds,Force,1.13,27.67,5.56,Data,aussportsbetting.com
2021-03-21,Blues,Crusaders,2.29,21.0,1.63,Data,aussportsbetting.com
2021-03-26,Highlanders,Hurricanes,1.6,21.3,2.34,Data,aussportsbetting.com
2021-03-26,Brumbies,Force,1.14,28.7,5.67,Data,aussportsbetting.com
2021-03-27,Chiefs,Blues,2.73,21.5,1.46,Data,aussportsbetting.com
2021-03-27,Waratahs,Reds,6.34,29.5,1.11,Data,aussportsbetting.com
2021-04-02,Waratahs,Brumbies,8.99,35.33,1.06,Data,aussportsbetting.com
2021-04-02,Crusaders,Highlanders,1.05,33.11,9.32,Data,aussportsbetting.com
2021-04-03,Blues,Hurricanes,1.41,22.56,2.99,Data,aussportsbetting.com
2021-04-03,Rebels,Reds,2.27,20.61,1.66,Data,aussportsbetting.com
2021-04-09,Rebels,Force,1.27,25.45,3.75,Data,aussportsbetting.com
2021-04-10,Highlanders,Chiefs,1.66,22.3,2.24,Data,aussportsbetting.com
2021-04-10,Reds,Brumbies,1.71,22.09,2.16,Data,aussportsbetting.com
2021-04-11,Hurricanes,Crusaders,4.0,25.2,1.25,Data,aussportsbetting.com
2021-04-16,Highlanders,Blues,2.64,22.2,1.48,Data,aussportsbetting.com
2021-04-17,Chiefs,Crusaders,2.71,21.9,1.47,Data,aussportsbetting.com
2021-04-17,Force,Waratahs,1.39,21.91,3.06,Data,aussportsbetting.com
2021-04-18,Rebels,Brumbies,2.64,23.0,1.49,Data,aussportsbetting.com
2021-04-23,Chiefs,Hurricanes,1.46,22.5,2.74,Data,aussportsbetting.com
2021-04-23,Force,Reds,3.61,24.82,1.29,Data,aussportsbetting.com
2021-04-24,Waratahs,Rebels,2.39,22.4,1.58,Data,aussportsbetting.com
2021-04-25,Crusaders,Blues,1.31,22.8,3.44,Data,aussportsbetting.com
2021-04-30,Hurricanes,Highlanders,1.61,22.0,2.37,Data,aussportsbetting.com
2021-05-01,Blues,Chiefs,1.1,33.0,6.88,Data,aussportsbetting.com
2021-05-01,Brumbies,Force,1.14,28.58,5.77,Data,aussportsbetting.com
2021-05-08,Crusaders,Chiefs,1.22,25.58,4.42,Data,aussportsbetting.com
2021-05-08,Reds,Brumbies,1.55,21.25,2.52,Data,aussportsbetting.com
2021-05-14,Highlanders,Reds,1.27,26.67,3.9,Data,aussportsbetting.com
2021-05-14,Waratahs,Hurricanes,9.18,38.67,1.05,Data,aussportsbetting.com
2021-05-15,Crusaders,Brumbies,1.07,35.0,8.28,Data,aussportsbetting.com
2021-05-15,Rebels,Blues,5.39,32.5,1.16,Data,aussportsbetting.com
2021-05-15,Force,Chiefs,5.67,31.8,1.14,Data,aussportsbetting.com
2021-05-21,Hurricanes,Rebels,1.03,39.5,11.66,Data,aussportsbetting.com
2021-05-21,Force,Highlanders,3.98,26.58,1.25,Data,aussportsbetting.com
2021-05-22,Reds,Crusaders,3.21,25.17,1.36,Data,aussportsbetting.com
2021-05-22,Blues,Waratahs,1.01,35.91,17.7,Data,aussportsbetting.com
2021-05-22,Chiefs,Brumbies,1.34,25.42,3.34,Data,aussportsbetting.com
2021-05-28,Hurricanes,Force,1.05,33.18,9.6,Data,aussportsbetting.com
2021-05-29,Waratahs,Crusaders,19.45,33.36,1.01,Data,aussportsbetting.com
2021-05-29,Blues,Brumbies,1.21,29.5,4.36,Data,aussportsbetting.com
2021-05-29,Reds,Chiefs,2.5,23.75,1.54,Data,aussportsbetting.com
2021-05-30,Highlanders,Rebels,1.11,33.22,6.26,Data,aussportsbetting.com
2021-06-04,Crusaders,Force,1.01,33.3,17.0,Data,aussportsbetting.com
2021-06-04,Reds,Blues,3.33,23.27,1.34,Data,aussportsbetting.com
2021-06-05,Highlanders,Waratahs,1.03,37.36,11.6,Data,aussportsbetting.com
2021-06-05,Brumbies,Hurricanes,2.9,23.08,1.42,Data,aussportsbetting.com
2021-06-06,Chiefs,Rebels,1.12,32.3,5.98,Data,aussportsbetting.com
2021-06-11,Hurricanes,Reds,1.2,29.67,4.48,Data,aussportsbetting.com
2021-06-11,Brumbies,Highlanders,3.05,24.67,1.39,Data,aussportsbetting.com
2021-06-12,Blues,Force,1.03,40.17,12.1,Data,aussportsbetting.com
2021-06-12,Waratahs,Chiefs,9.42,43.49,1.05,Data,aussportsbetting.com
2021-06-19,Blues,Highlanders,1.38,22.55,3.15,Data,aussportsbetting.com
2022-02-18,Waratahs,Fijian Drua,1.21,26.2,4.38,Data,aussportsbetting.com
2022-02-19,Chiefs,Highlanders,1.45,21.75,2.77,Data,aussportsbetting.com
2022-02-19,Crusaders,Hurricanes,1.36,22.65,3.19,Data,aussportsbetting.com
2022-02-19,Reds,Rebels,1.15,26.1,5.33,Data,aussportsbetting.com
2022-02-20,Brumbies,Force,1.19,29.18,4.58,Data,aussportsbetting.com
2022-02-25,Highlanders,Crusaders,4.6,28.09,1.19,Data,aussportsbetting.com
2022-02-25,Waratahs,Reds,2.88,20.95,1.43,Data,aussportsbetting.com
2022-02-26,Brumbies,Fijian Drua,1.02,40.09,13.7,Data,aussportsbetting.com
2022-02-26,Blues,Hurricanes,1.43,23.27,2.87,Data,aussportsbetting.com
2022-02-26,Rebels,Force,1.97,19.42,1.88,Data,aussportsbetting.com
2022-03-04,Moana Pasifika,Crusaders,23.0,47.14,1.01,Data,aussportsbetting.com
2022-03-04,Fijian Drua,Rebels,4.76,25.82,1.18,Data,aussportsbetting.com
2022-03-04,Force,Reds,2.07,20.88,1.78,Data,aussportsbetting.com
2022-03-05,Brumbies,Waratahs,1.3,22.09,3.64,Data,aussportsbetting.com
2022-03-05,Blues,Chiefs,1.47,22.21,2.74,Data,aussportsbetting.com
2022-03-05,Hurricanes,Highlanders,1.36,22.86,3.21,Data,aussportsbetting.com
2022-03-11,Blues,Highlanders,1.29,23.14,3.66,Data,aussportsbetting.com
2022-03-11,Rebels,Brumbies,6.71,30.33,1.1,Data,aussportsbetting.com
2022-03-12,Crusaders,Chiefs,1.15,28.19,5.4,Data,aussportsbetting.com
2022-03-12,Reds,Fijian Drua,1.02,43.3,12.43,Data,aussportsbetting.com
2022-03-13,Waratahs,Force,1.55,21.23,2.51,Data,aussportsbetting.com
2022-03-18,Brumbies,Reds,1.43,22.5,2.85,Data,aussportsbetting.com
2022-03-19,Fijian Drua,Force,3.2,23.38,1.37,Data,aussportsbetting.com
2022-03-19,Moana Pasifika,Chiefs,10.99,37.3,1.03,Data,aussportsbetting.com
2022-03-19,Waratahs,Rebels,1.16,29.0,5.23,Data,aussportsbetting.com
2022-03-25,Moana Pasifika,Hurricanes,13.9,41.0,1.01,Data,aussportsbetting.com
2022-03-25,Rebels,Fijian Drua,1.63,20.27,2.29,Data,aussportsbetting.com
2022-03-25,Force,Brumbies,2.86,21.95,1.42,Data,aussportsbetting.com
2022-03-26,Reds,Waratahs,1.15,27.55,5.12,Data,aussportsbetting.com
2022-03-26,Chiefs,Crusaders,1.9,20.38,1.91,Data,aussportsbetting.com
2022-03-26,Highlanders,Blues,3.0,21.38,1.39,Data,aussportsbetting.com
2022-03-29,Moana Pasifika,Blues,6.95,29.92,1.09,Data,aussportsbetting.com
2022-04-01,Crusaders,Highlanders,1.1,29.42,6.72,Data,aussportsbetting.com
2022-04-01,Fijian Drua,Waratahs,3.53,25.08,1.31,Data,aussportsbetting.com
2022-04-02,Blues,Moana Pasifika,1.04,35.42,10.02,Data,aussportsbetting.com
2022-04-02,Reds,Brumbies,1.59,21.42,2.43,Data,aussportsbetting.com
2022-04-03,Hurricanes,Chiefs,2.31,21.65,1.63,Data,aussportsbetting.com
2022-04-08,Highlanders,Moana Pasifika,1.05,35.73,8.75,Data,aussportsbetting.com
2022-04-08,Force,Rebels,1.43,21.63,2.87,Data,aussportsbetting.com
2022-04-09,Hurricanes,Crusaders,3.37,22.73,1.33,Data,aussportsbetting.com
2022-04-09,Chiefs,Blues,1.81,21.21,2.02,Data,aussportsbetting.com
2022-04-09,Fijian Drua,Brumbies,6.74,30.18,1.1,Data,aussportsbetting.com
2022-04-12,Hurricanes,Moana Pasifika,1.06,35.29,8.27,Data,aussportsbetting.com
2022-04-15,Crusaders,Blues,1.52,21.79,2.58,Data,aussportsbetting.com
2022-04-15,Rebels,Reds,3.59,23.31,1.3,Data,aussportsbetting.com
2022-04-16,Force,Waratahs,2.42,20.63,1.59,Data,aussportsbetting.com
2022-04-16,Chiefs,Moana Pasifika,1.01,34.0,14.78,Data,aussportsbetting.com
2022-04-16,Highlanders,Hurricanes,2.28,22.04,1.65,Data,aussportsbetting.com
2022-04-22,Chiefs,Waratahs,1.12,31.09,6.02,Data,aussportsbetting.com
2022-04-23,Hurricanes,Reds,1.34,23.33,3.27,Data,aussportsbetting.com
2022-04-23,Blues,Fijian Drua,1.01,36.67,16.33,Data,aussportsbetting.com
2022-04-24,Highlanders,Brumbies,2.07,20.58,1.78,Data,aussportsbetting.com
2022-04-24,Crusaders,Rebels,1.01,39.5,15.29,Data,aussportsbetting.com
2022-04-29,Reds,Chiefs,2.6,22.66,1.51,Data,aussportsbetting.com
2022-04-29,Force,Blues,9.0,41.82,1.05,Data,aussportsbetting.com
2022-04-30,Fijian Drua,Highlanders,3.73,25.6,1.28,Data,aussportsbetting.com
2022-04-30,Waratahs,Crusaders,8.16,35.99,1.06,Data,aussportsbetting.com
2022-04-30,Rebels,Moana Pasifika,1.4,22.47,2.98,Data,aussportsbetting.com
2022-05-01,Brumbies,Hurricanes,2.01,22.08,1.82,Data,aussportsbetting.com
2022-05-06,Blues,Rebels,1.02,46.57,12.06,Data,aussportsbetting.com
2022-05-06,Reds,Highlanders,1.56,21.87,2.47,Data,aussportsbetting.com
2022-05-07,Force,Crusaders,7.48,33.95,1.08,Data,aussportsbetting.com
2022-05-07,Chiefs,Brumbies,1.32,24.97,3.38,Data,aussportsbetting.com
2022-05-07,Moana Pasifika,Waratahs,3.85,27.52,1.26,Data,aussportsbetting.com
2022-05-08,Hurricanes,Fijian Drua,1.08,34.34,7.35,Data,aussportsbetting.com
2022-05-13,Highlanders,Force,1.12,31.45,6.22,Data,aussportsbetting.com
2022-05-13,Brumbies,Crusaders,3.18,23.86,1.37,Data,aussportsbetting.com
2022-05-14,Fijian Drua,Moana Pasifika,2.0,22.56,1.84,Data,aussportsbetting.com
2022-05-14,Blues,Reds,1.05,37.26,8.68,Data,aussportsbetting.com
2022-05-14,Waratahs,Hurricanes,3.0,23.91,1.4,Data,aussportsbetting.com
2022-05-15,Rebels,Chiefs,7.74,37.06,1.08,Data,aussportsbetting.com
2022-05-20,Crusaders,Fijian Drua,1.01,47.28,14.88,Data,aussportsbetting.com
2022-05-20,Reds,Moana Pasifika,1.07,33.06,8.38,Data,aussportsbetting.com
2022-05-21,Brumbies,Blues,2.6,22.6,1.51,Data,aussportsbetting.com
2022-05-21,Hurricanes,Rebels,1.05,37.63,9.01,Data,aussportsbetting.com
2022-05-21,Chiefs,Force,1.02,45.18,12.26,Data,aussportsbetting.com
2022-05-22,Highlanders,Waratahs,1.33,25.83,3.39,Data,aussportsbetting.com
2022-05-24,Moana Pasifika,Force,2.21,21.68,1.69,Data,aussportsbetting.com
2022-05-27,Crusaders,Reds,1.06,36.59,8.35,Data,aussportsbetting.com
2022-05-28,Fijian Drua,Chiefs,6.71,32.16,1.1,Data,aussportsbetting.com
2022-05-28,Moana Pasifika,Brumbies,8.41,35.97,1.06,Data,aussportsbetting.com
2022-05-28,Waratahs,Blues,1.57,22.51,2.4,Data,aussportsbetting.com
