Date,Home_Team,Away_Team,Home_Odds,Draw_Odds,Away_Odds,Competition,Source
2016-07-09,Waratahs,Hurricanes,1.73,20.35,2.16,Data,aussportsbetting.com
2016-07-09,Crusaders,Rebels,1.04,45.45,10.18,Data,aussportsbetting.com
2016-07-09,Force,Stormers,4.45,23.89,1.22,Data,aussportsbetting.com
2016-07-15,Blues,Waratahs,1.69,21.61,2.22,Data,aussportsbetting.com
2016-07-15,Reds,Rebels,1.81,21.09,2.04,Data,aussportsbetting.com
2016-07-15,Sharks,Sunwolves,1.01,38.7,20.45,Data,aussportsbetting.com
2016-07-16,Crusaders,Hurricanes,1.44,21.89,2.88,Data,aussportsbetting.com
2016-07-16,Highlanders,Chiefs,1.65,20.6,2.3,Data,aussportsbetting.com
2016-07-16,Brumbies,Force,1.05,36.31,9.56,Data,aussportsbetting.com
2016-07-16,Stormers,Kings,1.01,38.75,16.0,Data,aussportsbetting.com
2016-07-16,Cheetahs,Bulls,2.28,21.24,1.66,Data,aussportsbetting.com
2016-07-16,Jaguares,Lions,1.23,25.5,4.32,Data,aussportsbetting.com
2016-07-22,Brumbies,Highlanders,2.83,21.14,1.45,Data,aussportsbetting.com
2016-07-23,Hurricanes,Sharks,1.12,29.42,6.2,Data,aussportsbetting.com
2016-07-23,Lions,Crusaders,1.81,20.86,2.04,Data,aussportsbetting.com
2016-07-23,Stormers,Chiefs,2.4,20.71,1.6,Data,aussportsbetting.com
2016-07-30,Lions,Highlanders,1.83,20.85,2.02,Data,aussportsbetting.com
2016-07-30,Hurricanes,Chiefs,1.57,21.57,2.47,Data,aussportsbetting.com
2016-08-06,Hurricanes,Lions,1.32,21.94,3.55,Data,aussportsbetting.com
2017-02-23,Rebels,Blues,2.69,22.97,1.5,Data,aussportsbetting.com
2017-02-24,Reds,Sharks,1.49,22.46,2.71,Data,aussportsbetting.com
2017-02-24,Highlanders,Chiefs,1.6,22.15,2.39,Data,aussportsbetting.com
2017-02-25,Crusaders,Brumbies,1.11,32.63,6.54,Data,aussportsbetting.com
2017-02-25,Stormers,Bulls,1.5,21.58,2.67,Data,aussportsbetting.com
2017-02-25,Kings,Jaguares,4.95,28.27,1.18,Data,aussportsbetting.com
2017-02-25,Sunwolves,Hurricanes,14.32,45.4,1.02,Data,aussportsbetting.com
2017-02-25,Waratahs,Force,1.19,29.16,4.79,Data,aussportsbetting.com
2017-02-25,Cheetahs,Lions,3.86,24.13,1.27,Data,aussportsbetting.com
2017-03-02,Force,Reds,2.54,21.87,1.54,Data,aussportsbetting.com
2017-03-03,Chiefs,Blues,1.39,23.85,3.13,Data,aussportsbetting.com
2017-03-04,Hurricanes,Rebels,1.03,40.9,12.47,Data,aussportsbetting.com
2017-03-04,Highlanders,Crusaders,1.54,21.71,2.55,Data,aussportsbetting.com
2017-03-04,Brumbies,Sharks,1.56,20.73,2.52,Data,aussportsbetting.com
2017-03-04,Sunwolves,Kings,2.1,22.5,1.77,Data,aussportsbetting.com
2017-03-04,Lions,Waratahs,1.27,23.92,3.91,Data,aussportsbetting.com
2017-03-04,Stormers,Jaguares,1.25,26.0,4.0,Data,aussportsbetting.com
2017-03-04,Cheetahs,Bulls,2.15,22.61,1.73,Data,aussportsbetting.com
2017-03-10,Chiefs,Hurricanes,1.97,19.71,1.88,Data,aussportsbetting.com
2017-03-10,Brumbies,Force,1.38,23.84,3.16,Data,aussportsbetting.com
2017-03-11,Blues,Highlanders,1.66,21.45,2.29,Data,aussportsbetting.com
2017-03-11,Reds,Crusaders,3.45,23.05,1.33,Data,aussportsbetting.com
2017-03-11,Kings,Stormers,9.0,44.47,1.06,Data,aussportsbetting.com
2017-03-11,Cheetahs,Sunwolves,1.01,49.82,16.69,Data,aussportsbetting.com
2017-03-11,Sharks,Waratahs,1.49,21.85,2.7,Data,aussportsbetting.com
2017-03-11,Jaguares,Lions,1.53,21.93,2.58,Data,aussportsbetting.com
2017-03-17,Crusaders,Blues,1.53,22.42,2.57,Data,aussportsbetting.com
2017-03-17,Rebels,Chiefs,8.33,36.09,1.07,Data,aussportsbetting.com
2017-03-18,Sharks,Kings,1.02,44.4,15.97,Data,aussportsbetting.com
2017-03-18,Jaguares,Cheetahs,1.19,26.46,4.78,Data,aussportsbetting.com
2017-03-18,Lions,Reds,1.16,28.92,5.32,Data,aussportsbetting.com
2017-03-18,Hurricanes,Highlanders,1.25,25.31,4.05,Data,aussportsbetting.com
2017-03-18,Bulls,Sunwolves,1.01,46.95,19.29,Data,aussportsbetting.com
2017-03-18,Waratahs,Brumbies,1.56,20.68,2.5,Data,aussportsbetting.com
2017-03-24,Crusaders,Force,1.06,38.09,8.8,Data,aussportsbetting.com
2017-03-24,Rebels,Waratahs,2.76,23.18,1.47,Data,aussportsbetting.com
2017-03-25,Blues,Bulls,1.19,26.71,4.92,Data,aussportsbetting.com
2017-03-25,Brumbies,Highlanders,2.19,21.74,1.71,Data,aussportsbetting.com
2017-03-25,Sunwolves,Stormers,7.49,38.1,1.08,Data,aussportsbetting.com
2017-03-25,Kings,Lions,12.41,47.91,1.02,Data,aussportsbetting.com
2017-03-25,Cheetahs,Sharks,2.08,21.04,1.8,Data,aussportsbetting.com
2017-03-25,Jaguares,Reds,1.12,31.6,6.44,Data,aussportsbetting.com
2017-03-31,Highlanders,Rebels,1.04,42.39,10.36,Data,aussportsbetting.com
2017-04-01,Lions,Sharks,1.23,24.9,4.22,Data,aussportsbetting.com
2017-04-01,Stormers,Cheetahs,1.2,25.94,4.57,Data,aussportsbetting.com
2017-04-01,Chiefs,Bulls,1.06,39.65,9.39,Data,aussportsbetting.com
2017-04-01,Blues,Force,1.07,38.59,8.32,Data,aussportsbetting.com
2017-04-01,Reds,Hurricanes,6.73,34.36,1.11,Data,aussportsbetting.com
2017-04-02,Waratahs,Crusaders,3.77,24.7,1.27,Data,aussportsbetting.com
2017-04-07,Hurricanes,Waratahs,1.07,35.78,8.06,Data,aussportsbetting.com
2017-04-08,Sunwolves,Bulls,5.13,27.82,1.17,Data,aussportsbetting.com
2017-04-08,Highlanders,Blues,1.44,22.34,2.92,Data,aussportsbetting.com
2017-04-08,Brumbies,Reds,1.31,23.3,3.62,Data,aussportsbetting.com
2017-04-08,Sharks,Jaguares,1.37,22.94,3.22,Data,aussportsbetting.com
2017-04-08,Stormers,Chiefs,2.48,22.91,1.56,Data,aussportsbetting.com
2017-04-09,Force,Kings,1.11,34.01,6.75,Data,aussportsbetting.com
2017-04-14,Crusaders,Sunwolves,1.01,56.5,22.75,Data,aussportsbetting.com
2017-04-15,Bulls,Jaguares,1.71,21.64,2.18,Data,aussportsbetting.com
2017-04-15,Stormers,Lions,1.68,21.2,2.23,Data,aussportsbetting.com
2017-04-15,Cheetahs,Chiefs,5.94,33.21,1.13,Data,aussportsbetting.com
2017-04-15,Blues,Hurricanes,2.93,24.52,1.42,Data,aussportsbetting.com
2017-04-15,Reds,Kings,1.13,33.94,5.94,Data,aussportsbetting.com
2017-04-15,Rebels,Brumbies,3.62,24.57,1.29,Data,aussportsbetting.com
2017-04-21,Hurricanes,Brumbies,1.09,34.21,7.18,Data,aussportsbetting.com
2017-04-21,Waratahs,Kings,1.04,48.35,10.25,Data,aussportsbetting.com
2017-04-21,Lions,Jaguares,1.1,34.05,6.66,Data,aussportsbetting.com
2017-04-22,Crusaders,Stormers,1.14,33.33,5.62,Data,aussportsbetting.com
2017-04-22,Force,Chiefs,5.91,34.12,1.13,Data,aussportsbetting.com
2017-04-22,Bulls,Cheetahs,1.36,24.28,3.22,Data,aussportsbetting.com
2017-04-22,Sharks,Rebels,1.1,33.98,7.03,Data,aussportsbetting.com
2017-04-28,Highlanders,Stormers,1.19,28.43,4.86,Data,aussportsbetting.com
2017-04-29,Jaguares,Sharks,1.32,23.64,3.45,Data,aussportsbetting.com
2017-04-29,Cheetahs,Crusaders,5.87,34.48,1.12,Data,aussportsbetting.com
2017-04-29,Kings,Rebels,2.09,21.61,1.77,Data,aussportsbetting.com
2017-04-29,Reds,Waratahs,1.76,20.73,2.11,Data,aussportsbetting.com
2017-04-29,Chiefs,Sunwolves,1.01,59.0,21.71,Data,aussportsbetting.com
2017-04-29,Force,Lions,4.25,25.68,1.23,Data,aussportsbetting.com
2017-04-30,Brumbies,Blues,2.43,21.89,1.58,Data,aussportsbetting.com
2017-05-05,Hurricanes,Stormers,1.03,53.37,11.14,Data,aussportsbetting.com
2017-05-05,Cheetahs,Highlanders,5.58,30.66,1.14,Data,aussportsbetting.com
2017-05-06,Rebels,Lions,5.64,30.82,1.14,Data,aussportsbetting.com
2017-05-06,Chiefs,Reds,1.05,44.33,10.13,Data,aussportsbetting.com
2017-05-06,Waratahs,Blues,2.83,23.1,1.45,Data,aussportsbetting.com
2017-05-06,Sharks,Force,1.13,32.58,5.82,Data,aussportsbetting.com
2017-05-06,Bulls,Crusaders,4.65,29.24,1.19,Data,aussportsbetting.com
2017-05-06,Jaguares,Sunwolves,1.04,47.25,9.82,Data,aussportsbetting.com
2017-05-12,Blues,Cheetahs,1.07,42.42,8.24,Data,aussportsbetting.com
2017-05-12,Brumbies,Lions,2.41,22.09,1.6,Data,aussportsbetting.com
2017-05-13,Jaguares,Force,1.13,32.84,5.88,Data,aussportsbetting.com
2017-05-13,Kings,Sharks,4.85,30.31,1.18,Data,aussportsbetting.com
2017-05-13,Rebels,Reds,2.42,22.56,1.59,Data,aussportsbetting.com
2017-05-13,Crusaders,Hurricanes,1.85,22.07,2.0,Data,aussportsbetting.com
2017-05-13,Bulls,Highlanders,4.92,27.91,1.18,Data,aussportsbetting.com
2017-05-19,Chiefs,Crusaders,2.21,22.56,1.7,Data,aussportsbetting.com
2017-05-19,Stormers,Blues,1.95,22.85,1.89,Data,aussportsbetting.com
2017-05-20,Hurricanes,Cheetahs,1.02,55.33,13.7,Data,aussportsbetting.com
2017-05-20,Force,Highlanders,4.78,27.69,1.19,Data,aussportsbetting.com
2017-05-20,Sunwolves,Sharks,4.59,29.77,1.2,Data,aussportsbetting.com
2017-05-20,Lions,Bulls,1.12,33.2,6.24,Data,aussportsbetting.com
2017-05-20,Kings,Brumbies,2.66,23.0,1.49,Data,aussportsbetting.com
2017-05-21,Waratahs,Rebels,1.15,31.27,5.44,Data,aussportsbetting.com
2017-05-26,Blues,Chiefs,2.67,22.64,1.5,Data,aussportsbetting.com
2017-05-26,Reds,Force,1.33,25.69,3.36,Data,aussportsbetting.com
2017-05-27,Jaguares,Brumbies,1.57,21.87,2.46,Data,aussportsbetting.com
2017-05-27,Sharks,Stormers,1.77,21.57,2.11,Data,aussportsbetting.com
2017-05-27,Rebels,Crusaders,11.25,49.57,1.03,Data,aussportsbetting.com
2017-05-27,Highlanders,Waratahs,1.09,37.1,7.01,Data,aussportsbetting.com
2017-05-27,Sunwolves,Cheetahs,2.12,22.4,1.75,Data,aussportsbetting.com
2017-05-27,Bulls,Hurricanes,7.39,39.0,1.08,Data,aussportsbetting.com
2017-05-28,Lions,Kings,1.03,53.84,11.83,Data,aussportsbetting.com
2017-06-02,Blues,Reds,1.13,32.46,5.83,Data,aussportsbetting.com
2017-06-03,Crusaders,Highlanders,1.36,24.53,3.21,Data,aussportsbetting.com
2017-06-03,Chiefs,Waratahs,1.11,34.65,6.33,Data,aussportsbetting.com
2017-06-03,Brumbies,Rebels,1.11,33.66,6.56,Data,aussportsbetting.com
2017-06-03,Force,Hurricanes,8.82,41.53,1.06,Data,aussportsbetting.com
2017-06-09,Hurricanes,Chiefs,1.33,24.44,3.45,Data,aussportsbetting.com
2017-06-30,Sharks,Bulls,1.22,27.33,4.33,Data,aussportsbetting.com
2017-06-30,Jaguares,Kings,1.21,28.37,4.48,Data,aussportsbetting.com
2017-07-01,Lions,Sunwolves,1.01,47.19,20.74,Data,aussportsbetting.com
2017-07-01,Cheetahs,Stormers,2.93,24.18,1.42,Data,aussportsbetting.com
2017-07-07,Reds,Brumbies,3.21,24.15,1.36,Data,aussportsbetting.com
2017-07-07,Force,Rebels,1.31,25.74,3.48,Data,aussportsbetting.com
2017-07-08,Stormers,Sunwolves,1.01,57.07,19.98,Data,aussportsbetting.com
2017-07-08,Waratahs,Jaguares,1.19,27.84,4.8,Data,aussportsbetting.com
2017-07-08,Bulls,Kings,1.26,27.66,3.94,Data,aussportsbetting.com
2017-07-14,Highlanders,Reds,1.04,48.96,9.91,Data,aussportsbetting.com
2017-07-14,Rebels,Jaguares,2.84,26.2,1.43,Data,aussportsbetting.com
2017-07-15,Kings,Cheetahs,1.54,23.39,2.52,Data,aussportsbetting.com
2017-07-15,Sunwolves,Blues,15.52,49.58,1.02,Data,aussportsbetting.com
2017-07-15,Chiefs,Brumbies,1.06,41.11,8.34,Data,aussportsbetting.com
2017-07-15,Hurricanes,Crusaders,1.66,21.71,2.28,Data,aussportsbetting.com
2017-07-15,Force,Waratahs,1.94,21.09,1.9,Data,aussportsbetting.com
2017-07-15,Bulls,Stormers,2.49,23.41,1.56,Data,aussportsbetting.com
2017-07-15,Sharks,Lions,4.23,27.21,1.23,Data,aussportsbetting.com
2017-07-21,Brumbies,Hurricanes,5.6,29.56,1.15,Data,aussportsbetting.com
2017-07-22,Stormers,Chiefs,2.37,22.76,1.62,Data,aussportsbetting.com
2017-07-22,Crusaders,Highlanders,1.39,21.56,3.1,Data,aussportsbetting.com
2017-07-22,Lions,Sharks,1.11,34.38,6.71,Data,aussportsbetting.com
2017-07-29,Crusaders,Chiefs,1.26,25.1,3.9,Data,aussportsbetting.com
2017-07-29,Lions,Hurricanes,2.43,23.98,1.58,Data,aussportsbetting.com
2017-08-05,Lions,Crusaders,2.03,21.46,1.85,Data,aussportsbetting.com
2018-02-17,Stormers,Jaguares,1.33,25.37,3.4,Data,aussportsbetting.com
2018-02-17,Lions,Sharks,1.31,25.09,3.63,Data,aussportsbetting.com
2018-02-23,Highlanders,Blues,1.35,23.67,3.33,Data,aussportsbetting.com
2018-02-23,Rebels,Reds,1.43,23.91,2.91,Data,aussportsbetting.com
2018-02-24,Lions,Jaguares,1.11,34.29,6.72,Data,aussportsbetting.com
2018-02-24,Bulls,Hurricanes,5.85,31.18,1.14,Data,aussportsbetting.com
2018-02-24,Crusaders,Chiefs,1.31,23.74,3.61,Data,aussportsbetting.com
2018-02-24,Waratahs,Stormers,1.44,23.54,2.91,Data,aussportsbetting.com
2018-02-24,Sunwolves,Brumbies,6.87,33.68,1.11,Data,aussportsbetting.com
2018-03-02,Reds,Brumbies,2.92,23.06,1.44,Data,aussportsbetting.com
2018-03-02,Blues,Chiefs,1.6,21.82,2.44,Data,aussportsbetting.com
2018-03-03,Sunwolves,Rebels,3.09,24.9,1.4,Data,aussportsbetting.com
2018-03-03,Crusaders,Stormers,1.08,40.74,7.76,Data,aussportsbetting.com
2018-03-03,Sharks,Waratahs,1.31,24.05,3.62,Data,aussportsbetting.com
2018-03-03,Bulls,Lions,3.28,24.98,1.36,Data,aussportsbetting.com
2018-03-03,Jaguares,Hurricanes,5.44,31.98,1.16,Data,aussportsbetting.com
2018-03-09,Highlanders,Stormers,1.11,38.22,6.78,Data,aussportsbetting.com
2018-03-09,Rebels,Brumbies,1.62,21.43,2.42,Data,aussportsbetting.com
2018-03-10,Jaguares,Waratahs,2.22,21.8,1.71,Data,aussportsbetting.com
2018-03-10,Lions,Blues,1.24,27.47,4.3,Data,aussportsbetting.com
2018-03-10,Reds,Bulls,1.71,20.76,2.23,Data,aussportsbetting.com
2018-03-10,Hurricanes,Crusaders,1.7,20.76,2.25,Data,aussportsbetting.com
2018-03-10,Sharks,Sunwolves,1.02,53.92,13.14,Data,aussportsbetting.com
2018-03-16,Chiefs,Bulls,1.1,35.84,7.29,Data,aussportsbetting.com
2018-03-17,Highlanders,Crusaders,1.69,20.07,2.26,Data,aussportsbetting.com
2018-03-17,Brumbies,Sharks,2.07,20.0,1.82,Data,aussportsbetting.com
2018-03-17,Stormers,Blues,2.41,21.04,1.62,Data,aussportsbetting.com
2018-03-17,Lions,Sunwolves,1.01,52.25,22.09,Data,aussportsbetting.com
2018-03-17,Jaguares,Reds,1.28,24.35,3.8,Data,aussportsbetting.com
2018-03-18,Waratahs,Rebels,1.72,21.57,2.2,Data,aussportsbetting.com
2018-03-23,Crusaders,Bulls,1.06,44.92,9.38,Data,aussportsbetting.com
2018-03-23,Rebels,Sharks,1.48,23.39,2.76,Data,aussportsbetting.com
2018-03-24,Jaguares,Lions,3.05,26.65,1.4,Data,aussportsbetting.com
2018-03-24,Sunwolves,Chiefs,8.9,57.29,1.06,Data,aussportsbetting.com
2018-03-24,Hurricanes,Highlanders,1.45,22.68,2.92,Data,aussportsbetting.com
2018-03-24,Stormers,Reds,1.2,31.31,4.72,Data,aussportsbetting.com
2018-03-30,Rebels,Hurricanes,4.39,28.41,1.22,Data,aussportsbetting.com
2018-03-30,Chiefs,Highlanders,1.78,21.68,2.1,Data,aussportsbetting.com
2018-03-31,Bulls,Stormers,2.11,22.24,1.78,Data,aussportsbetting.com
2018-03-31,Blues,Sharks,1.18,29.93,4.95,Data,aussportsbetting.com
2018-03-31,Brumbies,Waratahs,2.04,20.23,1.84,Data,aussportsbetting.com
2018-04-01,Lions,Crusaders,3.0,24.67,1.41,Data,aussportsbetting.com
2018-04-06,Hurricanes,Sharks,1.05,48.26,9.77,Data,aussportsbetting.com
2018-04-07,Sunwolves,Waratahs,6.53,35.38,1.12,Data,aussportsbetting.com
2018-04-07,Chiefs,Blues,1.28,25.77,3.85,Data,aussportsbetting.com
2018-04-07,Brumbies,Reds,1.56,21.26,2.53,Data,aussportsbetting.com
2018-04-07,Lions,Stormers,1.38,25.16,3.19,Data,aussportsbetting.com
2018-04-07,Jaguares,Crusaders,5.13,32.59,1.17,Data,aussportsbetting.com
2018-04-13,Hurricanes,Chiefs,1.28,26.72,3.7,Data,aussportsbetting.com
2018-04-14,Waratahs,Reds,1.27,25.85,3.9,Data,aussportsbetting.com
2018-04-14,Sharks,Bulls,1.4,22.84,3.07,Data,aussportsbetting.com
2018-04-14,Rebels,Jaguares,1.22,30.89,4.4,Data,aussportsbetting.com
2018-04-14,Sunwolves,Blues,6.96,44.31,1.09,Data,aussportsbetting.com
2018-04-14,Highlanders,Brumbies,1.09,44.04,7.03,Data,aussportsbetting.com
2018-04-20,Waratahs,Lions,1.81,21.16,2.05,Data,aussportsbetting.com
2018-04-20,Blues,Highlanders,3.27,24.63,1.35,Data,aussportsbetting.com
2018-04-21,Crusaders,Sunwolves,1.01,60.67,26.33,Data,aussportsbetting.com
2018-04-21,Reds,Chiefs,5.17,30.77,1.17,Data,aussportsbetting.com
2018-04-21,Bulls,Rebels,1.18,32.03,4.84,Data,aussportsbetting.com
2018-04-21,Sharks,Stormers,1.65,21.67,2.3,Data,aussportsbetting.com
2018-04-22,Brumbies,Jaguares,1.41,22.9,2.97,Data,aussportsbetting.com
2018-04-28,Bulls,Highlanders,2.47,21.54,1.58,Data,aussportsbetting.com
2018-04-28,Stormers,Rebels,1.19,32.13,4.69,Data,aussportsbetting.com
2018-04-28,Reds,Lions,5.06,32.55,1.17,Data,aussportsbetting.com
2018-04-28,Blues,Jaguares,1.37,23.17,3.23,Data,aussportsbetting.com
2018-04-28,Brumbies,Crusaders,6.55,39.98,1.11,Data,aussportsbetting.com
2018-05-04,Chiefs,Jaguares,1.15,32.01,5.76,Data,aussportsbetting.com
2018-05-04,Rebels,Crusaders,6.19,34.47,1.12,Data,aussportsbetting.com
2018-05-05,Hurricanes,Lions,1.16,31.01,5.47,Data,aussportsbetting.com
2018-05-05,Waratahs,Blues,1.47,22.45,2.8,Data,aussportsbetting.com
2018-05-05,Stormers,Bulls,1.67,21.31,2.26,Data,aussportsbetting.com
2018-05-05,Sharks,Highlanders,2.65,21.76,1.52,Data,aussportsbetting.com
2018-05-11,Blues,Hurricanes,3.72,23.99,1.29,Data,aussportsbetting.com
2018-05-12,Sunwolves,Reds,3.09,22.98,1.4,Data,aussportsbetting.com
2018-05-12,Crusaders,Waratahs,1.06,44.07,8.88,Data,aussportsbetting.com
2018-05-12,Highlanders,Lions,1.34,24.06,3.4,Data,aussportsbetting.com
2018-05-12,Brumbies,Rebels,1.45,21.94,2.86,Data,aussportsbetting.com
2018-05-12,Stormers,Chiefs,1.96,21.63,1.89,Data,aussportsbetting.com
2018-05-12,Bulls,Sharks,1.61,21.29,2.42,Data,aussportsbetting.com
2018-05-18,Hurricanes,Reds,1.02,49.57,15.91,Data,aussportsbetting.com
2018-05-19,Jaguares,Bulls,1.42,22.55,2.97,Data,aussportsbetting.com
2018-05-19,Lions,Brumbies,1.15,32.84,5.57,Data,aussportsbetting.com
2018-05-19,Blues,Crusaders,4.2,27.49,1.24,Data,aussportsbetting.com
2018-05-19,Waratahs,Highlanders,2.79,22.16,1.47,Data,aussportsbetting.com
2018-05-19,Sunwolves,Stormers,3.9,28.53,1.26,Data,aussportsbetting.com
2018-05-19,Sharks,Chiefs,1.32,23.31,3.55,Data,aussportsbetting.com
2018-05-25,Crusaders,Hurricanes,1.82,20.97,2.03,Data,aussportsbetting.com
2018-05-25,Rebels,Sunwolves,1.09,38.57,7.82,Data,aussportsbetting.com
2018-05-25,Jaguares,Sharks,1.48,24.13,2.75,Data,aussportsbetting.com
2018-05-26,Chiefs,Waratahs,1.27,25.43,3.89,Data,aussportsbetting.com
2018-05-26,Reds,Highlanders,3.67,24.95,1.29,Data,aussportsbetting.com
2018-05-26,Bulls,Brumbies,1.26,25.64,3.9,Data,aussportsbetting.com
2018-05-26,Stormers,Lions,2.4,21.69,1.61,Data,aussportsbetting.com
2018-06-01,Highlanders,Hurricanes,2.42,22.72,1.59,Data,aussportsbetting.com
2018-06-02,Reds,Waratahs,2.93,24.16,1.42,Data,aussportsbetting.com
2018-06-02,Chiefs,Crusaders,2.6,22.52,1.53,Data,aussportsbetting.com
2018-06-02,Blues,Rebels,1.36,24.1,3.27,Data,aussportsbetting.com
2018-06-03,Brumbies,Sunwolves,1.01,47.68,15.67,Data,aussportsbetting.com
2018-06-29,Rebels,Waratahs,2.28,20.81,1.68,Data,aussportsbetting.com
2018-06-29,Blues,Reds,1.26,27.96,3.98,Data,aussportsbetting.com
2018-06-30,Brumbies,Hurricanes,3.97,28.19,1.26,Data,aussportsbetting.com
2018-06-30,Jaguares,Stormers,1.36,23.5,3.26,Data,aussportsbetting.com
2018-06-30,Highlanders,Chiefs,1.57,22.7,2.48,Data,aussportsbetting.com
2018-06-30,Sunwolves,Bulls,3.42,25.98,1.33,Data,aussportsbetting.com
2018-06-30,Sharks,Lions,2.24,20.65,1.74,Data,aussportsbetting.com
2018-07-06,Reds,Rebels,2.47,20.49,1.56,Data,aussportsbetting.com
2018-07-06,Crusaders,Highlanders,1.25,23.92,3.93,Data,aussportsbetting.com
2018-07-07,Chiefs,Brumbies,1.14,31.36,5.42,Data,aussportsbetting.com
2018-07-07,Hurricanes,Blues,1.15,30.55,5.19,Data,aussportsbetting.com
2018-07-07,Waratahs,Sunwolves,1.1,34.47,6.59,Data,aussportsbetting.com
2018-07-07,Bulls,Jaguares,1.82,20.73,2.01,Data,aussportsbetting.com
2018-07-07,Stormers,Sharks,1.82,20.22,2.01,Data,aussportsbetting.com
2018-07-13,Chiefs,Hurricanes,2.75,20.31,1.48,Data,aussportsbetting.com
2018-07-13,Reds,Sunwolves,1.25,26.56,4.09,Data,aussportsbetting.com
2018-07-14,Sharks,Jaguares,1.31,21.96,3.55,Data,aussportsbetting.com
2018-07-14,Lions,Bulls,1.13,31.95,6.0,Data,aussportsbetting.com
2018-07-14,Crusaders,Blues,1.1,37.22,7.16,Data,aussportsbetting.com
2018-07-14,Highlanders,Rebels,1.2,30.7,4.56,Data,aussportsbetting.com
2018-07-14,Waratahs,Brumbies,1.38,22.12,3.22,Data,aussportsbetting.com
2018-07-20,Hurricanes,Chiefs,1.52,21.1,2.61,Data,aussportsbetting.com
2018-07-21,Crusaders,Sharks,1.04,47.5,9.83,Data,aussportsbetting.com
2018-07-21,Waratahs,Highlanders,2.29,21.05,1.65,Data,aussportsbetting.com
2018-07-21,Lions,Jaguares,1.25,25.32,3.95,Data,aussportsbetting.com
2018-07-28,Crusaders,Hurricanes,1.29,23.42,3.62,Data,aussportsbetting.com
2018-07-28,Lions,Waratahs,1.23,28.87,4.22,Data,aussportsbetting.com
2018-08-04,Crusaders,Lions,1.1,35.98,7.2,Data,aussportsbetting.com
2019-02-15,Chiefs,Highlanders,1.99,21.19,1.87,Data,aussportsbetting.com
2019-02-15,Brumbies,Rebels,1.5,22.34,2.65,Data,aussportsbetting.com
2019-02-16,Jaguares,Lions,2.08,20.39,1.78,Data,aussportsbetting.com
2019-02-16,Bulls,Stormers,1.6,20.91,2.37,Data,aussportsbetting.com
2019-02-16,Waratahs,Hurricanes,3.0,22.73,1.4,Data,aussportsbetting.com
2019-02-16,Blues,Crusaders,3.22,22.48,1.36,Data,aussportsbetting.com
2019-02-16,Sunwolves,Sharks,3.95,25.88,1.25,Data,aussportsbetting.com
2019-02-22,Highlanders,Reds,1.06,41.96,8.02,Data,aussportsbetting.com
2019-02-23,Sunwolves,Waratahs,8.04,45.63,1.07,Data,aussportsbetting.com
2019-02-23,Crusaders,Hurricanes,1.24,27.2,4.09,Data,aussportsbetting.com
2019-02-23,Brumbies,Chiefs,3.28,23.69,1.35,Data,aussportsbetting.com
2019-02-23,Sharks,Blues,1.84,21.62,1.99,Data,aussportsbetting.com
2019-02-23,Stormers,Lions,2.51,22.51,1.55,Data,aussportsbetting.com
2019-02-23,Jaguares,Bulls,1.96,21.21,1.86,Data,aussportsbetting.com
2019-03-01,Hurricanes,Brumbies,1.19,27.69,4.73,Data,aussportsbetting.com
2019-03-01,Rebels,Highlanders,1.68,22.51,2.23,Data,aussportsbetting.com
2019-03-02,Jaguares,Blues,1.65,21.86,2.3,Data,aussportsbetting.com
2019-03-02,Sharks,Stormers,1.36,22.34,3.22,Data,aussportsbetting.com
2019-03-02,Lions,Bulls,1.35,23.07,3.27,Data,aussportsbetting.com
2019-03-02,Chiefs,Sunwolves,1.02,48.53,12.74,Data,aussportsbetting.com
2019-03-02,Reds,Crusaders,5.35,29.78,1.15,Data,aussportsbetting.com
2019-03-08,Hurricanes,Highlanders,1.26,25.28,3.94,Data,aussportsbetting.com
2019-03-08,Rebels,Brumbies,1.6,21.16,2.38,Data,aussportsbetting.com
2019-03-09,Crusaders,Chiefs,1.17,28.4,4.95,Data,aussportsbetting.com
2019-03-09,Blues,Sunwolves,1.12,33.08,6.02,Data,aussportsbetting.com
2019-03-09,Waratahs,Reds,1.25,25.31,3.9,Data,aussportsbetting.com
2019-03-09,Lions,Jaguares,1.36,23.1,3.22,Data,aussportsbetting.com
2019-03-09,Bulls,Sharks,1.49,21.91,2.69,Data,aussportsbetting.com
2019-03-15,Chiefs,Hurricanes,3.16,22.21,1.37,Data,aussportsbetting.com
2019-03-15,Brumbies,Waratahs,2.04,21.62,1.81,Data,aussportsbetting.com
2019-03-15,Stormers,Jaguares,1.29,23.03,3.64,Data,aussportsbetting.com
2019-03-16,Lions,Rebels,1.33,22.96,3.37,Data,aussportsbetting.com
2019-03-16,Highlanders,Crusaders,3.53,20.25,1.32,Data,aussportsbetting.com
2019-03-16,Sunwolves,Reds,1.56,21.27,2.48,Data,aussportsbetting.com
2019-03-22,Blues,Highlanders,2.29,23.18,1.65,Data,aussportsbetting.com
2019-03-23,Waratahs,Crusaders,4.33,26.12,1.23,Data,aussportsbetting.com
2019-03-23,Hurricanes,Stormers,1.18,27.63,4.98,Data,aussportsbetting.com
2019-03-23,Sunwolves,Lions,3.17,24.17,1.37,Data,aussportsbetting.com
2019-03-24,Bulls,Chiefs,1.36,23.23,3.2,Data,aussportsbetting.com
