Date,Year,Team,ELO
1938-08-10,1938,ACT,1489.7
1947-06-01,1947,ACT,1480.8
1949-05-25,1949,ACT,1461.4
1956-05-15,1956,ACT,1457.4
1957-06-15,1957,ACT,1454.0
1968-06-05,1968,ACT,1451.4
1971-07-21,1971,ACT,1449.1
1973-06-19,1973,ACT,1515.0
1974-05-21,1974,ACT,1504.6
1976-06-08,1976,ACT,1446.6
1978-06-13,1978,ACT,1473.6
1979-05-23,1979,ACT,1449.0
1980-07-08,1980,ACT,1443.0
1981-07-01,1981,ACT,1435.2
1981-08-09,1981,ACT,1455.6
1982-07-06,1982,ACT,1448.5
1983-07-20,1983,ACT,1558.1
1984-07-25,1984,ACT,1552.8
1985-07-31,1985,ACT,1618.4
1986-06-18,1986,ACT,1618.4
1988-07-06,1988,ACT,1617.0
1989-07-04,1989,ACT,1605.4
1990-06-05,1990,ACT,1599.7
1991-07-10,1991,ACT,1576.4
1992-07-01,1992,ACT,1571.5
1993-08-04,1993,ACT,1556.7
1994-05-25,1994,ACT,1623.0
1994-07-27,1994,ACT,1595.9
1995-04-22,1995,ACT,1677.7
1996-06-02,1996,ACT,1742.3
2001-07-03,2001,ACT,1736.9
2014-02-23,2014,ACT A,1469.4
2014-03-02,2014,ACT A,1417.5
2014-03-09,2014,ACT A,1338.0
2014-03-15,2014,ACT A,1351.1
1997-05-24,1997,ACT Brumbies,1541.6
1998-03-01,1998,ACT Brumbies,1482.7
1998-03-06,1998,ACT Brumbies,1522.5
1998-03-14,1998,ACT Brumbies,1462.7
1998-03-21,1998,ACT Brumbies,1523.1
1998-03-28,1998,ACT Brumbies,1465.6
1998-04-03,1998,ACT Brumbies,1415.5
1998-04-11,1998,ACT Brumbies,1384.3
1998-04-24,1998,ACT Brumbies,1359.4
1998-05-02,1998,ACT Brumbies,1349.1
1998-05-08,1998,ACT Brumbies,1324.9
1998-05-16,1998,ACT Brumbies,1388.6
1999-02-26,1999,ACT Brumbies,1363.3
1999-03-05,1999,ACT Brumbies,1344.6
1999-03-12,1999,ACT Brumbies,1340.8
1999-03-19,1999,ACT Brumbies,1427.0
1999-03-27,1999,ACT Brumbies,1472.9
1999-04-02,1999,ACT Brumbies,1449.5
1999-04-10,1999,ACT Brumbies,1410.4
1999-04-17,1999,ACT Brumbies,1476.3
1999-04-25,1999,ACT Brumbies,1522.7
1999-05-01,1999,ACT Brumbies,1516.7
1999-05-14,1999,ACT Brumbies,1570.7
2001-02-23,2001,ACT Brumbies,1657.6
2001-03-03,2001,ACT Brumbies,1643.8
2001-03-10,2001,ACT Brumbies,1663.8
2001-03-17,2001,ACT Brumbies,1667.3
2001-03-24,2001,ACT Brumbies,1698.1
2001-03-30,2001,ACT Brumbies,1741.1
2001-04-06,2001,ACT Brumbies,1656.8
2001-04-13,2001,ACT Brumbies,1687.2
2001-04-20,2001,ACT Brumbies,1639.0
2001-05-05,2001,ACT Brumbies,1686.4
2001-05-11,2001,ACT Brumbies,1733.3
2002-02-23,2002,ACT Brumbies,1766.9
2002-03-02,2002,ACT Brumbies,1791.5
2002-03-08,2002,ACT Brumbies,1810.5
2002-03-16,2002,ACT Brumbies,1813.2
2002-03-23,2002,ACT Brumbies,1853.0
2002-03-31,2002,ACT Brumbies,1835.7
2002-04-14,2002,ACT Brumbies,1760.0
2002-04-20,2002,ACT Brumbies,1714.7
2002-04-26,2002,ACT Brumbies,1653.1
2002-05-04,2002,ACT Brumbies,1696.2
2002-05-10,2002,ACT Brumbies,1724.8
2003-02-22,2003,ACT Brumbies,1753.7
2003-03-01,2003,ACT Brumbies,1685.8
2003-03-07,2003,ACT Brumbies,1644.9
2003-03-14,2003,ACT Brumbies,1669.2
2003-03-22,2003,ACT Brumbies,1676.2
2003-03-28,2003,ACT Brumbies,1639.0
2003-04-06,2003,ACT Brumbies,1663.5
2003-04-18,2003,ACT Brumbies,1691.0
2003-04-25,2003,ACT Brumbies,1638.5
2003-05-03,2003,ACT Brumbies,1699.6
2003-05-09,2003,ACT Brumbies,1658.2
2004-02-21,2004,ACT Brumbies,1730.5
2004-02-27,2004,ACT Brumbies,1734.0
2004-03-06,2004,ACT Brumbies,1738.8
2004-03-13,2004,ACT Brumbies,1662.0
2004-03-20,2004,ACT Brumbies,1711.9
2004-03-28,2004,ACT Brumbies,1754.8
2004-04-03,2004,ACT Brumbies,1706.8
2004-04-09,2004,ACT Brumbies,1731.0
2004-04-24,2004,ACT Brumbies,1675.8
2004-05-01,2004,ACT Brumbies,1696.0
2004-05-08,2004,ACT Brumbies,1725.2
1997-06-13,1997,ACT Presidents XV,1495.7
2013-03-01,2013,ACT XV,1542.3
2013-03-07,2013,ACT XV,1559.0
1989-07-23,1989,ANZAC,1497.8
2024-09-07,2024,ASM Clermont Auvergne,1555.1
2024-09-14,2024,ASM Clermont Auvergne,1500.5
2024-11-23,2024,ASM Clermont Auvergne,1560.3
2024-11-30,2024,ASM Clermont Auvergne,1623.4
2024-12-07,2024,ASM Clermont Auvergne,1650.3
2024-12-14,2024,ASM Clermont Auvergne,1646.6
2024-12-21,2024,ASM Clermont Auvergne,1609.3
2024-12-28,2024,ASM Clermont Auvergne,1571.5
2025-01-04,2025,ASM Clermont Auvergne,1581.0
2025-01-12,2025,ASM Clermont Auvergne,1557.5
2025-01-18,2025,ASM Clermont Auvergne,1593.7
2025-01-25,2025,ASM Clermont Auvergne,1548.1
2025-02-16,2025,ASM Clermont Auvergne,1524.9
2025-02-23,2025,ASM Clermont Auvergne,1515.9
2025-03-02,2025,ASM Clermont Auvergne,1485.4
2025-03-22,2025,ASM Clermont Auvergne,1453.7
2025-03-29,2025,ASM Clermont Auvergne,1486.6
2025-04-04,2025,ASM Clermont Auvergne,1446.9
2025-04-19,2025,ASM Clermont Auvergne,1436.1
2025-04-26,2025,ASM Clermont Auvergne,1500.8
2025-05-17,2025,ASM Clermont Auvergne,1535.0
2025-05-24,2025,ASM Clermont Auvergne,1514.3
2025-05-31,2025,ASM Clermont Auvergne,1557.5
2025-06-07,2025,ASM Clermont Auvergne,1624.9
2025-06-13,2025,ASM Clermont Auvergne,1577.3
2025-09-07,2025,ASM Clermont Auvergne,1554.5
2025-09-13,2025,ASM Clermont Auvergne,1505.5
2025-09-20,2025,ASM Clermont Auvergne,1592.6
2025-09-27,2025,ASM Clermont Auvergne,1566.0
2025-10-04,2025,ASM Clermont Auvergne,1608.5
2025-10-11,2025,ASM Clermont Auvergne,1669.9
2025-10-18,2025,ASM Clermont Auvergne,1611.9
2025-10-25,2025,ASM Clermont Auvergne,1693.7
2025-11-01,2025,ASM Clermont Auvergne,1715.9
2025-11-22,2025,ASM Clermont Auvergne,1625.1
2025-11-29,2025,ASM Clermont Auvergne,1664.3
2025-12-06,2025,ASM Clermont Auvergne,1609.9
2025-12-13,2025,ASM Clermont Auvergne,1529.1
2025-12-20,2025,ASM Clermont Auvergne,1468.2
2025-12-27,2025,ASM Clermont Auvergne,1553.7
2026-01-03,2026,ASM Clermont Auvergne,1572.8
2026-01-10,2026,ASM Clermont Auvergne,1546.1
2026-01-17,2026,ASM Clermont Auvergne,1474.1
2026-01-25,2026,ASM Clermont Auvergne,1520.1
2026-01-31,2026,ASM Clermont Auvergne,1505.3
2026-02-14,2026,ASM Clermont Auvergne,1595.6
2026-02-28,2026,ASM Clermont Auvergne,1613.4
2026-03-21,2026,ASM Clermont Auvergne,1595.0
2026-03-29,2026,ASM Clermont Auvergne,1559.0
2026-04-18,2026,ASM Clermont Auvergne,1595.2
1946-03-02,1946,Aberavon,1491.6
1976-10-06,1976,Aberavon,1461.3
1976-11-01,1976,Aberavon,1506.2
1982-11-09,1982,Aberavon,1471.7
1988-10-26,1988,Aberavon,1500.9
1983-10-08,1983,Abertillery,1478.8
1931-10-14,1931,Abertillery & Cross Keys,1498.4
1935-09-25,1935,Abertillery & Cross Keys,1486.3
1953-12-23,1953,Abertillery/Ebbw Vale,1490.7
1960-11-29,1960,Abertillery/Ebbw Vale,1488.4
1963-11-06,1963,Abertillery/Ebbw Vale,1484.5
1966-11-02,1966,Abertillery/Ebbw Vale,1457.8
2005-05-28,2005,African Barbarians,1443.6
2005-06-05,2005,African Barbarians,1397.5
2006-10-28,2006,Agen,1557.4
2006-12-09,2006,Agen,1534.4
2006-12-16,2006,Agen,1501.9
2007-01-12,2007,Agen,1554.9
2007-01-19,2007,Agen,1606.8
2018-01-06,2018,Agen,1631.6
2018-01-27,2018,Agen,1535.1
2018-02-17,2018,Agen,1466.8
2018-02-24,2018,Agen,1491.8
2018-03-03,2018,Agen,1519.5
2018-03-10,2018,Agen,1503.5
2018-03-17,2018,Agen,1465.1
2018-03-24,2018,Agen,1438.2
2018-04-07,2018,Agen,1503.4
2018-04-14,2018,Agen,1585.1
2018-04-28,2018,Agen,1624.1
2018-05-05,2018,Agen,1599.8
2018-08-26,2018,Agen,1560.8
2018-09-02,2018,Agen,1606.4
2018-09-09,2018,Agen,1583.9
2018-09-16,2018,Agen,1543.6
2018-09-23,2018,Agen,1515.2
2018-09-30,2018,Agen,1489.4
2018-10-07,2018,Agen,1459.1
2018-10-29,2018,Agen,1437.7
2018-11-04,2018,Agen,1467.7
2018-11-18,2018,Agen,1450.5
2018-11-25,2018,Agen,1499.9
2018-12-03,2018,Agen,1479.8
2018-12-23,2018,Agen,1506.6
2018-12-30,2018,Agen,1485.2
2019-01-02,2019,Agen,1438.4
2019-01-04,2019,Agen,1421.4
2019-01-05,2019,Agen,1399.4
2019-01-06,2019,Agen,1367.3
2019-01-25,2019,Agen,1344.7
2019-01-26,2019,Agen,1329.2
2019-01-28,2019,Agen,1318.0
2019-02-09,2019,Agen,1413.4
2019-02-16,2019,Agen,1455.6
2019-02-16,2019,Agen,1375.4
2019-02-18,2019,Agen,1445.6
2019-02-23,2019,Agen,1541.3
2019-02-23,2019,Agen,1515.6
2019-02-24,2019,Agen,1603.5
2019-03-02,2019,Agen,1560.9
2019-03-02,2019,Agen,1512.7
2019-03-03,2019,Agen,1571.2
2019-03-09,2019,Agen,1506.6
2019-03-10,2019,Agen,1489.1
2019-03-16,2019,Agen,1552.0
2019-03-23,2019,Agen,1508.2
2019-03-23,2019,Agen,1530.5
2019-03-24,2019,Agen,1452.2
2019-03-30,2019,Agen,1436.6
2019-03-31,2019,Agen,1424.8
2019-04-06,2019,Agen,1415.8
2019-04-13,2019,Agen,1365.8
2019-04-13,2019,Agen,1352.6
2019-04-14,2019,Agen,1434.4
2019-04-20,2019,Agen,1482.8
2019-04-21,2019,Agen,1445.5
2019-04-27,2019,Agen,1489.1
2019-05-04,2019,Agen,1508.2
2019-05-04,2019,Agen,1533.1
2019-05-05,2019,Agen,1485.4
2019-05-12,2019,Agen,1511.7
2019-05-18,2019,Agen,1497.2
2019-05-25,2019,Agen,1451.5
2019-08-18,2019,Agen,1439.3
2019-08-22,2019,Agen,1388.2
2019-08-25,2019,Agen,1366.9
2019-08-25,2019,Agen,1354.6
2019-08-26,2019,Agen,1378.7
2019-08-29,2019,Agen,1365.6
2019-09-01,2019,Agen,1347.7
2019-09-02,2019,Agen,1369.7
2019-09-03,2019,Agen,1369.7
2019-09-05,2019,Agen,1454.5
2019-09-08,2019,Agen,1404.5
2019-09-08,2019,Agen,1422.5
2019-09-09,2019,Agen,1453.8
2019-09-13,2019,Agen,1430.3
2019-09-15,2019,Agen,1503.2
2019-09-15,2019,Agen,1471.6
2019-09-16,2019,Agen,1483.4
2019-09-22,2019,Agen,1468.0
2019-09-22,2019,Agen,1499.8
2019-09-23,2019,Agen,1490.3
2019-09-29,2019,Agen,1496.8
2019-09-29,2019,Agen,1457.9
2019-09-30,2019,Agen,1550.1
2019-10-06,2019,Agen,1482.0
2019-10-06,2019,Agen,1490.9
2019-10-14,2019,Agen,1463.1
2019-10-16,2019,Agen,1431.7
2019-10-22,2019,Agen,1529.0
2019-10-25,2019,Agen,1489.0
2019-10-27,2019,Agen,1448.9
2019-10-27,2019,Agen,1489.0
2019-10-29,2019,Agen,1512.7
2019-10-31,2019,Agen,1552.5
2019-11-01,2019,Agen,1525.2
2019-11-03,2019,Agen,1510.9
2019-11-07,2019,Agen,1485.3
2019-11-10,2019,Agen,1467.2
2019-11-24,2019,Agen,1436.1
2019-11-26,2019,Agen,1502.0
2019-11-28,2019,Agen,1481.9
2019-11-30,2019,Agen,1397.4
2019-12-01,2019,Agen,1449.4
2019-12-04,2019,Agen,1513.2
2019-12-05,2019,Agen,1492.1
2019-12-13,2019,Agen,1476.4
2019-12-22,2019,Agen,1431.6
2019-12-22,2019,Agen,1462.8
2019-12-23,2019,Agen,1419.4
2019-12-27,2019,Agen,1379.8
2019-12-29,2019,Agen,1352.4
2019-12-30,2019,Agen,1342.2
2019-12-31,2019,Agen,1392.0
2025-02-07,2025,Agen,1359.5
2025-02-14,2025,Agen,1440.6
2025-02-21,2025,Agen,1415.6
2025-02-28,2025,Agen,1446.1
2025-03-07,2025,Agen,1423.4
2025-03-28,2025,Agen,1476.7
2025-04-04,2025,Agen,1510.0
2025-04-11,2025,Agen,1483.2
2025-04-17,2025,Agen,1447.0
2025-04-25,2025,Agen,1399.9
2025-05-09,2025,Agen,1386.1
2025-05-16,2025,Agen,1445.2
2025-08-29,2025,Agen,1370.3
2025-09-05,2025,Agen,1422.3
2025-09-11,2025,Agen,1505.1
2025-09-19,2025,Agen,1536.6
2025-09-25,2025,Agen,1565.9
2025-10-03,2025,Agen,1528.6
2025-10-17,2025,Agen,1599.0
2025-10-23,2025,Agen,1534.0
2025-10-31,2025,Agen,1557.7
2025-11-07,2025,Agen,1487.0
2025-11-14,2025,Agen,1450.8
2025-11-28,2025,Agen,1429.8
2025-12-05,2025,Agen,1469.4
2025-12-11,2025,Agen,1449.6
2025-12-19,2025,Agen,1495.2
2026-01-09,2026,Agen,1460.4
2026-01-16,2026,Agen,1418.5
2026-01-22,2026,Agen,1392.0
2026-01-30,2026,Agen,1443.2
2026-02-13,2026,Agen,1413.9
2026-02-20,2026,Agen,1473.7
2026-02-27,2026,Agen,1506.6
2026-03-06,2026,Agen,1534.8
2026-03-27,2026,Agen,1460.0
2026-04-03,2026,Agen,1437.2
2026-04-10,2026,Agen,1495.1
2026-04-16,2026,Agen,1522.2
2010-09-04,2010,Aironi,1469.8
2010-09-11,2010,Aironi,1426.7
2010-09-17,2010,Aironi,1361.8
2010-09-25,2010,Aironi,1349.3
2010-10-02,2010,Aironi,1335.4
2010-10-08,2010,Aironi,1319.5
2010-10-16,2010,Aironi,1292.2
2010-10-23,2010,Aironi,1242.3
2010-10-29,2010,Aironi,1224.6
2010-11-05,2010,Aironi,1209.9
2010-11-27,2010,Aironi,1193.0
2010-12-11,2010,Aironi,1219.0
2010-12-17,2010,Aironi,1214.2
2010-12-24,2010,Aironi,1190.0
2010-12-31,2010,Aironi,1176.8
2011-01-07,2011,Aironi,1170.7
2011-01-15,2011,Aironi,1157.7
2011-01-22,2011,Aironi,1143.2
2011-02-10,2011,Aironi,1142.3
2011-02-20,2011,Aironi,1125.4
2011-02-27,2011,Aironi,1120.4
2011-03-04,2011,Aironi,1118.1
2011-03-11,2011,Aironi,1111.2
2011-03-26,2011,Aironi,1194.6
2011-04-02,2011,Aironi,1184.3
2011-04-15,2011,Aironi,1164.0
2011-04-23,2011,Aironi,1160.6
2011-05-06,2011,Aironi,1155.3
2011-09-04,2011,Aironi,1148.2
2011-09-10,2011,Aironi,1143.9
2011-09-17,2011,Aironi,1136.5
2011-09-24,2011,Aironi,1190.4
2011-10-01,2011,Aironi,1187.1
2011-10-08,2011,Aironi,1163.1
2011-10-28,2011,Aironi,1161.0
2011-11-05,2011,Aironi,1146.0
2011-11-12,2011,Aironi,1138.4
2011-11-18,2011,Aironi,1134.3
2011-11-24,2011,Aironi,1127.6
2011-12-02,2011,Aironi,1113.9
2011-12-09,2011,Aironi,1108.0
2011-12-17,2011,Aironi,1094.9
2011-12-23,2011,Aironi,1186.5
2011-12-31,2011,Aironi,1163.4
2012-01-07,2012,Aironi,1225.0
2012-01-14,2012,Aironi,1210.9
2012-01-21,2012,Aironi,1205.8
2012-02-17,2012,Aironi,1200.1
2012-02-26,2012,Aironi,1192.2
2012-03-02,2012,Aironi,1189.7
2012-03-11,2012,Aironi,1251.8
2012-03-23,2012,Aironi,1244.0
2012-03-30,2012,Aironi,1238.1
2012-04-15,2012,Aironi,1229.7
2012-04-21,2012,Aironi,1219.4
2012-05-05,2012,Aironi,1211.9
2024-01-14,2024,Albania,1394.2
2024-03-24,2024,Albania,1275.0
2025-03-15,2025,Albania,1340.4
2025-11-22,2025,Albania,1353.3
1967-09-23,1967,Alberta,1563.4
1973-05-30,1973,Alberta,1547.2
1977-05-31,1977,Alberta,1514.8
1983-06-18,1983,Alberta,1489.8
1989-06-06,1989,Alberta,1448.1
1991-05-11,1991,Alberta,1440.7
2010-10-26,2010,Algeria,1561.9
2010-10-29,2010,Algeria,1649.9
2012-06-06,2012,Algeria,1580.9
2016-12-17,2016,Algeria,1567.2
2016-12-24,2016,Algeria,1548.4
2017-11-04,2017,Algeria,1577.1
2017-12-20,2017,Algeria,1634.1
2017-12-23,2017,Algeria,1599.5
2018-07-08,2018,Algeria,1610.2
2018-07-14,2018,Algeria,1629.9
2018-10-20,2018,Algeria,1679.2
2021-07-14,2021,Algeria,1643.8
2021-07-18,2021,Algeria,1671.6
2022-07-02,2022,Algeria,1708.2
2022-07-06,2022,Algeria,1678.8
2022-07-10,2022,Algeria,1730.7
2024-02-03,2024,Algeria,1743.4
2024-07-20,2024,Algeria,1766.5
2024-07-24,2024,Algeria,1789.8
2024-07-28,2024,Algeria,1696.0
2025-07-08,2025,Algeria,1720.1
2025-07-13,2025,Algeria,1642.8
2025-07-19,2025,Algeria,1674.2
2023-07-08,2023,All Blacks XV,1602.8
2023-07-15,2023,All Blacks XV,1705.6
2024-11-02,2024,All Blacks XV,1787.6
2024-11-10,2024,All Blacks XV,1886.8
2025-11-01,2025,All Blacks XV,1978.2
2025-11-08,2025,All Blacks XV,2050.3
2025-11-16,2025,All Blacks XV,2097.2
1989-10-28,1989,Alps,1539.8
2015-08-22,2015,American Samoa,1535.6
2015-08-26,2015,American Samoa,1496.3
2015-08-30,2015,American Samoa,1400.9
2025-10-04,2025,Ampthill,1575.0
2025-10-11,2025,Ampthill,1594.8
2025-10-18,2025,Ampthill,1498.4
2025-10-25,2025,Ampthill,1390.2
2025-11-01,2025,Ampthill,1366.3
2025-11-08,2025,Ampthill,1340.4
2025-11-15,2025,Ampthill,1310.3
2025-11-29,2025,Ampthill,1276.5
2025-12-06,2025,Ampthill,1334.0
2025-12-13,2025,Ampthill,1403.0
2025-12-20,2025,Ampthill,1418.8
2025-12-27,2025,Ampthill,1387.1
2026-01-03,2026,Ampthill,1446.0
2026-01-24,2026,Ampthill,1400.9
2026-01-31,2026,Ampthill,1343.4
2026-02-06,2026,Ampthill,1331.0
2026-02-21,2026,Ampthill,1327.3
2026-02-28,2026,Ampthill,1313.5
2026-03-20,2026,Ampthill,1378.8
2026-03-28,2026,Ampthill,1427.7
2026-04-04,2026,Ampthill,1511.8
2026-04-11,2026,Ampthill,1550.7
1991-03-23,1991,Andorra,1439.2
1992-03-28,1992,Andorra,1358.9
1992-10-27,1992,Andorra,1381.2
1992-10-31,1992,Andorra,1296.4
1993-05-15,1993,Andorra,1333.9
1994-04-12,1994,Andorra,1304.6
1996-10-19,1996,Andorra,1385.3
1996-11-02,1996,Andorra,1396.4
1997-03-15,1997,Andorra,1448.9
1997-06-14,1997,Andorra,1517.4
1997-09-13,1997,Andorra,1430.9
1997-10-04,1997,Andorra,1346.5
1997-11-08,1997,Andorra,1316.1
1998-05-30,1998,Andorra,1300.4
2000-10-14,2000,Andorra,1327.8
2000-10-29,2000,Andorra,1268.9
2001-05-05,2001,Andorra,1234.2
2001-05-12,2001,Andorra,1274.6
2001-05-26,2001,Andorra,1322.3
2001-10-13,2001,Andorra,1385.0
2001-11-11,2001,Andorra,1362.1
2002-05-04,2002,Andorra,1298.2
2004-09-04,2004,Andorra,1312.3
2004-09-18,2004,Andorra,1328.8
2004-10-23,2004,Andorra,1394.9
2004-11-20,2004,Andorra,1370.1
2005-02-12,2005,Andorra,1281.6
2005-04-30,2005,Andorra,1344.5
2005-05-28,2005,Andorra,1370.6
2005-06-04,2005,Andorra,1331.7
2005-10-29,2005,Andorra,1324.3
2005-11-26,2005,Andorra,1279.6
2006-03-11,2006,Andorra,1258.9
2006-05-06,2006,Andorra,1236.9
2006-10-07,2006,Andorra,1210.0
2006-11-04,2006,Andorra,1180.7
2007-04-07,2007,Andorra,1253.5
2007-05-12,2007,Andorra,1228.7
2007-10-06,2007,Andorra,1206.9
2007-11-24,2007,Andorra,1191.9
2008-04-19,2008,Andorra,1181.1
2008-05-17,2008,Andorra,1196.9
2008-11-08,2008,Andorra,1171.6
2008-12-06,2008,Andorra,1129.0
2009-03-14,2009,Andorra,1105.8
2009-03-21,2009,Andorra,1223.1
2009-10-10,2009,Andorra,1215.8
2009-11-29,2009,Andorra,1275.0
2010-04-03,2010,Andorra,1244.0
2010-05-08,2010,Andorra,1292.7
2010-10-09,2010,Andorra,1344.0
2010-11-13,2010,Andorra,1321.0
2011-02-19,2011,Andorra,1351.9
2011-03-19,2011,Andorra,1300.0
2011-11-12,2011,Andorra,1337.0
2011-11-26,2011,Andorra,1323.7
2012-04-07,2012,Andorra,1381.9
2012-04-14,2012,Andorra,1400.8
2012-05-26,2012,Andorra,1311.8
2012-10-13,2012,Andorra,1311.8
2012-10-27,2012,Andorra,1271.6
2012-11-03,2012,Andorra,1308.4
2013-03-30,2013,Andorra,1229.4
2013-10-26,2013,Andorra,1265.3
2013-11-23,2013,Andorra,1306.0
2014-03-29,2014,Andorra,1327.3
2014-04-12,2014,Andorra,1315.5
2014-10-18,2014,Andorra,1254.6
2014-11-01,2014,Andorra,1249.3
2015-04-04,2015,Andorra,1278.0
2015-05-02,2015,Andorra,1345.2
2015-10-31,2015,Andorra,1326.4
2015-11-28,2015,Andorra,1379.1
2016-03-26,2016,Andorra,1315.4
2016-05-14,2016,Andorra,1359.8
2016-10-22,2016,Andorra,1265.9
2016-10-29,2016,Andorra,1224.7
2017-02-11,2017,Andorra,1237.5
2017-04-08,2017,Andorra,1194.7
2017-10-21,2017,Andorra,1165.4
2018-03-17,2018,Andorra,1151.3
2018-03-24,2018,Andorra,1143.8
2018-05-05,2018,Andorra,1143.8
2018-10-20,2018,Andorra,1110.6
2018-11-03,2018,Andorra,1152.7
2019-05-11,2019,Andorra,1116.3
2019-05-18,2019,Andorra,1216.4
2019-10-12,2019,Andorra,1148.9
2019-11-09,2019,Andorra,1195.1
2021-10-09,2021,Andorra,1246.8
2021-10-30,2021,Andorra,1223.3
2022-04-02,2022,Andorra,1201.8
2022-04-16,2022,Andorra,1176.1
2022-10-01,2022,Andorra,1153.6
2023-04-22,2023,Andorra,1118.4
2023-04-29,2023,Andorra,1139.4
2023-09-30,2023,Andorra,1111.4
2024-05-04,2024,Andorra,1147.3
2024-11-30,2024,Andorra,1140.1
2025-02-01,2025,Andorra,1179.6
2025-04-05,2025,Andorra,1251.4
2025-11-08,2025,Andorra,1305.6
2026-04-04,2026,Andorra,1282.8
1979-11-14,1979,Anglo-Scots,1497.3
1982-09-21,1982,Anglo-Scots,1523.3
1987-09-19,1987,Anglo-Scots,1577.7
2026-03-28,2026,Anthem Rugby Carolina,1564.0
2026-04-04,2026,Anthem Rugby Carolina,1489.3
2026-04-12,2026,Anthem Rugby Carolina,1532.8
2012-11-06,2012,Apia,1519.0
1992-10-07,1992,Aquitaine XV,1495.0
1993-10-16,1993,Aquitaine XV,1491.5
1993-07-04,1993,Arabian Gulf,1469.3
1993-07-07,1993,Arabian Gulf,1416.1
1993-07-10,1993,Arabian Gulf,1402.8
1997-04-18,1997,Arabian Gulf,1481.8
1997-04-25,1997,Arabian Gulf,1550.2
1997-06-13,1997,Arabian Gulf,1555.3
1997-09-06,1997,Arabian Gulf,1476.7
2001-04-27,2001,Arabian Gulf,1537.7
2001-04-27,2001,Arabian Gulf,1550.8
2002-04-05,2002,Arabian Gulf,1558.3
2002-04-20,2002,Arabian Gulf,1500.3
2002-11-16,2002,Arabian Gulf,1502.6
2002-11-20,2002,Arabian Gulf,1527.9
2002-11-23,2002,Arabian Gulf,1466.7
2004-10-28,2004,Arabian Gulf,1355.5
2004-10-31,2004,Arabian Gulf,1307.8
2005-05-20,2005,Arabian Gulf,1337.4
2005-11-11,2005,Arabian Gulf,1358.1
2006-04-16,2006,Arabian Gulf,1316.9
2006-05-05,2006,Arabian Gulf,1262.6
2007-04-27,2007,Arabian Gulf,1350.2
2007-05-11,2007,Arabian Gulf,1287.1
2008-04-26,2008,Arabian Gulf,1244.1
2008-05-03,2008,Arabian Gulf,1225.8
2008-05-09,2008,Arabian Gulf,1159.5
2008-05-24,2008,Arabian Gulf,1138.7
2009-04-08,2009,Arabian Gulf,1208.1
2009-04-11,2009,Arabian Gulf,1284.6
2010-04-24,2010,Arabian Gulf,1264.2
2010-04-30,2010,Arabian Gulf,1305.1
2010-05-08,2010,Arabian Gulf,1296.9
2010-05-14,2010,Arabian Gulf,1317.5
1910-06-12,1910,Argentina,1429.0
1932-07-16,1932,Argentina,1352.9
1932-07-23,1932,Argentina,1311.5
1936-07-19,1936,Argentina,1287.8
1936-08-16,1936,Argentina,1269.8
1936-09-20,1936,Argentina,1366.4
1936-09-27,1936,Argentina,1426.4
1951-09-16,1951,Argentina,1464.2
1958-09-15,1958,Argentina,1547.4
1958-10-11,1958,Argentina,1597.7
1958-10-18,1958,Argentina,1649.8
1959-09-12,1959,Argentina,1594.5
1959-09-30,1959,Argentina,1543.3
1960-07-23,1960,Argentina,1501.3
1960-08-06,1960,Argentina,1482.5
1960-08-17,1960,Argentina,1460.6
1961-10-07,1961,Argentina,1494.8
1961-10-12,1961,Argentina,1521.0
1961-10-14,1961,Argentina,1552.4
1964-08-15,1964,Argentina,1572.3
1964-08-19,1964,Argentina,1584.2
1964-08-22,1964,Argentina,1613.5
1965-05-08,1965,Argentina,1561.0
1965-05-12,1965,Argentina,1511.8
1965-05-15,1965,Argentina,1580.0
1965-05-19,1965,Argentina,1652.2
1965-05-22,1965,Argentina,1693.5
1965-05-26,1965,Argentina,1726.4
1965-05-29,1965,Argentina,1739.5
1965-06-01,1965,Argentina,1739.5
1965-06-03,1965,Argentina,1774.0
1965-06-05,1965,Argentina,1731.0
1965-06-09,1965,Argentina,1763.8
1965-06-12,1965,Argentina,1786.0
1965-06-16,1965,Argentina,1800.1
1965-06-19,1965,Argentina,1838.6
1965-06-23,1965,Argentina,1855.8
1965-06-26,1965,Argentina,1754.2
1965-09-11,1965,Argentina,1754.2
1965-09-18,1965,Argentina,1686.6
1965-09-26,1965,Argentina,1712.5
1966-09-24,1966,Argentina,1652.7
1966-10-01,1966,Argentina,1607.9
1967-09-27,1967,Argentina,1621.9
1967-09-30,1967,Argentina,1635.9
1968-09-14,1968,Argentina,1670.8
1968-09-28,1968,Argentina,1670.8
1969-09-13,1969,Argentina,1711.9
1969-09-27,1969,Argentina,1675.7
1969-10-04,1969,Argentina,1696.1
1969-10-11,1969,Argentina,1725.3
1970-09-13,1970,Argentina,1763.5
1970-09-20,1970,Argentina,1787.0
1971-06-26,1971,Argentina,1813.8
1971-06-30,1971,Argentina,1838.4
1971-07-03,1971,Argentina,1778.3
1971-07-07,1971,Argentina,1791.4
1971-07-10,1971,Argentina,1803.6
1971-07-14,1971,Argentina,1821.2
1971-07-17,1971,Argentina,1760.7
1971-07-21,1971,Argentina,1773.4
1971-07-28,1971,Argentina,1814.0
1971-07-28,1971,Argentina,1768.1
1971-07-31,1971,Argentina,1794.7
1971-08-03,1971,Argentina,1794.7
