,Year,Home_Team,Home_Score,Away_Score,Away_Team,Date,Home_Rating,Away_Rating,Margin,Home_Away_Draw,Prob_Home,Prob_Away,Home_Rating_Updated,Away_Rating_Updated
1465,1973,Australia,11,16,Tonga,30 Jun 1973,1518.322136,1433.677864,-5,0.0,0.715,0.285,1466.747594,1484.252406
1466,1973,Fiji,24,12,Tonga,11 Jul 1973,1846.993784,1484.252406,12,1.0,0.925,0.075,1853.668651,1476.331349
1467,1973,Argentina,15,9,Romania,8 Sep 1973,1823.57065,1726.864014,6,1.0,0.729,0.271,1844.080716,1704.919284
1468,1973,New Zealand,10,16,England,15 Sep 1973,1825.370986,1522.577689,-6,0.0,0.898,0.102,1755.12288,1591.87712
1469,1973,Argentina,24,3,Romania,15 Sep 1973,1844.080716,1704.919284,21,1.0,0.775,0.225,1871.793529,1676.206471
1470,1973,Belgium,38,0,Denmark,4 Oct 1973,1039.486037,976.421337,38,1.0,0.689,0.311,1084.600063,930.399937
1471,1973,Netherlands,62,0,Denmark,6 Oct 1973,1216.491358,930.399937,62,1.0,0.889,0.111,1234.429666,911.570334
1472,1973,Brazil,22,3,Paraguay,13 Oct 1973,1274.89859,1251.10141,19,1.0,0.637,0.363,1317.44367,1207.55633
1473,1973,Argentina,98,3,Paraguay,14 Oct 1973,1871.793529,1207.55633,95,1.0,0.986,0.014,1873.55635,1204.44365
1474,1973,Chile,10,13,Uruguay,14 Oct 1973,1540.518199,1371.42935,-3,0.0,0.803,0.197,1495.489519,1415.510481
1475,1973,Argentina,55,0,Uruguay,16 Oct 1973,1873.55635,1415.510481,55,1.0,0.956,0.044,1880.15225,1407.84775
1476,1973,Brazil,3,22,Chile,16 Oct 1973,1317.44367,1495.489519,-19,0.0,0.356,0.644,1274.339243,1537.660757
1477,1973,Brazil,6,16,Uruguay,18 Oct 1973,1274.339243,1407.84775,-10,0.0,0.417,0.583,1233.971503,1447.028497
1478,1973,Chile,27,3,Paraguay,18 Oct 1973,1537.660757,1204.44365,24,1.0,0.913,0.087,1548.219905,1192.780095
1479,1973,Belgium,9,20,West Germany,20 Oct 1973,1084.600063,1403.131086,-11,0.0,0.197,0.803,1064.404511,1422.595489
1480,1973,Netherlands,21,0,Sweden,20 Oct 1973,1234.429666,1216.240426,21,1.0,0.631,0.369,1279.651709,1170.348291
1481,1973,Brazil,0,96,Argentina,20 Oct 1973,1233.971503,1880.15225,-96,0.0,0.036,0.964,1226.442113,1886.557887
1482,1973,Paraguay,9,31,Uruguay,20 Oct 1973,1192.780095,1447.028497,-22,0.0,0.262,0.738,1159.146584,1479.853416
1483,1973,Czechia,32,3,Serbia & Mon,21 Oct 1973,1596.047937,1201.0,29,1.0,0.937,0.063,1604.519658,1192.480342
1484,1973,Argentina,60,3,Chile,21 Oct 1973,1886.557887,1548.219905,57,1.0,0.915,0.085,1899.785831,1534.214169
1485,1973,Belgium,18,6,Sweden,24 Oct 1973,1064.404511,1170.348291,12,1.0,0.456,0.544,1119.8663,1114.1337
1486,1973,Denmark,12,7,Sweden,27 Oct 1973,911.570334,1114.1337,5,1.0,0.324,0.676,959.478567,1065.521433
1487,1973,France,30,18,Japan,27 Oct 1973,1699.59705,1713.027535,12,1.0,0.587,0.413,1741.380386,1670.619614
1488,1973,West Germany,9,33,Romania,27 Oct 1973,1422.595489,1676.206471,-24,0.0,0.263,0.737,1388.129454,1709.870546
1489,1973,Italy,3,3,Czechia,4 Nov 1973,1527.238354,1604.519658,0,0.5,0.497,0.503,1527.0,1604.0
1490,1973,Wales,24,0,Australia,10 Nov 1973,1750.683714,1466.747594,24,1.0,0.888,0.112,1764.465519,1451.534481
1491,1973,France,7,6,Romania,11 Nov 1973,1741.380386,1709.870546,1,1.0,0.649,0.351,1750.722289,1699.277711
1492,1973,Serbia & Mon,7,25,Italy,11 Nov 1973,1192.480342,1527.0,-18,0.0,0.183,0.817,1170.44978,1548.55022
1493,1973,England,20,3,Australia,17 Nov 1973,1591.87712,1451.534481,17,1.0,0.775,0.225,1616.989171,1425.010829
1494,1974,Bulgaria,12,0,East Germany,1974,1344.925095,1274.952063,12,1.0,0.697,0.303,1375.046212,1242.953788
1495,1974,Poland,50,3,East Germany,1974,1480.508642,1242.953788,47,1.0,0.858,0.142,1501.924821,1220.075179
1496,1974,France,9,6,Ireland,19 Jan 1974,1750.722289,1676.40295,3,1.0,0.702,0.298,1766.511468,1659.488532
1497,1974,Wales,6,0,Scotland,19 Jan 1974,1764.465519,1533.422311,6,1.0,0.853,0.147,1775.407571,1521.592429
1498,1974,Scotland,16,14,England,2 Feb 1974,1521.592429,1616.989171,2,1.0,0.471,0.529,1544.236282,1592.763718
1499,1974,Ireland,9,9,Wales,2 Feb 1974,1659.488532,1775.407571,0,0.5,0.441,0.559,1659.0,1775.0
1500,1974,Portugal,3,11,Italy,10 Feb 1974,1384.400172,1548.55022,-8,0.0,0.375,0.625,1351.068762,1580.931238
1501,1974,England,21,26,Ireland,16 Feb 1974,1592.763718,1659.0,-5,0.0,0.512,0.488,1555.340204,1695.659796
1502,1974,Wales,16,16,France,16 Feb 1974,1775.0,1766.511468,0,0.5,0.619,0.381,1775.0,1766.0
1503,1974,France,12,12,England,2 Mar 1974,1766.0,1555.340204,0,0.5,0.838,0.162,1766.0,1555.0
1504,1974,Ireland,9,6,Scotland,2 Mar 1974,1695.659796,1544.236282,3,1.0,0.786,0.214,1706.863784,1532.136216
1505,1974,Morocco,9,22,Romania,3 Mar 1974,1425.135986,1699.277711,-13,0.0,0.241,0.759,1399.521259,1724.478741
1506,1974,Romania,20,6,Poland,14 Mar 1974,1724.478741,1501.924821,14,1.0,0.848,0.152,1740.509695,1484.490305
1507,1974,England,16,12,Wales,16 Mar 1974,1555.0,1775.0,4,1.0,0.303,0.697,1599.9014,1730.0986
1508,1974,Scotland,19,6,France,16 Mar 1974,1532.136216,1766.0,13,1.0,0.286,0.714,1607.39448,1690.60552
1509,1974,Spain,22,0,Morocco,31 Mar 1974,1620.772544,1399.521259,22,1.0,0.846,0.154,1639.302915,1379.697085
1510,1974,West Germany,20,10,Portugal,7 Apr 1974,1388.129454,1351.068762,10,1.0,0.656,0.344,1421.00758,1317.99242
1511,1974,Morocco,0,8,Poland,28 Apr 1974,1379.697085,1484.490305,-8,0.0,0.457,0.543,1338.839006,1524.160994
1512,1974,Serbia & Mon,8,20,West Germany,1 May 1974,1170.44978,1421.00758,-12,0.0,0.266,0.734,1142.665552,1448.334448
1513,1974,Italy,16,10,West Germany,5 May 1974,1580.931238,1448.334448,6,1.0,0.767,0.233,1598.129542,1429.870458
1514,1974,Poland,0,4,Spain,12 May 1974,1524.160994,1639.302915,-4,0.0,0.443,0.557,1495.499337,1667.500663
1515,1974,Romania,20,9,Spain,19 May 1974,1740.509695,1667.500663,11,1.0,0.701,0.299,1769.716301,1637.283699
1516,1974,Australia,6,11,New Zealand,25 May 1974,1425.010829,1755.12288,-5,0.0,0.187,0.813,1411.575022,1768.424978
1517,1974,West Germany,6,6,Czechia,26 May 1974,1429.870458,1604.0,0,0.5,0.36,0.64,1429.0,1604.0
1518,1974,Australia,16,16,New Zealand,1 Jun 1974,1411.575022,1768.424978,0,0.5,0.165,0.835,1411.0,1768.0
1519,1974,Australia,6,16,New Zealand,8 Jun 1974,1411.0,1768.0,-10,0.0,0.165,0.835,1395.193324,1783.806676
1520,1974,South Africa,3,12,Lions,8 Jun 1974,1889.474391,1750.0,-9,0.0,0.774,0.226,1817.716102,1821.283898
1521,1974,Switzerland,10,18,Belgium,8 Jun 1974,1396.436267,1119.8663,-8,0.0,0.884,0.116,1318.374662,1196.625338
1522,1974,Argentina,15,20,France,20 Jun 1974,1899.785831,1690.60552,-5,0.0,0.837,0.163,1839.042367,1749.957633
1523,1974,South Africa,9,28,Lions,22 Jun 1974,1817.716102,1821.283898,-19,0.0,0.601,0.399,1745.015764,1892.984236
1524,1974,Argentina,27,31,France,29 Jun 1974,1839.042367,1749.957633,-4,0.0,0.721,0.279,1792.588101,1795.411899
1525,1974,South Africa,9,26,Lions,13 Jul 1974,1745.015764,1892.984236,-17,0.0,0.398,0.602,1698.999287,1938.000713
1526,1974,South Africa,13,13,Lions,27 Jul 1974,1698.999287,1938.000713,0,0.5,0.279,0.721,1698.0,1938.0
1527,1974,Soviet Union,18,4,Czechia,5 Aug 1974,1500,1604.0,14,1.0,0.458,0.542,1558.673505,1545.326495
1528,1974,Czechia,15,18,Romania,16 Sep 1974,1545.326495,1769.716301,-3,0.0,0.298,0.702,1528.482461,1785.517539
1529,1974,Czechia,56,4,East Germany,18 Sep 1974,1528.482461,1220.075179,52,1.0,0.901,0.099,1543.768538,1204.231462
1530,1974,East Germany,0,49,Romania,18 Sep 1974,1204.231462,1785.517539,-49,0.0,0.052,0.948,1195.933893,1793.066107
1531,1974,Czechia,15,22,Poland,19 Sep 1974,1543.768538,1495.499337,-7,0.0,0.67,0.33,1487.282153,1550.717847
1532,1974,Sweden,24,0,Denmark,21 Sep 1974,1065.521433,959.478567,24,1.0,0.739,0.261,1098.569404,925.430596
1533,1974,Romania,15,10,France,13 Oct 1974,1793.066107,1795.411899,5,1.0,0.604,0.396,1821.412028,1766.587972
1534,1974,East Germany,6,16,Czechia,13 Oct 1974,1195.933893,1487.282153,-10,0.0,0.223,0.777,1173.620073,1508.379927
1535,1974,West Germany,21,32,Netherlands,19 Oct 1974,1429.0,1279.651709,-11,0.0,0.785,0.215,1350.991487,1357.008513
1536,1974,West Germany,24,3,Belgium,20 Oct 1974,1350.991487,1196.625338,21,1.0,0.789,0.211,1376.095508,1169.904492
1537,1974,Canada,14,40,Tonga,25 Oct 1974,1421.589154,1476.331349,-26,0.0,0.529,0.471,1351.294798,1545.705202
1538,1974,Poland,4,3,Czechia,3 Nov 1974,1550.717847,1508.379927,1,1.0,0.662,0.338,1559.361989,1498.638011
1539,1974,Korea,43,9,Thailand,17 Nov 1974,1471.804643,1573.291459,34,1.0,0.461,0.539,1547.624447,1496.375553
1540,1974,Laos,10,31,Malaysia,17 Nov 1974,1500,1272.708541,-21,0.0,0.851,0.149,1394.787209,1377.212791
1541,1974,Sri Lanka,10,4,Singapore,17 Nov 1974,1453.195357,1507.869617,6,1.0,0.53,0.47,1489.567733,1470.432267
1542,1974,Czechia,6,16,Romania,17 Nov 1974,1498.638011,1821.412028,-10,0.0,0.193,0.807,1479.437758,1839.562242
1543,1974,Hong Kong,6,22,Thailand,19 Nov 1974,1546.972465,1496.375553,-16,0.0,0.673,0.327,1469.797419,1572.202581
1544,1974,Malaysia,9,7,Singapore,19 Nov 1974,1377.212791,1470.432267,2,1.0,0.474,0.526,1400.110114,1446.889886
1545,1974,Sri Lanka,39,3,Laos,19 Nov 1974,1489.567733,1394.787209,36,1.0,0.727,0.273,1528.447633,1354.552367
1546,1974,Hong Kong,19,9,Korea,21 Nov 1974,1469.797419,1547.624447,10,1.0,0.496,0.504,1517.372187,1498.627813
1547,1974,Laos,7,27,Singapore,21 Nov 1974,1354.552367,1446.889886,-20,0.0,0.476,0.524,1296.085254,1503.914746
1548,1974,Sri Lanka,12,6,Malaysia,21 Nov 1974,1528.447633,1400.110114,6,1.0,0.763,0.237,1546.451771,1381.548229
1549,1974,Korea,41,0,Malaysia,23 Nov 1974,1498.627813,1381.548229,41,1.0,0.751,0.249,1535.182697,1343.817303
1550,1974,Sri Lanka,6,44,Japan,23 Nov 1974,1546.451771,1670.619614,-38,0.0,0.43,0.57,1482.990468,1733.009532
1551,1974,France,4,13,South Africa,23 Nov 1974,1766.587972,1698.0,-9,0.0,0.695,0.305,1702.007789,1761.992211
1552,1974,Ireland,6,15,New Zealand,23 Nov 1974,1706.863784,1783.806676,-9,0.0,0.497,0.503,1660.21327,1828.78673
1553,1974,France,8,10,South Africa,30 Nov 1974,1702.007789,1761.992211,-2,0.0,0.523,0.477,1679.01709,1783.98291
1554,1975,Belgium,28,6,Luxembourg,1975,1169.904492,1500,22,1.0,0.186,0.814,1271.072156,1397.927844
1555,1975,Bermuda,16,10,Jamaica,1975,1500,1500,6,1.0,0.606,0.394,1530.64218,1469.35782
1556,1975,East Germany,6,27,Poland,1975,1173.620073,1559.361989,-21,0.0,0.143,0.857,1155.308444,1576.691556
1557,1975,Netherlands,26,7,Morocco,1975,1357.008513,1338.839006,19,1.0,0.632,0.368,1401.083497,1293.916503
1558,1975,Poland,73,0,East Germany,1975,1576.691556,1155.308444,73,1.0,0.946,0.054,1585.364067,1145.635933
1559,1975,Samoa,10,15,Tonga,1975,1091.827443,1545.705202,-5,0.0,0.101,0.899,1083.729561,1552.270439
1560,1975,Samoa,14,9,Tonga,1975,1083.729561,1552.270439,5,1.0,0.094,0.906,1147.971391,1487.028609
1561,1975,Soviet Union,15,21,Poland,1975,1558.673505,1585.364067,-6,0.0,0.569,0.431,1513.74176,1629.25824
1562,1975,Thailand,28,3,Malaysia,1975,1572.202581,1343.817303,25,1.0,0.852,0.148,1591.288492,1323.711508
1563,1975,France,10,25,Wales,18 Jan 1975,1679.01709,1730.0986,-15,0.0,0.534,0.466,1619.725692,1789.274308
1564,1975,Ireland,12,9,England,18 Jan 1975,1660.21327,1599.9014,3,1.0,0.686,0.314,1677.392262,1581.607738
1565,1975,England,20,27,France,1 Feb 1975,1581.607738,1619.725692,-7,0.0,0.553,0.447,1535.001071,1664.998929
1566,1975,Scotland,20,13,Ireland,1 Feb 1975,1607.39448,1677.392262,7,1.0,0.507,0.493,1647.990093,1636.009907
1567,1975,France,10,9,Scotland,15 Feb 1975,1664.998929,1647.990093,1,1.0,0.629,0.371,1674.274323,1636.725677
1568,1975,Wales,20,4,England,15 Feb 1975,1789.274308,1535.001071,16,1.0,0.869,0.131,1803.818754,1520.181246
1569,1975,Ireland,25,6,France,1 Mar 1975,1636.009907,1674.274323,19,1.0,0.553,0.447,1689.555491,1620.444509
1570,1975,Scotland,12,10,Wales,1 Mar 1975,1636.725677,1803.818754,2,1.0,0.371,0.629,1663.661413,1775.338587
1571,1975,England,7,6,Scotland,15 Mar 1975,1520.181246,1663.661413,1,1.0,0.403,0.597,1536.543526,1646.456474
1572,1975,Wales,32,4,Ireland,15 Mar 1975,1775.338587,1689.555491,28,1.0,0.716,0.284,1813.187899,1650.812101
1573,1975,Morocco,3,15,Poland,16 Mar 1975,1293.916503,1629.25824,-12,0.0,0.182,0.818,1274.315369,1647.684631
1574,1975,Poland,24,20,Netherlands,6 Apr 1975,1647.684631,1401.083497,4,1.0,0.864,0.136,1655.760718,1392.239282
1575,1975,Spain,3,19,Italy,6 Apr 1975,1637.283699,1598.129542,-16,0.0,0.658,0.342,1562.393592,1672.606408
1576,1975,Bulgaria,0,40,Czechia,13 Apr 1975,1375.046212,1479.437758,-40,0.0,0.458,0.542,1306.910966,1547.089034
1577,1975,West Germany,19,11,Morocco,13 Apr 1975,1376.095508,1274.315369,8,1.0,0.735,0.265,1399.306956,1250.693044
1578,1975,Belgium,11,3,Switzerland,19 Apr 1975,1271.072156,1318.374662,8,1.0,0.54,0.46,1311.409154,1277.590846
1579,1975,Romania,3,3,Italy,27 Apr 1975,1839.562242,1672.606408,0,0.5,0.801,0.199,1839.0,1672.0
1580,1975,Czechia,7,13,Spain,27 Apr 1975,1547.089034,1562.393592,-6,0.0,0.585,0.415,1501.430429,1607.569571
1581,1975,Spain,12,16,Romania,4 May 1975,1607.569571,1839.0,-4,0.0,0.288,0.712,1588.437839,1857.562161
1582,1975,Poland,29,6,West Germany,4 May 1975,1655.760718,1399.306956,23,1.0,0.871,0.129,1671.456743,1382.543257
1583,1975,Italy,49,9,Czechia,10 May 1975,1672.0,1501.430429,40,1.0,0.805,0.195,1700.998724,1472.001276
1584,1975,Denmark,9,20,Sweden,17 May 1975,925.430596,1098.569404,-11,0.0,0.363,0.637,888.955244,1134.044756
1585,1975,Australia,16,9,England,24 May 1975,1395.193324,1536.543526,7,1.0,0.406,0.594,1444.399717,1486.600283
1586,1975,Australia,30,21,England,31 May 1975,1444.399717,1486.600283,9,1.0,0.547,0.453,1485.688948,1444.311052
1587,1975,Switzerland,12,3,Serbia & Mon,12 Jun 1975,1277.590846,1142.665552,9,1.0,0.77,0.23,1298.169681,1120.830319
1588,1975,Samoa,14,29,Tonga,13 Jun 1975,1147.971391,1487.028609,-15,0.0,0.179,0.821,1127.180345,1506.819655
1589,1975,New Zealand,24,0,Scotland,14 Jun 1975,1828.78673,1646.456474,24,1.0,0.814,0.186,1851.879345,1622.120655
1590,1975,Samoa,9,3,Tonga,20 Jun 1975,1127.180345,1506.819655,6,1.0,0.148,0.852,1193.333821,1439.666179
1591,1975,South Africa,38,25,France,21 Jun 1975,1783.98291,1620.444509,13,1.0,0.797,0.203,1804.382585,1598.617415
1592,1975,South Africa,33,18,France,28 Jun 1975,1804.382585,1598.617415,15,1.0,0.834,0.166,1822.353484,1579.646516
1593,1975,Australia,37,7,Japan,2 Aug 1975,1485.688948,1733.009532,30,1.0,0.27,0.73,1585.327136,1632.672864
1594,1975,Australia,50,25,Japan,17 Aug 1975,1585.327136,1632.672864,25,1.0,0.54,0.46,1644.919649,1572.080351
1595,1975,Czechia,6,27,Poland,30 Aug 1975,1472.001276,1671.456743,-21,0.0,0.329,0.671,1431.345298,1711.654702
1596,1975,Soviet Union,28,0,Czechia,31 Aug 1975,1513.74176,1431.345298,28,1.0,0.712,0.288,1551.82115,1392.17885
1597,1975,Brazil,10,31,Chile,20 Sep 1975,1226.442113,1534.214169,-21,0.0,0.207,0.793,1200.361807,1559.638193
1598,1975,Argentina,30,15,Uruguay,21 Sep 1975,1792.588101,1479.853416,15,1.0,0.903,0.097,1802.729489,1468.270511
1599,1975,Paraguay,6,19,Brazil,21 Sep 1975,1159.146584,1200.361807,-13,0.0,0.549,0.451,1101.072691,1257.927309
1600,1975,Brazil,7,38,Uruguay,23 Sep 1975,1257.927309,1468.270511,-31,0.0,0.314,0.686,1213.504615,1511.495385
1601,1975,Paraguay,3,44,Chile,23 Sep 1975,1101.072691,1559.638193,-41,0.0,0.099,0.901,1086.144534,1573.855466
1602,1975,Chile,15,7,Uruguay,25 Sep 1975,1573.855466,1511.495385,8,1.0,0.688,0.312,1600.457264,1483.542736
1603,1975,Paraguay,0,93,Argentina,25 Sep 1975,1086.144534,1802.729489,-93,0.0,0.024,0.976,1081.569981,1806.430019
1604,1975,Argentina,64,6,Brazil,27 Sep 1975,1806.430019,1213.504615,58,1.0,0.979,0.021,1809.412571,1209.587429
1605,1975,Argentina,45,3,Chile,28 Sep 1975,1809.412571,1600.457264,42,1.0,0.837,0.163,1833.540941,1575.459059
1606,1975,Paraguay,18,38,Uruguay,28 Sep 1975,1081.569981,1483.542736,-20,0.0,0.132,0.868,1064.905211,1499.094789
1607,1975,Denmark,6,10,Belgium,1 Oct 1975,888.955244,1311.409154,-4,0.0,0.119,0.881,880.345293,1318.654707
1608,1975,Sweden,3,0,Belgium,4 Oct 1975,1134.044756,1318.654707,3,1.0,0.348,0.652,1170.154672,1281.845328
1609,1975,France,29,6,Argentina,19 Oct 1975,1579.646516,1833.540941,23,1.0,0.263,0.737,1672.70855,1739.29145
1610,1975,France,36,21,Argentina,25 Oct 1975,1672.70855,1739.29145,15,1.0,0.512,0.488,1726.174609,1684.825391
1611,1975,Italy,28,13,Poland,25 Oct 1975,1700.998724,1711.654702,15,1.0,0.591,0.409,1745.347413,1665.652587
1612,1975,Czechia,28,3,Serbia & Mon,26 Oct 1975,1392.17885,1120.830319,25,1.0,0.881,0.119,1407.563943,1104.436057
1613,1975,West Germany,43,3,Belgium,26 Oct 1975,1382.543257,1281.845328,40,1.0,0.734,0.266,1421.558416,1241.441584
1614,1975,Romania,20,9,Poland,2 Nov 1975,1857.562161,1665.652587,11,1.0,0.823,0.177,1874.585527,1647.414473
1615,1975,Belgium,7,22,Morocco,8 Nov 1975,1241.441584,1250.693044,-15,0.0,0.594,0.406,1175.144949,1315.855051
1616,1975,Switzerland,6,23,Czechia,16 Nov 1975,1298.169681,1407.563943,-17,0.0,0.451,0.549,1245.82929,1459.17071
1617,1975,France,36,12,Romania,23 Nov 1975,1726.174609,1874.585527,24,1.0,0.396,0.604,1803.715654,1796.284346
1618,1975,Netherlands,0,24,Italy,23 Nov 1975,1392.239282,1745.347413,-24,0.0,0.168,0.832,1370.37033,1766.62967
1619,1975,Scotland,10,3,Australia,6 Dec 1975,1622.120655,1644.919649,7,1.0,0.576,0.424,1657.290939,1608.709061
1620,1975,Netherlands,4,4,Spain,7 Dec 1975,1370.37033,1588.437839,0,0.5,0.305,0.695,1370.0,1588.0
1621,1975,Spain,6,19,Italy,20 Dec 1975,1588.0,1766.62967,-13,0.0,0.356,0.644,1550.418476,1803.581524
1622,1975,Wales,28,3,Australia,20 Dec 1975,1813.187899,1608.709061,25,1.0,0.834,0.166,1834.671176,1586.328824
1623,1976,Bulgaria,13,27,Soviet Union,1976,1306.910966,1551.82115,-14,0.0,0.273,0.727,1276.403582,1580.596418
1624,1976,East Germany,6,0,Bulgaria,1976,1145.635933,1276.403582,6,1.0,0.42,0.58,1190.140592,1230.859408
1625,1976,Jamaica,3,14,Bermuda,1976,1469.35782,1530.64218,-11,0.0,0.52,0.48,1417.301298,1581.698702
1626,1976,Kenya,6,23,Zambia,1976,1558.14697,1500,-17,0.0,0.683,0.317,1479.097809,1578.902191
1627,1976,Soviet Union,22,16,Poland,1976,1580.596418,1647.414473,6,1.0,0.512,0.488,1618.021839,1608.978161
1628,1976,Tunisia,6,22,Ivory Coast,1976,1500,1500,-16,0.0,0.606,0.394,1431.296928,1568.703072
1629,1976,England,23,6,Australia,3 Jan 1976,1444.311052,1586.328824,17,1.0,0.405,0.595,1512.824906,1517.175094
1630,1976,Scotland,6,13,France,10 Jan 1976,1657.290939,1803.715654,-7,0.0,0.399,0.601,1623.790625,1836.209375
1631,1976,England,9,21,Wales,17 Jan 1976,1512.824906,1834.671176,-12,0.0,0.194,0.806,1492.052253,1853.947747
1632,1976,Ireland,10,20,Australia,17 Jan 1976,1650.812101,1517.175094,-10,0.0,0.768,0.232,1576.349617,1590.650383
1633,1976,USA,12,24,Australia,31 Jan 1976,1502.120716,1590.650383,-12,0.0,0.481,0.519,1452.618733,1639.381267
1634,1976,France,26,3,Ireland,7 Feb 1976,1836.209375,1576.349617,23,1.0,0.873,0.127,1852.129651,1559.870349
1635,1976,Wales,28,6,Scotland,7 Feb 1976,1853.947747,1623.790625,22,1.0,0.853,0.147,1871.471802,1604.528198
1636,1976,Scotland,22,12,England,21 Feb 1976,1604.528198,1492.052253,10,1.0,0.746,0.254,1628.374126,1467.625874
1637,1976,Ireland,9,34,Wales,21 Feb 1976,1559.870349,1871.471802,-25,0.0,0.204,0.796,1532.466039,1897.533961
1638,1976,England,12,13,Ireland,6 Mar 1976,1467.625874,1532.466039,-1,0.0,0.514,0.486,1452.738345,1546.261655
1639,1976,Wales,19,13,France,6 Mar 1976,1897.533961,1852.129651,6,1.0,0.666,0.334,1922.982583,1826.017417
1640,1976,France,30,9,England,20 Mar 1976,1826.017417,1452.738345,21,1.0,0.93,0.07,1834.667947,1443.332053
1641,1976,Ireland,6,15,Scotland,20 Mar 1976,1546.261655,1628.374126,-9,0.0,0.49,0.51,1500.875592,1673.124408
1642,1976,Netherlands,3,27,Romania,28 Mar 1976,1370.0,1796.284346,-24,0.0,0.117,0.883,1354.921992,1811.078008
1643,1976,Morocco,30,3,West Germany,28 Mar 1976,1315.855051,1421.558416,27,1.0,0.456,0.544,1387.577627,1348.422373
1644,1976,Czechia,28,6,Bulgaria,11 Apr 1976,1459.17071,1230.859408,22,1.0,0.852,0.148,1477.562665,1211.437335
1645,1976,Poland,12,3,Netherlands,11 Apr 1976,1608.978161,1354.921992,9,1.0,0.869,0.131,1620.043372,1341.956628
1646,1976,Belgium,3,4,Morocco,15 Apr 1976,1175.144949,1387.577627,-1,0.0,0.312,0.688,1166.335243,1395.664757
1647,1976,Italy,13,12,Romania,24 Apr 1976,1803.581524,1811.078008,1,1.0,0.595,0.405,1814.221274,1799.778726
1648,1976,Serbia & Mon,31,4,Switzerland,25 Apr 1976,1104.436057,1245.82929,27,1.0,0.406,0.594,1183.160658,1165.839342
1649,1976,Romania,16,7,Spain,2 May 1976,1799.778726,1550.418476,9,1.0,0.866,0.134,1811.347919,1537.652081
1650,1976,Sweden,36,9,Denmark,8 May 1976,1170.154672,880.345293,27,1.0,0.891,0.109,1184.521795,865.478205
1651,1976,Poland,17,14,Spain,15 May 1976,1620.043372,1537.652081,3,1.0,0.713,0.287,1635.917004,1521.082996
1652,1976,Poland,15,16,Czechia,17 May 1976,1635.917004,1477.562665,-1,0.0,0.793,0.207,1613.027636,1498.972364
1653,1976,New Zealand,11,3,Ireland,5 Jun 1976,1851.879345,1500.875592,8,1.0,0.921,0.079,1857.964642,1493.035358
1654,1976,Australia,22,6,Fiji,12 Jun 1976,1639.381267,1853.668651,16,1.0,0.31,0.69,1717.210901,1774.789099
1655,1976,USA,14,33,France,12 Jun 1976,1452.618733,1834.667947,-19,0.0,0.146,0.854,1434.512878,1851.487122
1656,1976,Czechia,54,0,East Germany,13 Jun 1976,1498.972364,1190.140592,54,1.0,0.901,0.099,1513.915652,1174.084348
1657,1976,Australia,21,9,Fiji,19 Jun 1976,1717.210901,1774.789099,12,1.0,0.526,0.474,1765.642512,1725.357488
1658,1976,Australia,27,17,Fiji,26 Jun 1976,1765.642512,1725.357488,10,1.0,0.66,0.34,1797.634645,1692.365355
1659,1976,South Africa,16,7,New Zealand,24 Jul 1976,1822.353484,1857.964642,9,1.0,0.557,0.443,1862.770981,1816.229019
1660,1976,Czechia,12,7,Soviet Union,11 Aug 1976,1513.915652,1618.021839,5,1.0,0.457,0.543,1551.923305,1579.076695
1661,1976,South Africa,9,15,New Zealand,14 Aug 1976,1862.770981,1816.229019,-6,0.0,0.667,0.333,1810.058454,1867.941546
1662,1976,Czechia,3,16,Poland,14 Aug 1976,1551.923305,1613.027636,-13,0.0,0.519,0.481,1496.245793,1667.754207
1663,1976,South Africa,15,10,New Zealand,4 Sep 1976,1810.058454,1867.941546,5,1.0,0.526,0.474,1843.979494,1833.020506
1664,1976,South Africa,15,14,New Zealand,18 Sep 1976,1843.979494,1833.020506,1,1.0,0.62,0.38,1853.536314,1822.463686
1665,1976,Romania,14,3,Soviet Union,19 Sep 1976,1811.347919,1579.076695,11,1.0,0.854,0.146,1825.495921,1564.504079
1666,1976,Bulgaria,0,100,Romania,21 Sep 1976,1211.437335,1825.495921,-100,0.0,0.043,0.957,1203.059682,1832.940318
1667,1976,Netherlands,34,3,Sweden,10 Oct 1976,1341.956628,1184.521795,31,1.0,0.792,0.208,1369.862086,1155.137914
1668,1976,Belgium,14,3,Sweden,12 Oct 1976,1166.335243,1155.137914,11,1.0,0.621,0.379,1203.637541,1117.362459
1669,1976,Czechia,9,6,Soviet Union,17 Oct 1976,1496.245793,1564.504079,3,1.0,0.51,0.49,1523.167103,1536.832897
1670,1976,Poland,8,38,Romania,17 Oct 1976,1667.754207,1832.940318,-30,0.0,0.373,0.627,1615.71767,1883.28233
1671,1976,Italy,25,3,Japan,21 Oct 1976,1814.221274,1572.080351,22,1.0,0.861,0.139,1831.409956,1554.590044
1672,1976,France,18,15,Australia,24 Oct 1976,1851.487122,1797.634645,3,1.0,0.678,0.322,1868.876952,1779.123048
1673,1976,France,34,6,Australia,30 Oct 1976,1868.876952,1779.123048,28,1.0,0.72,0.28,1905.717082,1741.282918
1674,1976,Czechia,22,6,West Germany,6 Nov 1976,1523.167103,1348.422373,16,1.0,0.808,0.192,1544.71699,1326.28301
1675,1976,Korea,58,6,Malaysia,12 Nov 1976,1535.182697,1323.711508,52,1.0,0.839,0.161,1560.532965,1297.467035
