Team,xWins,Wins,Performance
Suva-Rewa XV,0.5389999999999999,1.5,0.9610000000000001
Provence / Litoral,0.039,1.0,0.961
Banco Nación,0.049,1.0,0.951
English National Divisons XV,0.051000000000000004,1.0,0.949
Western Province Universities,1.5619999999999998,2.5,0.9380000000000002
Highlanders Development XV,2.5789999999999997,3.5,0.9210000000000003
Scottish Select XV,0.079,1.0,0.921
Eastern Fiji Select,0.081,1.0,0.919
Junior Springboks,5.084,6.0,0.9160000000000004
Alps,0.096,1.0,0.904
Mali,11.097,12.0,0.9030000000000005
Glasgow,1.1099999999999999,2.0,0.8900000000000001
Ireland U25 XV,1.119,2.0,0.881
CS Bourgoin-Jallieu,0.125,1.0,0.875
SA Country Districts B,0.129,1.0,0.871
Hong Kong A,1.133,2.0,0.867
New Zealand Academy,0.136,1.0,0.864
Northern Counties,1.145,2.0,0.855
Languedoc,0.155,1.0,0.845
Crusaders Knights,5.1579999999999995,6.0,0.8420000000000005
British XV,1.158,2.0,0.8420000000000001
Auvergne,0.159,1.0,0.841
Ile-de-France,0.162,1.0,0.838
Capibaras XV,3.164,4.0,0.8359999999999999
Taranaki,12.169999999999998,13.0,0.8300000000000018
Cardiff Blues,0.174,1.0,0.8260000000000001
Atlantique,0.176,1.0,0.8240000000000001
Dogos,4.183,5.0,0.8170000000000002
Scotland Development XV,1.1960000000000002,2.0,0.8039999999999998
Monmouthshire,1.208,2.0,0.792
New Zealand Vikings,0.222,1.0,0.778
Montferrand,0.227,1.0,0.773
Macau,0.232,1.0,0.768
Breconshire,0.241,1.0,0.759
South African Kings,2.249,3.0,0.7509999999999999
Reef & Country,0.265,1.0,0.735
East Glamorgan,0.27,1.0,0.73
Midlands & North of England,0.27,1.0,0.73
Combined Western Province,0.271,1.0,0.729
San Isidro,0.28300000000000003,1.0,0.717
Counties,4.295,5.0,0.7050000000000001
Queensland Reds,14.295999999999996,15.0,0.7040000000000042
Anthem Rugby Carolina,1.2959999999999998,2.0,0.7040000000000002
French Army,1.2990000000000002,2.0,0.7009999999999998
Edinburgh,2.306,3.0,0.694
Fiji B,0.311,1.0,0.6890000000000001
Toyota Industries Shuttles,5.314,6.0,0.6859999999999999
Kenya A,3.319,4.0,0.681
South East Transvaal,1.324,2.0,0.6759999999999999
West Hartlepool,0.325,1.0,0.675
Glamorgan Wanderers,0.348,1.0,0.652
Barbarians,25.864000000000008,26.5,0.6359999999999921
Chile XV,4.367,5.0,0.633
Emerging England,0.37,1.0,0.63
North Auckland,7.870000000000002,8.5,0.6299999999999981
Eastern Transvaal / North Natal,0.374,1.0,0.626
Worcester Warriors,12.377000000000002,13.0,0.6229999999999976
West Glamorgan,0.388,1.0,0.612
South West Division,0.39199999999999996,1.0,0.6080000000000001
Western Province / South Western Districts / Boland,0.397,1.0,0.603
Northern & Western Transvaal,0.399,1.0,0.601
"Pontypool, Cross Keys & Newbridge",0.403,1.0,0.597
Ebbw Vale,0.40399999999999997,1.0,0.5960000000000001
Tucumán RC,1.41,2.0,0.5900000000000001
Bourg,0.411,1.0,0.589
Thames Valley,2.412,3.0,0.5880000000000001
Devon / Cornwall,0.9209999999999999,1.5,0.5790000000000001
Leeds Carnegie,0.424,1.0,0.5760000000000001
Sussex,1.436,2.0,0.5640000000000001
Cape Colony,0.438,1.0,0.562
England XV,1.439,2.0,0.5609999999999999
East Wales,1.9430000000000003,2.5,0.5569999999999997
New Zealand Universities,3.445,4.0,0.5550000000000002
Southern Universities,0.46199999999999997,1.0,0.538
Pretoria,1.469,2.0,0.5309999999999999
The South,0.47,1.0,0.53
South America XV,9.477,10.0,0.5229999999999997
Fiji President's XV,0.485,1.0,0.515
England U25,0.504,1.0,0.496
Wales U25,0.506,1.0,0.494
Lourdes,0.509,1.0,0.491
Argentina Juniors,0.513,1.0,0.487
Bristol Rugby,0.52,1.0,0.48
Northern Transvaal Country,0.52,1.0,0.48
Bangladesh,0.522,1.0,0.478
Transvaal Colleges,0.524,1.0,0.476
Armenia,15.533000000000001,16.0,0.46699999999999875
Ireland XV,1.548,2.0,0.45199999999999996
Namibia President's XV,1.061,1.5,0.43900000000000006
Apia,0.567,1.0,0.43300000000000005
Witwatersrand,0.5700000000000001,1.0,0.42999999999999994
Selknam,4.571000000000001,5.0,0.4289999999999994
Reds College XV,1.572,2.0,0.42799999999999994
Queensland Presidents XV,0.075,0.5,0.425
Littoral Region XV,0.5790000000000001,1.0,0.42099999999999993
Fiji A,0.585,1.0,0.41500000000000004
French Police,0.092,0.5,0.40800000000000003
Sydenham,0.596,1.0,0.404
USA Grizzlies,0.5990000000000001,1.0,0.4009999999999999
US Army,0.606,1.0,0.394
Pacific Barbarians,0.606,1.0,0.394
