Team,xWins,Wins,Performance
Shaheen,0.403,0.0,-0.403
Combined Services,3.404,3.0,-0.4039999999999999
Thames Valley / Bay of Plenty,0.406,0.0,-0.406
Transvaal Country Invitation XV,0.40700000000000003,0.0,-0.40700000000000003
Bush,0.408,0.0,-0.408
Kansai,0.41000000000000003,0.0,-0.41000000000000003
Durham,0.41000000000000003,0.0,-0.41000000000000003
Pontypool,0.41100000000000003,0.0,-0.41100000000000003
North-West Fiji,0.417,0.0,-0.417
Liegi Select XV,0.417,0.0,-0.417
Eastern Transvaal / Natal / Transvaal,0.422,0.0,-0.422
King William's Town,0.427,0.0,-0.427
Waseda University,0.428,0.0,-0.428
Provinical Selection,0.43,0.0,-0.43
Townsville,0.433,0.0,-0.433
South African Barbarians,0.933,0.5,-0.43300000000000005
British Columbia Presidents XV,0.436,0.0,-0.436
Central West,0.43799999999999994,0.0,-0.43799999999999994
Glamorgan,0.441,0.0,-0.441
South Rhodesia,0.45,0.0,-0.45
Wallis & Fortuna,0.451,0.0,-0.451
Nepal,0.458,0.0,-0.458
Seddon Shield XV,0.458,0.0,-0.458
Far West,0.463,0.0,-0.463
Ulster,23.963000000000008,23.5,-0.46300000000000807
Fiji (Eastern Division),0.465,0.0,-0.465
London & South East,0.467,0.0,-0.467
North Wales,1.467,1.0,-0.4670000000000001
North Midlands,0.473,0.0,-0.473
Cambridge University,3.474,3.0,-0.4740000000000002
South African Universities,0.48,0.0,-0.48
Armagnac,0.482,0.0,-0.482
Grahamstown,0.485,0.0,-0.485
Mediterranean XV,0.486,0.0,-0.486
Selection Centre,0.486,0.0,-0.486
Wanganui / Manawatu,0.489,0.0,-0.489
Roussillon,0.49,0.0,-0.49
South West Africa Country,0.493,0.0,-0.493
Fiji (Western Division),0.496,0.0,-0.496
Welwitschia,0.497,0.0,-0.497
Alberta,1.502,1.0,-0.502
RC Vannes,27.506,27.0,-0.5060000000000002
Taranaki / King Country,0.509,0.0,-0.509
SA Gazelles,6.509,6.0,-0.5090000000000003
Hawke's Bay / Poverty Bay,0.513,0.0,-0.513
Saudi Arabia,0.519,0.0,-0.519
Japan B,0.521,0.0,-0.521
Rwanda,6.521000000000001,6.0,-0.5210000000000008
Zimbabwe Goshawks,0.522,0.0,-0.522
Heineken Select,0.522,0.0,-0.522
South West Africa / Griqualand West / NW Cape,0.524,0.0,-0.524
Wairarapa,0.529,0.0,-0.529
Pumas C,0.535,0.0,-0.535
Nelson Bays / Marlborough / Golden Bay / Motueka,1.036,0.5,-0.536
Mount Isa,0.544,0.0,-0.544
Cape Town Suburbs,0.545,0.0,-0.545
Border /  Eastern Province / North Eastern Districts,0.545,0.0,-0.545
British Columbia,6.0489999999999995,5.5,-0.5489999999999995
New Zealand Heartland XV,2.549,2.0,-0.5489999999999999
Peñarol,4.549,4.0,-0.5490000000000004
Dunvant,0.554,0.0,-0.554
Languedoc/Roussillon,0.555,0.0,-0.555
Northern Districts,0.5569999999999999,0.0,-0.5569999999999999
Blues,14.558,14.0,-0.5579999999999998
Tarbes,0.559,0.0,-0.559
Bay of Plenty Maori,0.561,0.0,-0.561
Italy A,11.064999999999996,10.5,-0.564999999999996
South of France,0.567,0.0,-0.567
Neath / Aberavon,0.5670000000000001,0.0,-0.5670000000000001
Combined Universities,0.577,0.0,-0.577
Highfield,0.58,0.0,-0.58
Morocco,57.080999999999975,56.5,-0.5809999999999746
Nova Scotia President's XV,0.587,0.0,-0.587
Mar Del Plata,1.088,0.5,-0.5880000000000001
Western Transvaal Country,0.59,0.0,-0.59
Transkei,0.592,0.0,-0.592
South Eastern Counties,0.601,0.0,-0.601
BC All Stars,0.601,0.0,-0.601
Waratahs A,3.1020000000000003,2.5,-0.6020000000000003
Civil Service,0.605,0.0,-0.605
Cape Town Clubs,0.606,0.0,-0.606
North East Cape / Border / Transkei,0.606,0.0,-0.606
New England Free Jacks,0.606,0.0,-0.606
Grivita RC,0.606,0.0,-0.606
New Zealand Marist,0.606,0.0,-0.606
Combined Boland,0.606,0.0,-0.606
Orange River Colony,0.61,0.0,-0.61
Scottish Districts,0.6110000000000001,0.0,-0.6110000000000001
Zimbabwe B,0.6120000000000001,0.0,-0.6120000000000001
Zimbabwe A,0.62,0.0,-0.62
Warwick,0.629,0.0,-0.629
Nelson,0.63,0.0,-0.63
Devon,0.6329999999999999,0.0,-0.6329999999999999
Hanan Shield Districts,1.636,1.0,-0.6359999999999999
NEC Green Rockets,5.637000000000001,5.0,-0.6370000000000013
Lesotho,6.638,6.0,-0.6379999999999999
Darling Downs,0.6439999999999999,0.0,-0.6439999999999999
Chambery,0.652,0.0,-0.652
Eswatini,0.657,0.0,-0.657
Tasmania,0.661,0.0,-0.661
Port Elizabeth,0.6639999999999999,0.0,-0.6639999999999999
Marlborough,1.6640000000000001,1.0,-0.6640000000000001
South Western Districts,2.6649999999999996,2.0,-0.6649999999999996
Prague,0.671,0.0,-0.671
New South Wales Country,7.177,6.5,-0.6769999999999996
Cape Province,0.677,0.0,-0.677
South West of France,0.688,0.0,-0.688
Toowoomba,0.689,0.0,-0.689
Seattle Seawolves,0.69,0.0,-0.69
Madrid XV,0.6930000000000001,0.0,-0.6930000000000001
South American Jaguars,4.694,4.0,-0.694
Papua New Guinea,22.695999999999998,22.0,-0.695999999999998
Junior Eagles,0.7,0.0,-0.7
Poland A,0.706,0.0,-0.706
North of Scotland,0.7080000000000001,0.0,-0.7080000000000001
Nada RC,0.714,0.0,-0.714
Epra-Sedra,0.719,0.0,-0.719
Free State Cheetahs,4.73,4.0,-0.7300000000000004
Malawi,0.75,0.0,-0.75
Newcastle,0.752,0.0,-0.752
Heriot's FP,0.752,0.0,-0.752
Boland Colleges,0.756,0.0,-0.756
Western Counties,1.7610000000000001,1.0,-0.7610000000000001
Cornwall,2.2670000000000003,1.5,-0.7670000000000003
NSW Waratahs,14.778000000000002,14.0,-0.7780000000000022
Prov. Argentinas,0.781,0.0,-0.781
Pacific Coast,0.7879999999999999,0.0,-0.7879999999999999
Mid-Western Union,0.7909999999999999,0.0,-0.7909999999999999
France B,1.3,0.5,-0.8
Monmouthshire U25,0.801,0.0,-0.801
Brumby Runners,3.802,3.0,-0.802
Classic All Blacks,0.808,0.0,-0.808
Nippon Steel,0.811,0.0,-0.811
Wanganui,3.3119999999999994,2.5,-0.8119999999999994
Eastern Province,2.815,2.0,-0.815
Sharks Invitational XV,0.816,0.0,-0.816
USA Falcons XV,0.8210000000000001,0.0,-0.8210000000000001
Welsh Counties Under-23,0.835,0.0,-0.835
Leopards,0.839,0.0,-0.839
Manawatu / Horowhenua,0.8440000000000001,0.0,-0.8440000000000001
Dinamo Pancevo,0.849,0.0,-0.849
Namibia B,0.8619999999999999,0.0,-0.8619999999999999
Western Union,0.8640000000000001,0.0,-0.8640000000000001
Sharks XV,3.867,3.0,-0.867
Horowhenua Kapti,1.8690000000000002,1.0,-0.8690000000000002
Uruguay XV,7.372,6.5,-0.8719999999999999
Ontario,0.8820000000000001,0.0,-0.8820000000000001
American Samoa,1.8890000000000002,1.0,-0.8890000000000002
Brazil Selection,0.89,0.0,-0.89
Western Force,0.897,0.0,-0.897
Romania XV,2.8979999999999997,2.0,-0.8979999999999997
Rugby Canada,0.902,0.0,-0.902
USA A,0.9039999999999999,0.0,-0.9039999999999999
North West Cape,0.912,0.0,-0.912
El Salvador,3.9250000000000003,3.0,-0.9250000000000003
South Canterbury / Mid Canterbury / North Otago,0.9699999999999999,0.0,-0.9699999999999999
Cornish Pirates,11.51,10.5,-1.0099999999999998
Albania,3.054,2.0,-1.0539999999999998
Southern Counties,1.561,0.5,-1.061
East Coast,1.067,0.0,-1.067
Cross Keys,1.0739999999999998,0.0,-1.0739999999999998
Tasman,5.0840000000000005,4.0,-1.0840000000000005
Congo,2.09,1.0,-1.0899999999999999
Romania B,2.116,1.0,-1.116
Blackrock,1.121,0.0,-1.121
African Barbarians,1.173,0.0,-1.173
Newbridge,1.1880000000000002,0.0,-1.1880000000000002
Tanzania,4.191,3.0,-1.1909999999999998
Junior Waratahs,3.1959999999999997,2.0,-1.1959999999999997
Somerset,1.209,0.0,-1.209
Montenegro Presidents XV,1.225,0.0,-1.225
Buller,1.2890000000000001,0.0,-1.2890000000000001
Honduras,1.294,0.0,-1.294
California Legion,1.2959999999999998,0.0,-1.2959999999999998
Wairarapa Bush,3.816,2.5,-1.3159999999999998
West Coast,2.362,1.0,-1.362
Poverty Bay / East Coast,1.3920000000000001,0.0,-1.3920000000000001
Pontypridd,1.957,0.5,-1.457
Nauru,1.472,0.0,-1.472
Red Hurricanes Osaka,5.48,4.0,-1.4800000000000004
Victoria,3.5059999999999993,2.0,-1.5059999999999993
Indonesia,12.530000000000001,11.0,-1.5300000000000011
Malta,54.535999999999994,53.0,-1.5359999999999943
Poverty Bay,2.551,1.0,-1.5510000000000002
Chad,3.555,2.0,-1.5550000000000002
South Australia,3.057,1.5,-1.557
ACT A,2.559,1.0,-1.5590000000000002
Blue Bulls,4.564,3.0,-1.564
Nottingham,11.074000000000002,9.5,-1.5740000000000016
QAS Reds Academy,1.5899999999999999,0.0,-1.5899999999999999
Bulls,25.595000000000002,24.0,-1.5950000000000024
North Eastern Districts,2.1079999999999997,0.5,-1.6079999999999997
Australia XV,3.1090000000000004,1.5,-1.6090000000000004
Mayotte,1.6869999999999998,0.0,-1.6869999999999998
Oxford / Cambridge Combined,7.695,6.0,-1.6950000000000003
Guam,14.284,12.5,-1.7840000000000007
Belarus,1.7879999999999998,0.0,-1.7879999999999998
Brumbies,16.828,15.0,-1.8279999999999994
Libya,1.828,0.0,-1.828
New Caledonia,2.8390000000000004,1.0,-1.8390000000000004
Kyushudenryoku Kyuden Voltex,5.840999999999999,4.0,-1.8409999999999993
Dominican Republic,2.89,1.0,-1.8900000000000001
Pumas,4.894,3.0,-1.8940000000000001
Boland,1.9379999999999997,0.0,-1.9379999999999997
Counties Manukau,6.940999999999999,5.0,-1.940999999999999
Manawatu,8.981,7.0,-1.9809999999999999
Kyrgyzstan,3.5120000000000005,1.5,-2.0120000000000005
Uruguay A,8.616,6.5,-2.1159999999999997
Agen,20.205,18.0,-2.2049999999999983
Paraguay A,2.2270000000000003,0.0,-2.2270000000000003
Turks and Caicos Islands,6.2280000000000015,4.0,-2.2280000000000015
Black Rams Tokyo,13.256999999999998,11.0,-2.256999999999998
Trinidad & Tobago,27.269,25.0,-2.2689999999999984
Curacao,9.774999999999999,7.5,-2.2749999999999986
Oxford University,3.3350000000000004,1.0,-2.3350000000000004
Stade Francais Paris,25.87899999999999,23.5,-2.3789999999999907
FC Grenoble,23.459,21.0,-2.4589999999999996
Ospreys,20.964000000000002,18.5,-2.464000000000002
Italy B,2.483,0.0,-2.483
Queensland Country,2.5339999999999994,0.0,-2.5339999999999994
Southern Kings,2.699,0.0,-2.699
Togo II,2.7300000000000004,0.0,-2.7300000000000004
Soyaux Angouleme,20.787999999999997,18.0,-2.7879999999999967
Tokyo Sungoliath,13.820000000000002,11.0,-2.820000000000002
British Virgin Islands,7.825000000000001,5.0,-2.825000000000001
King Country,3.8390000000000004,1.0,-2.8390000000000004
Doncaster Knights,11.362000000000002,8.5,-2.862000000000002
Yacare XV,4.8660000000000005,2.0,-2.8660000000000005
Cheetahs,4.4,1.5,-2.9000000000000004
Burkina Faso,19.902,17.0,-2.902000000000001
Yugoslavia,14.976999999999999,12.0,-2.9769999999999985
Benetton Rugby,21.997999999999998,19.0,-2.9979999999999976
Emerging Italy,13.061,10.0,-3.061
Kazakhstan,35.098,32.0,-3.097999999999999
Bermuda,24.637,21.5,-3.1370000000000005
Madagascar,33.19,30.0,-3.1899999999999977
Castres Olympique,29.210999999999995,26.0,-3.210999999999995
Croatia,62.24899999999999,59.0,-3.248999999999988
Tautahi Gold,16.752999999999997,13.5,-3.2529999999999966
Brazil XV,3.2609999999999997,0.0,-3.2609999999999997
Kamaishi Seawaves,6.2620000000000005,3.0,-3.2620000000000005
Connacht,24.78,21.5,-3.280000000000001
Caldy,11.298,8.0,-3.298
Nice,7.330000000000001,4.0,-3.330000000000001
US Hawks,6.843,3.5,-3.343
Shizuoka Blue Revs,13.357999999999999,10.0,-3.3579999999999988
Upolu Samoa,17.859,14.5,-3.3590000000000018
Saracens,27.487999999999992,24.0,-3.4879999999999924
Canada East,6.058,2.5,-3.558
Cambodia,11.578,8.0,-3.5779999999999994
Black Lion,4.66,1.0,-3.66
Aviron Bayonnais,28.27300000000001,24.5,-3.7730000000000103
Jordan,10.857000000000001,7.0,-3.857000000000001
Greece,18.003000000000007,14.0,-4.003000000000007
China,24.522999999999996,20.5,-4.022999999999996
Guyana,22.546000000000003,18.5,-4.046000000000003
Kosovo,6.049,2.0,-4.049
Fijian Drua,11.222,7.0,-4.2219999999999995
Ghana,17.745,13.5,-4.245000000000001
Burundi,4.286,0.0,-4.286
Moldova,54.28800000000001,50.0,-4.288000000000011
Arabian Gulf,19.325000000000003,15.0,-4.325000000000003
Laos,14.352,10.0,-4.352
North Harbour,6.359999999999999,2.0,-4.359999999999999
Sharks,23.377999999999997,19.0,-4.377999999999997
Cook Islands,17.39,13.0,-4.390000000000001
Fiji Barbarians,15.900999999999996,11.5,-4.400999999999996
Cardiff Rugby,21.902,17.5,-4.402000000000001
Jamaica,17.932000000000002,13.5,-4.432000000000002
Lions,21.534999999999997,17.0,-4.534999999999997
Ampthill,12.557,8.0,-4.557
Cobras,5.602999999999999,1.0,-4.602999999999999
Edinburgh Rugby,25.109,20.5,-4.609000000000002
Biarritz Olympique,20.119999999999994,15.5,-4.619999999999994
Solomon Islands,12.624999999999998,8.0,-4.624999999999998
Cayman Islands,25.721000000000004,21.0,-4.721000000000004
Oyonnax Rugby,20.242,15.5,-4.742000000000001
World XV,10.768,6.0,-4.768000000000001
Racing 92,29.782,25.0,-4.782
Montenegro,10.824,6.0,-4.824
Uzbekistan,12.36,7.5,-4.859999999999999
Aurillac,22.936999999999998,18.0,-4.936999999999998
Panama,7.951000000000001,3.0,-4.951000000000001
ASM Clermont Auvergne,27.953000000000003,23.0,-4.953000000000003
Beziers,20.956,16.0,-4.9559999999999995
East Germany,5.989999999999999,1.0,-4.989999999999999
Bristol Bears,29.547999999999995,24.5,-5.047999999999995
Hino Red Dolphins,5.2139999999999995,0.0,-5.2139999999999995
Ecuador,6.251,1.0,-5.251
US Dax,20.821999999999996,15.5,-5.321999999999996
Brunei,10.328999999999999,5.0,-5.328999999999999
Tau'uta Reds,15.512,10.0,-5.5120000000000005
Switzerland,70.537,65.0,-5.537000000000006
Force,14.124,8.5,-5.6240000000000006
Highlanders,12.696000000000003,7.0,-5.696000000000003
St Lucia,9.807,4.0,-5.807
Mont-de-Marsan,20.475000000000005,14.5,-5.975000000000005
United Arab Emirates,20.485999999999997,14.5,-5.985999999999997
Toyota Verblitz,13.006000000000002,7.0,-6.006000000000002
Venezuela,31.011,25.0,-6.010999999999999
Korea,83.55900000000001,77.5,-6.059000000000012
Mauritius,16.191000000000003,10.0,-6.1910000000000025
Canada A,14.206,8.0,-6.2059999999999995
Monaco,12.238000000000001,6.0,-6.238000000000001
Lithuania,64.29099999999998,58.0,-6.290999999999983
St Vincent and the Grenadines,9.843000000000002,3.5,-6.343000000000002
Mitsubishi Sagamihara Dynaboars,13.378,7.0,-6.378
Yokohama Canon Eagles,11.624000000000002,5.0,-6.624000000000002
Richmond,13.131000000000002,6.5,-6.631000000000002
Lyon Olympique Universitaire,31.275000000000006,24.5,-6.775000000000006
London Scottish,11.791,5.0,-6.791
Togo,11.807999999999998,5.0,-6.807999999999998
Mie Honda Heat,11.824999999999996,5.0,-6.824999999999996
Moana Pasifika,13.838000000000003,7.0,-6.838000000000003
Gloucester Rugby,28.852,22.0,-6.852
USA Select XV,15.981000000000002,9.0,-6.981000000000002
Sweden,71.53099999999999,64.5,-7.030999999999992
USON Nevers,21.624000000000002,14.5,-7.124000000000002
Swaziland,9.768,2.5,-7.268000000000001
Stade Rochelais,28.779999999999994,21.5,-7.279999999999994
Newcastle Falcons,11.376,4.0,-7.3759999999999994
Exeter Chiefs,29.381999999999994,22.0,-7.381999999999994
Senegal,31.400000000000006,24.0,-7.400000000000006
Carcassonne,13.918000000000003,6.5,-7.418000000000003
Pacific Islanders,8.72,1.0,-7.720000000000001
Tahiti,10.725,3.0,-7.725
Bahamas,18.852,11.0,-7.852
Vanuatu,7.996,0.0,-7.996
Botswana,24.568,16.5,-8.068000000000001
Urayasu D-Rocks,12.099000000000002,4.0,-8.099000000000002
Turkey,21.686,13.5,-8.186
Kenya,69.75099999999998,61.5,-8.250999999999976
Scarlets,20.768,12.5,-8.268
Harlequins,29.770000000000007,21.5,-8.270000000000007
Estonia,12.533999999999997,4.0,-8.533999999999997
Nigeria,17.053000000000004,8.5,-8.553000000000004
Slovakia,19.853,11.0,-8.853000000000002
Sale Sharks,29.908,21.0,-8.908000000000001
Pakistan,16.054999999999996,7.0,-9.054999999999996
Junior Japan,20.137,11.0,-9.137
Hong Kong,103.734,94.5,-9.233999999999995
USSR A,13.817,4.5,-9.317
Colombia,46.63700000000001,37.0,-9.637000000000008
Costa Rica,17.246999999999996,7.5,-9.746999999999996
Uganda,55.58399999999998,45.5,-10.083999999999982
Benin,12.616999999999999,2.5,-10.116999999999999
Cameroon,15.302,5.0,-10.302
US Montauban,22.808000000000003,12.5,-10.308000000000003
Barbados,28.874999999999996,18.5,-10.374999999999996
Newcastle Red Bulls,16.451999999999998,6.0,-10.451999999999998
Cambridge,11.04,0.5,-10.54
West Germany,15.208999999999998,4.5,-10.708999999999998
Zebre Rugby,20.275000000000002,9.5,-10.775000000000002
Luxembourg,59.80899999999998,49.0,-10.808999999999983
Bosnia & Herzegovina,50.24199999999999,39.0,-11.24199999999999
Latvia,59.86199999999999,48.5,-11.361999999999988
Finland,41.64999999999999,30.0,-11.649999999999991
Czechoslovakia,44.18000000000002,32.5,-11.680000000000021
Ukraine,75.81200000000001,64.0,-11.812000000000012
Dragons,19.429999999999996,7.5,-11.929999999999996
Slovenia,58.02400000000001,46.0,-12.024000000000008
India,26.546999999999997,14.5,-12.046999999999997
Israel,62.723000000000006,50.5,-12.223000000000006
Serbia,46.498,34.0,-12.497999999999998
Russia,128.31800000000004,115.5,-12.81800000000004
Cote D'Ivoire,43.478,30.5,-12.978000000000002
USA Perpignan,28.121,15.0,-13.120999999999999
Bulgaria,57.18899999999999,44.0,-13.188999999999993
Azerbaijan,14.857999999999999,1.0,-13.857999999999999
Peru,34.881,21.0,-13.881
Andorra,58.436000000000014,44.0,-14.436000000000014
Denmark,63.29200000000001,48.0,-15.292000000000009
Namibia,103.405,88.0,-15.405000000000001
Zimbabwe,72.94600000000004,57.0,-15.94600000000004
Zambia,31.94799999999999,16.0,-15.94799999999999
Austria,52.485,36.5,-15.985
Hungary,55.635000000000005,39.5,-16.135000000000005
Thailand,59.865000000000016,43.5,-16.365000000000016
Sri Lanka,67.10599999999998,50.5,-16.60599999999998
Belgium,92.17800000000004,75.5,-16.67800000000004
Tunisia,56.18899999999999,39.5,-16.688999999999993
Samoa A,37.809999999999995,21.0,-16.809999999999995
Czech Republic,69.63800000000002,51.5,-18.13800000000002
Chinese Taipei,60.748999999999995,39.0,-21.748999999999995
Singapore,56.467999999999996,33.0,-23.467999999999996
Netherlands,99.25599999999996,75.5,-23.755999999999958
Norway,51.81100000000001,26.5,-25.311000000000007
Germany,90.627,63.5,-27.126999999999995
Tonga A,42.24400000000001,15.0,-27.244000000000007
Ireland,442.2190000000003,413.5,-28.71900000000028
Portugal,176.8569999999999,147.5,-29.356999999999914
Poland,108.44199999999996,78.5,-29.941999999999965
Samoa,158.17199999999994,126.5,-31.67199999999994
Malaysia,62.87099999999999,31.0,-31.870999999999988
Fiji,254.00899999999993,221.0,-33.00899999999993
Scotland,438.609,405.5,-33.10899999999998
Uruguay,182.54899999999986,146.0,-36.548999999999864
Japan,267.9409999999999,230.0,-37.94099999999992
Spain,172.67199999999988,129.5,-43.17199999999988
Brazil,106.38799999999999,62.0,-44.38799999999999
Paraguay,77.80800000000005,32.5,-45.30800000000005
Chile,135.58400000000003,82.5,-53.08400000000003
USA,173.12,120.0,-53.120000000000005
Tonga,181.16000000000008,115.0,-66.16000000000008
Canada,189.89200000000008,119.5,-70.39200000000008
Italy,270.2690000000001,185.5,-84.76900000000012
