Year,Home_Team,Home_Score,Away_Score,Away_Team,Date
2003,Munster,37,17,Neath,2/1/2003
2003,Neath–Swansea Ospreys,41,30,Ulster,9/5/2003
2003,Glasgow,23,13,Cardiff Blues,9/5/2003
2003,Borders,12,49,Celtic Warriors,9/5/2003
2003,Leinster,8,15,Munster,9/5/2003
2003,Connacht,11,3,Edinburgh,9/6/2003
2003,Llanelli Scarlets,35,11,Newport Gwent Dragons,9/6/2003
2003,Newport Gwent Dragons,29,19,Neath–Swansea Ospreys,9/12/2003
2003,Edinburgh,53,7,Borders,9/12/2003
2003,Munster,12,19,Llanelli Scarlets,9/12/2003
2003,Ulster,33,6,Glasgow,9/12/2003
2003,Celtic Warriors,29,22,Leinster,9/13/2003
2003,Cardiff Blues,33,17,Connacht,9/13/2003
2003,Llanelli Scarlets,27,22,Celtic Warriors,9/26/2003
2003,Leinster,30,33,Edinburgh,9/26/2003
2003,Borders,22,20,Cardiff Blues,9/26/2003
2003,Ulster,37,18,Newport Gwent Dragons,9/26/2003
2003,Glasgow,19,30,Connacht,9/26/2003
2003,Neath–Swansea Ospreys,33,26,Munster,9/27/2003
2003,Cardiff Blues,22,3,Leinster,10/10/2003
2003,Edinburgh,25,16,Llanelli Scarlets,10/10/2003
2003,Munster,15,16,Ulster,10/10/2003
2003,Celtic Warriors,22,32,Neath–Swansea Ospreys,10/11/2003
2003,Connacht,42,19,Borders,10/11/2003
2003,Newport Gwent Dragons,27,5,Glasgow,10/12/2003
2003,Newport Gwent Dragons,29,6,Munster,10/17/2003
2003,Glasgow,26,25,Borders,10/17/2003
2003,Neath–Swansea Ospreys,42,18,Edinburgh,10/17/2003
2003,Ulster,26,20,Celtic Warriors,10/17/2003
2003,Leinster,21,6,Connacht,10/17/2003
2003,Llanelli Scarlets,35,20,Cardiff Blues,10/18/2003
2003,Connacht,20,25,Llanelli Scarlets,10/24/2003
2003,Celtic Warriors,19,12,Newport Gwent Dragons,10/24/2003
2003,Munster,26,10,Glasgow,10/24/2003
2003,Borders,21,26,Leinster,10/24/2003
2003,Edinburgh,3,41,Ulster,10/24/2003
2003,Cardiff Blues,43,6,Neath–Swansea Ospreys,10/25/2003
2003,Neath–Swansea Ospreys,22,33,Connacht,10/31/2003
2003,Glasgow,10,31,Leinster,10/31/2003
2003,Munster,22,21,Celtic Warriors,10/31/2003
2003,Ulster,32,7,Cardiff Blues,10/31/2003
2003,Llanelli Scarlets,36,20,Borders,11/1/2003
2003,Newport Gwent Dragons,34,22,Edinburgh,11/1/2003
2003,Cardiff Blues,13,25,Newport Gwent Dragons,11/7/2003
2003,Celtic Warriors,29,23,Glasgow,11/7/2003
2003,Edinburgh,20,9,Munster,11/7/2003
2003,Borders,22,16,Neath–Swansea Ospreys,11/7/2003
2003,Leinster,31,20,Llanelli Scarlets,11/7/2003
2003,Connacht,31,20,Ulster,11/8/2003
2003,Newport Gwent Dragons,28,19,Connacht,11/23/2003
2003,Celtic Warriors,19,30,Edinburgh,11/28/2003
2003,Glasgow,18,31,Llanelli Scarlets,11/28/2003
2003,Munster,31,10,Cardiff Blues,11/28/2003
2003,Ulster,46,5,Borders,11/28/2003
2003,Neath–Swansea Ospreys,25,36,Leinster,11/29/2003
2003,Glasgow,16,25,Edinburgh,12/27/2003
2003,Cardiff Blues,10,26,Celtic Warriors,12/27/2003
2004,Borders,15,38,Newport Gwent Dragons,1/2/2004
2004,Connacht,0,3,Munster,1/2/2004
2004,Llanelli Scarlets,28,15,Neath–Swansea Ospreys,1/2/2004
2004,Leinster,32,30,Ulster,1/2/2004
2004,Newport Gwent Dragons,35,14,Leinster,2/6/2004
2004,Neath–Swansea Ospreys,33,11,Glasgow,2/6/2004
2004,Edinburgh,10,50,Cardiff Blues,2/6/2004
2004,Munster,29,21,Borders,2/6/2004
2004,Ulster,10,9,Llanelli Scarlets,2/6/2004
2004,Celtic Warriors,40,17,Connacht,2/7/2004
2004,Newport Gwent Dragons,15,9,Llanelli Scarlets,2/13/2004
2004,Cardiff Blues,29,19,Glasgow,2/13/2004
2004,Edinburgh,17,32,Connacht,2/13/2004
2004,Ulster,31,19,Neath–Swansea Ospreys,2/13/2004
2004,Munster,24,13,Leinster,2/13/2004
2004,Celtic Warriors,29,24,Borders,2/15/2004
2004,Glasgow,27,25,Ulster,2/20/2004
2004,Llanelli Scarlets,37,20,Munster,2/20/2004
2004,Neath–Swansea Ospreys,26,14,Newport Gwent Dragons,2/20/2004
2004,Borders,24,10,Edinburgh,2/20/2004
2004,Leinster,16,37,Celtic Warriors,2/20/2004
2004,Connacht,18,21,Cardiff Blues,2/21/2004
2004,Celtic Warriors,16,15,Llanelli Scarlets,2/27/2004
2004,Cardiff Blues,59,13,Borders,2/27/2004
2004,Edinburgh,40,34,Leinster,2/27/2004
2004,Munster,15,18,Neath–Swansea Ospreys,2/27/2004
2004,Connacht,28,28,Glasgow,2/28/2004
2004,Newport Gwent Dragons,27,19,Ulster,2/28/2004
2004,Neath–Swansea Ospreys,23,11,Celtic Warriors,3/5/2004
2004,Glasgow,48,20,Newport Gwent Dragons,3/5/2004
2004,Leinster,18,22,Cardiff Blues,3/5/2004
2004,Borders,40,29,Connacht,3/5/2004
2004,Ulster,36,13,Munster,3/5/2004
2004,Llanelli Scarlets,47,12,Edinburgh,3/6/2004
2004,Celtic Warriors,0,28,Ulster,3/12/2004
2004,Edinburgh,31,35,Neath–Swansea Ospreys,3/12/2004
2004,Munster,6,16,Newport Gwent Dragons,3/12/2004
2004,Borders,11,15,Glasgow,3/12/2004
2004,Connacht,35,24,Leinster,3/13/2004
2004,Cardiff Blues,0,6,Llanelli Scarlets,3/13/2004
2004,Newport Gwent Dragons,20,18,Celtic Warriors,3/26/2004
2004,Llanelli Scarlets,33,33,Connacht,3/26/2004
2004,Leinster,35,12,Borders,3/26/2004
2004,Ulster,37,0,Edinburgh,3/26/2004
2004,Glasgow,12,37,Munster,3/26/2004
2004,Neath–Swansea Ospreys,34,13,Cardiff Blues,3/28/2004
2004,Celtic Warriors,29,25,Munster,4/2/2004
2004,Edinburgh,14,19,Newport Gwent Dragons,4/2/2004
2004,Leinster,31,30,Glasgow,4/2/2004
2004,Borders,8,41,Llanelli Scarlets,4/2/2004
2004,Connacht,24,21,Neath–Swansea Ospreys,4/3/2004
2004,Cardiff Blues,19,15,Ulster,4/3/2004
2004,Neath–Swansea Ospreys,60,7,Borders,4/16/2004
2004,Glasgow,19,44,Celtic Warriors,4/16/2004
2004,Llanelli Scarlets,51,20,Leinster,4/16/2004
2004,Munster,17,28,Edinburgh,4/16/2004
2004,Ulster,42,27,Connacht,4/16/2004
2004,Newport Gwent Dragons,48,25,Cardiff Blues,4/17/2004
2004,Cardiff Blues,60,14,Munster,4/30/2004
2004,Edinburgh,19,30,Celtic Warriors,4/30/2004
2004,Leinster,16,16,Neath–Swansea Ospreys,4/30/2004
2004,Borders,15,19,Ulster,4/30/2004
2004,Connacht,14,32,Newport Gwent Dragons,5/1/2004
2004,Llanelli Scarlets,36,26,Glasgow,5/1/2004
2004,Newport Gwent Dragons,54,10,Borders,5/7/2004
2004,Celtic Warriors,30,26,Cardiff Blues,5/7/2004
2004,Edinburgh,19,17,Glasgow,5/7/2004
2004,Ulster,28,6,Leinster,5/7/2004
2004,Munster,39,10,Connacht,5/7/2004
2004,Neath–Swansea Ospreys,15,18,Llanelli Scarlets,5/9/2004
2004,Cardiff Blues,55,22,Edinburgh,5/13/2004
2004,Connacht,3,20,Celtic Warriors,5/14/2004
2004,Glasgow,34,31,Neath–Swansea Ospreys,5/14/2004
2004,Borders,10,18,Munster,5/14/2004
2004,Leinster,56,39,Newport Gwent Dragons,5/14/2004
2004,Llanelli Scarlets,23,16,Ulster,5/14/2004
2004,Neath-Swansea Ospreys,34,17,Munster,9/3/2004
2004,Borders,15,26,Llanelli Scarlets,9/3/2004
2004,Connacht,31,15,Glasgow Warriors,9/4/2004
2004,Edinburgh,16,17,Ulster,9/4/2004
2004,Leinster,9,9,Cardiff Blues,9/5/2004
2004,Llanelli Scarlets,6,23,Neath-Swansea Ospreys,9/10/2004
2004,Borders,7,10,Glasgow Warriors,9/11/2004
2004,Ulster,15,26,Leinster,9/11/2004
2004,Cardiff Blues,18,8,Newport Gwent Dragons,9/11/2004
2004,Munster,27,27,Connacht,9/11/2004
2004,Newport Gwent Dragons,15,0,Llanelli Scarlets,9/17/2004
2004,Connacht,13,19,Ulster,9/18/2004
2004,Leinster,17,15,Munster,9/18/2004
2004,Neath-Swansea Ospreys,39,3,Cardiff Blues,9/18/2004
2004,Glasgow Warriors,12,10,Edinburgh,9/18/2004
2004,Glasgow Warriors,29,38,Newport Gwent Dragons,9/24/2004
2004,Leinster,50,13,Borders,9/24/2004
2004,Cardiff Blues,31,6,Connacht,9/24/2004
2004,Ulster,24,37,Neath-Swansea Ospreys,9/25/2004
2004,Llanelli Scarlets,37,16,Edinburgh,9/25/2004
2004,Newport Gwent Dragons,34,13,Leinster,10/1/2004
2004,Connacht,29,27,Borders,10/2/2004
2004,Edinburgh,35,16,Cardiff Blues,10/2/2004
2004,Neath-Swansea Ospreys,40,17,Glasgow Warriors,10/2/2004
2004,Munster,19,13,Llanelli Scarlets,10/3/2004
2004,Ulster,21,28,Newport Gwent Dragons,10/8/2004
2004,Borders,15,23,Neath-Swansea Ospreys,10/8/2004
2004,Llanelli Scarlets,21,29,Connacht,10/9/2004
2004,Glasgow Warriors,26,28,Munster,10/9/2004
2004,Leinster,35,13,Edinburgh,10/10/2004
2004,Neath-Swansea Ospreys,11,3,Leinster,10/15/2004
2004,Borders,6,14,Newport Gwent Dragons,10/15/2004
2004,Connacht,24,35,Edinburgh,10/16/2004
2004,Munster,49,18,Cardiff Blues,10/16/2004
2004,Glasgow Warriors,34,20,Ulster,10/16/2004
2004,Newport Gwent Dragons,33,29,Neath-Swansea Ospreys,11/5/2004
2004,Glasgow Warriors,36,22,Borders,11/5/2004
2004,Leinster,18,9,Connacht,11/5/2004
2004,Ulster,3,24,Munster,11/6/2004
2004,Cardiff Blues,14,10,Llanelli Scarlets,11/7/2004
2004,Edinburgh,15,31,Neath-Swansea Ospreys,11/12/2004
2004,Borders,19,20,Ulster,11/12/2004
2004,Cardiff Blues,24,19,Glasgow Warriors,11/13/2004
2004,Munster,25,16,Newport Gwent Dragons,11/13/2004
2004,Llanelli Scarlets,24,22,Leinster,11/14/2004
2004,Munster,45,8,Borders,11/19/2004
2004,Newport Gwent Dragons,16,17,Edinburgh,11/19/2004
2004,Glasgow Warriors,40,29,Llanelli Scarlets,11/19/2004
2004,Ulster,30,14,Cardiff Blues,11/19/2004
2004,Neath-Swansea Ospreys,9,10,Connacht,11/21/2004
2004,Edinburgh,0,11,Munster,11/26/2004
2004,Leinster,22,16,Glasgow Warriors,11/26/2004
2004,Borders,35,25,Cardiff Blues,11/26/2004
2004,Connacht,19,14,Newport Gwent Dragons,11/28/2004
2004,Llanelli Scarlets,22,9,Ulster,11/28/2004
2004,Llanelli Scarlets,39,22,Borders,12/17/2004
2004,Glasgow Warriors,35,0,Connacht,12/17/2004
2004,Ulster,36,34,Edinburgh,12/17/2004
2004,Cardiff Blues,6,15,Leinster,12/18/2004
2004,Munster,13,9,Neath-Swansea Ospreys,12/18/2004
2004,Neath-Swansea Ospreys,28,7,Llanelli Scarlets,12/26/2004
2004,Connacht,0,3,Munster,12/27/2004
2004,Edinburgh,18,12,Glasgow Warriors,12/27/2004
2004,Newport Gwent Dragons,25,21,Cardiff Blues,12/27/2004
2004,Leinster,9,8,Ulster,12/27/2004
2004,Borders,19,10,Edinburgh,12/31/2004
2005,Cardiff Blues,9,15,Neath-Swansea Ospreys,1/1/2005
2005,Ulster,23,14,Connacht,1/1/2005
2005,Llanelli Scarlets,35,26,Newport Gwent Dragons,1/1/2005
2005,Munster,19,13,Leinster,1/1/2005
2005,Neath-Swansea Ospreys,22,21,Ulster,1/21/2005
2005,Edinburgh,23,0,Llanelli Scarlets,1/21/2005
2005,Connacht,8,18,Cardiff Blues,1/22/2005
2005,Newport Gwent Dragons,21,16,Glasgow Warriors,1/22/2005
2005,Borders,29,16,Leinster,1/22/2005
2005,Cardiff Blues,12,17,Edinburgh,1/28/2005
2005,Borders,9,18,Connacht,1/28/2005
2005,Llanelli Scarlets,32,17,Munster,1/29/2005
2005,Glasgow Warriors,27,27,Neath-Swansea Ospreys,1/29/2005
2005,Leinster,55,3,Newport Gwent Dragons,1/30/2005
2005,Newport Gwent Dragons,13,11,Ulster,2/18/2005
2005,Connacht,11,18,Llanelli Scarlets,2/18/2005
2005,Neath-Swansea Ospreys,34,10,Borders,2/19/2005
2005,Edinburgh,41,33,Leinster,2/19/2005
2005,Munster,25,19,Glasgow Warriors,2/20/2005
2005,Newport Gwent Dragons,42,15,Borders,3/4/2005
2005,Edinburgh,13,16,Connacht,3/4/2005
2005,Ulster,30,3,Glasgow Warriors,3/4/2005
2005,Cardiff Blues,30,20,Munster,3/5/2005
2005,Leinster,12,16,Neath-Swansea Ospreys,3/6/2005
2005,Munster,21,15,Ulster,3/18/2005
2005,Neath-Swansea Ospreys,30,0,Newport Gwent Dragons,3/18/2005
2005,Connacht,21,26,Leinster,3/20/2005
2005,Llanelli Scarlets,25,13,Cardiff Blues,3/20/2005
2005,Edinburgh,31,18,Borders,3/20/2005
2005,Leinster,31,25,Llanelli Scarlets,3/25/2005
2005,Newport Gwent Dragons,8,24,Munster,3/25/2005
2005,Glasgow Warriors,19,14,Cardiff Blues,3/25/2005
2005,Ulster,17,13,Borders,3/25/2005
2005,Neath-Swansea Ospreys,29,12,Edinburgh,3/26/2005
2005,Cardiff Blues,22,8,Ulster,4/8/2005
2005,Llanelli Scarlets,30,57,Glasgow Warriors,4/9/2005
2005,Edinburgh,33,3,Newport Gwent Dragons,4/9/2005
2005,Connacht,13,22,Neath-Swansea Ospreys,4/10/2005
2005,Borders,23,38,Munster,4/10/2005
2005,Cardiff Blues,33,12,Borders,4/15/2005
2005,Ulster,16,3,Llanelli Scarlets,4/15/2005
2005,Newport Gwent Dragons,24,19,Connacht,4/16/2005
2005,Glasgow Warriors,23,30,Leinster,4/16/2005
2005,Munster,30,20,Edinburgh,4/16/2005
2005,Scarlets,15,21,Edinburgh Rugby,9/2/2005
2005,Munster Rugby,9,7,Border Reivers,9/2/2005
2005,Glasgow Warriors,15,21,Dragons,9/2/2005
2005,Connacht Rugby,13,9,Cardiff Rugby,9/3/2005
2005,Ospreys,22,20,Leinster Rugby,9/4/2005
2005,Cardiff Rugby,22,25,Ulster Rugby,9/9/2005
2005,Edinburgh Rugby,34,3,Connacht Rugby,9/10/2005
2005,Leinster Rugby,26,21,Glasgow Warriors,9/10/2005
2005,Munster Rugby,37,10,Ospreys,9/10/2005
2005,Border Reivers,15,24,Scarlets,9/11/2005
2005,Ospreys,15,9,Dragons,9/13/2005
2005,Cardiff Rugby,20,16,Scarlets,9/14/2005
2005,Leinster Rugby,33,14,Dragons,9/16/2005
2005,Ulster Rugby,30,23,Edinburgh Rugby,9/16/2005
2005,Scarlets,25,17,Connacht Rugby,9/17/2005
2005,Glasgow Warriors,32,10,Munster Rugby,9/17/2005
2005,Border Reivers,16,6,Ospreys,9/18/2005
2005,Munster Rugby,14,13,Scarlets,9/23/2005
2005,Connacht Rugby,15,17,Border Reivers,9/24/2005
2005,Dragons,19,22,Ulster Rugby,9/24/2005
2005,Glasgow Warriors,23,28,Cardiff Rugby,9/24/2005
2005,Edinburgh Rugby,24,18,Ospreys,9/25/2005
2005,Edinburgh Rugby,28,12,Glasgow Warriors,9/30/2005
2005,Connacht Rugby,19,44,Munster Rugby,10/1/2005
2005,Leinster Rugby,30,23,Ulster Rugby,10/1/2005
2005,Ulster Rugby,36,10,Connacht Rugby,10/7/2005
2005,Border Reivers,23,11,Edinburgh Rugby,10/7/2005
2005,Munster Rugby,33,9,Leinster Rugby,10/9/2005
2005,Ospreys,18,17,Connacht Rugby,10/14/2005
2005,Edinburgh Rugby,17,15,Dragons,10/14/2005
2005,Leinster Rugby,34,15,Cardiff Rugby,10/15/2005
2005,Border Reivers,0,27,Ulster Rugby,10/15/2005
2005,Scarlets,24,20,Glasgow Warriors,10/16/2005
2005,Ulster Rugby,12,20,Ospreys,11/4/2005
2005,Glasgow Warriors,30,15,Connacht Rugby,11/4/2005
2005,Cardiff Rugby,16,18,Munster Rugby,11/4/2005
2005,Leinster Rugby,13,27,Edinburgh Rugby,11/6/2005
2005,Dragons,20,16,Border Reivers,11/6/2005
2005,Connacht Rugby,9,21,Leinster Rugby,12/3/2005
2005,Munster Rugby,17,20,Ulster Rugby,12/3/2005
2005,Glasgow Warriors,46,6,Edinburgh Rugby,12/4/2005
2005,Ospreys,9,28,Cardiff Rugby,12/22/2005
2005,Dragons,16,28,Scarlets,12/23/2005
2005,Edinburgh Rugby,30,25,Border Reivers,12/26/2005
2005,Ulster Rugby,19,24,Leinster Rugby,12/26/2005
2005,Cardiff Rugby,41,23,Dragons,12/27/2005
2005,Munster Rugby,36,17,Connacht Rugby,12/27/2005
2005,Leinster Rugby,35,23,Munster Rugby,12/31/2005
2005,Connacht Rugby,22,12,Ulster Rugby,12/31/2005
2005,Border Reivers,24,13,Glasgow Warriors,12/31/2005
2006,Dragons,24,14,Ospreys,1/1/2006
2006,Scarlets,32,13,Cardiff Rugby,1/2/2006
2006,Dragons,27,19,Connacht Rugby,1/6/2006
2006,Ulster Rugby,25,23,Glasgow Warriors,1/7/2006
2006,Scarlets,20,18,Leinster Rugby,1/7/2006
2006,Edinburgh Rugby,17,18,Munster Rugby,1/7/2006
2006,Border Reivers,26,23,Cardiff Rugby,1/8/2006
2006,Cardiff Rugby,9,13,Edinburgh Rugby,1/27/2006
2006,Glasgow Warriors,8,22,Ospreys,1/27/2006
2006,Ulster Rugby,30,13,Scarlets,1/27/2006
2006,Leinster Rugby,62,14,Border Reivers,1/27/2006
2006,Munster Rugby,10,8,Dragons,1/28/2006
2006,Ospreys,22,18,Border Reivers,2/17/2006
2006,Edinburgh Rugby,23,31,Ulster Rugby,2/17/2006
2006,Connacht Rugby,33,19,Scarlets,2/18/2006
2006,Munster Rugby,20,26,Glasgow Warriors,2/18/2006
2006,Dragons,31,18,Leinster Rugby,2/18/2006
2006,Cardiff Rugby,40,14,Ospreys,3/3/2006
2006,Glasgow Warriors,8,20,Border Reivers,3/3/2006
2006,Ulster Rugby,27,3,Munster Rugby,3/3/2006
2006,Leinster Rugby,16,13,Connacht Rugby,3/5/2006
2006,Cardiff Rugby,31,3,Glasgow Warriors,3/24/2006
2006,Border Reivers,9,11,Connacht Rugby,3/24/2006
2006,Ulster Rugby,24,17,Dragons,3/25/2006
2006,Ospreys,24,17,Edinburgh Rugby,3/26/2006
2006,Scarlets,30,17,Ospreys,3/31/2006
2006,Dragons,23,17,Munster Rugby,4/7/2006
2006,Edinburgh Rugby,10,21,Cardiff Rugby,4/7/2006
2006,Border Reivers,34,35,Leinster Rugby,4/7/2006
2006,Ospreys,16,13,Glasgow Warriors,4/8/2006
2006,Leinster Rugby,30,22,Scarlets,4/14/2006
2006,Connacht Rugby,15,10,Dragons,4/15/2006
2006,Cardiff Rugby,46,11,Border Reivers,4/15/2006
2006,Glasgow Warriors,18,27,Ulster Rugby,4/15/2006
2006,Munster Rugby,36,15,Edinburgh Rugby,4/15/2006
2006,Ospreys,25,13,Scarlets,4/18/2006
2006,Dragons,13,18,Cardiff Rugby,4/19/2006
2006,Scarlets,36,17,Dragons,4/22/2006
2006,Dragons,32,18,Glasgow Warriors,4/28/2006
2006,Border Reivers,25,41,Munster Rugby,4/28/2006
2006,Edinburgh Rugby,35,18,Scarlets,4/28/2006
2006,Cardiff Rugby,30,12,Connacht Rugby,4/29/2006
2006,Leinster Rugby,38,21,Ospreys,4/29/2006
2006,Connacht Rugby,16,22,Edinburgh Rugby,5/5/2006
2006,Ospreys,27,10,Munster Rugby,5/5/2006
2006,Ulster Rugby,26,17,Cardiff Rugby,5/5/2006
2006,Scarlets,30,26,Border Reivers,5/6/2006
2006,Glasgow Warriors,18,21,Leinster Rugby,5/7/2006
2006,Scarlets,18,6,Munster Rugby,5/9/2006
2006,Connacht Rugby,16,44,Ospreys,5/12/2006
2006,Glasgow Warriors,17,10,Scarlets,5/12/2006
2006,Ulster Rugby,63,17,Border Reivers,5/12/2006
2006,Dragons,11,37,Edinburgh Rugby,5/13/2006
2006,Cardiff Rugby,40,31,Leinster Rugby,5/14/2006
2006,Scarlets,12,12,Ulster Rugby,5/19/2006
2006,Connacht Rugby,33,7,Glasgow Warriors,5/26/2006
2006,Edinburgh Rugby,8,31,Leinster Rugby,5/26/2006
2006,Ospreys,17,19,Ulster Rugby,5/26/2006
2006,Border Reivers,43,5,Dragons,5/26/2006
2006,Munster Rugby,37,8,Cardiff Rugby,5/27/2006
2007,Borders,16,24,Ospreys,5/12/2007
2007,Munster,38,20,Glasgow ,5/12/2007
2007,Cardiff Blues,27,11,Leinster,5/11/2007
2007,Scarlets,19,10,Connacht,5/11/2007
2007,Ulster,16,10,Edinburgh,5/11/2007
2007,Dragons,13,27,Ospreys,5/8/2007
2007,Scarlets,38,10,Cardiff Blues,5/5/2007
2007,Leinster,31,0,Borders,5/5/2007
2007,Dragons,23,0,Connacht,5/4/2007
2007,Edinburgh,9,35,Munster,5/4/2007
2007,Glasgow ,29,26,Ospreys,5/4/2007
2007,Cardiff Blues,31,20,Dragons,5/1/2007
2007,Scarlets,42,17,Edinburgh,4/29/2007
2007,Munster,15,7,Dragons,4/28/2007
2007,Ospreys,19,17,Leinster,4/27/2007
2007,Borders,14,41,Cardiff Blues,4/27/2007
2007,Ulster,10,24,Glasgow ,4/27/2007
2007,Scarlets,6,19,Ospreys,4/24/2007
2007,Cardiff Blues,20,17,Ulster,4/20/2007
2007,Cardiff Blues,48,0,Edinburgh,4/14/2007
2007,Munster,20,0,Scarlets,4/14/2007
2007,Connacht,23,40,Glasgow ,4/13/2007
2007,Dragons,22,23,Leinster,4/13/2007
2007,Borders,9,33,Ulster,4/13/2007
2007,Ospreys,20,12,Munster,4/7/2007
2007,Connacht,16,16,Cardiff Blues,4/7/2007
2007,Scarlets,53,11,Borders,4/6/2007
2007,Edinburgh,30,20,Dragons,4/6/2007
2007,Glasgow ,26,20,Leinster,4/6/2007
2007,Leinster,30,21,Connacht,3/24/2007
2007,Scarlets,35,11,Dragons,3/23/2007
2007,Borders,10,3,Edinburgh,3/23/2007
2007,Ulster,21,24,Munster,3/23/2007
2007,Scarlets,17,11,Ulster,3/3/2007
2007,Connacht,20,17,Borders,3/2/2007
2007,Dragons,13,3,Glasgow ,3/2/2007
2007,Edinburgh,12,30,Ospreys,3/2/2007
2007,Munster,12,19,Cardiff Blues,3/2/2007
2007,Ospreys,31,10,Connacht,2/17/2007
2007,Ulster,14,7,Dragons,2/16/2007
2007,Borders,0,36,Munster,2/16/2007
2007,Glasgow ,30,14,Scarlets,2/16/2007
2007,Leinster,13,6,Edinburgh,2/16/2007
2007,Ospreys,29,22,Ulster,1/27/2007
2007,Dragons,48,0,Borders,1/26/2007
2007,Edinburgh,49,31,Connacht,1/26/2007
2007,Glasgow ,22,3,Cardiff Blues,1/26/2007
2007,Leinster,44,34,Scarlets,1/26/2007
2007,Cardiff Blues,36,15,Borders,1/6/2007
2007,Glasgow ,8,19,Ulster,1/6/2007
2007,Leinster,45,22,Ospreys,1/6/2007
2007,Dragons,19,12,Munster,1/5/2007
2007,Edinburgh,24,14,Scarlets,1/5/2007
2007,Cardiff Blues,29,10,Scarlets,1/1/2007
2006,Leinster,20,12,Ulster,12/31/2006
2006,Ospreys,12,6,Dragons,12/31/2006
2006,Connacht,8,14,Munster,12/31/2006
2006,Borders,19,20,Glasgow ,12/29/2006
2006,Munster,25,11,Leinster,12/27/2006
2006,Dragons,14,13,Cardiff Blues,12/27/2006
2006,Ospreys,50,24,Scarlets,12/26/2006
2006,Ulster,20,10,Connacht,12/26/2006
2006,Cardiff Blues,30,24,Ospreys,12/23/2006
2006,Glasgow ,34,27,Edinburgh,12/22/2006
2006,Munster,13,0,Connacht,12/3/2006
2006,Ulster,6,6,Leinster,12/2/2006
2006,Edinburgh,17,3,Borders,12/1/2006
2006,Munster,25,20,Ospreys,11/25/2006
2006,Cardiff Blues,15,13,Connacht,11/18/2006
2008,Munster,18,21,Glasgow ,5/10/2008
2008,Scarlets,12,29,Edinburgh,5/10/2008
2008,Connacht,24,20,Ospreys,5/9/2008
2008,Dragons,31,26,Leinster,5/9/2008
2008,Ulster,17,26,Cardiff Blues,5/9/2008
2008,Dragons,18,10,Ospreys,5/6/2008
2008,Scarlets,23,24,Munster,5/3/2008
2008,Ulster,24,35,Glasgow ,5/3/2008
2008,Leinster,41,8,Dragons,5/3/2008
2008,Connacht,11,39,Cardiff Blues,5/2/2008
2008,Ospreys,18,19,Edinburgh,5/2/2008
2008,Ulster,19,9,Munster,4/30/2008
2008,Ospreys,16,3,Dragons,4/25/2008
2008,Cardiff Blues,30,17,Ulster,4/19/2008
2008,Munster,9,8,Ospreys,4/19/2008
2008,Dragons,11,13,Connacht,4/18/2008
2008,Edinburgh,15,13,Leinster,4/18/2008
2008,Glasgow ,25,23,Scarlets,4/18/2008
2008,Leinster,21,12,Munster,4/12/2008
2008,Ulster,18,6,Connacht,4/11/2008
2008,Cardiff Blues,35,26,Scarlets,4/11/2008
2008,Glasgow ,23,14,Edinburgh,4/11/2008
2008,Dragons,14,20,Glasgow ,3/30/2008
2008,Scarlets,10,24,Leinster,3/29/2008
2008,Ospreys,32,7,Ulster,3/28/2008
2008,Connacht,5,16,Munster,3/28/2008
2008,Edinburgh,0,20,Cardiff Blues,3/28/2008
2008,Munster,42,6,Ulster,3/22/2008
2008,Scarlets,35,17,Cardiff Blues,3/21/2008
2008,Edinburgh,38,8,Connacht,3/21/2008
2008,Leinster,34,18,Glasgow ,3/21/2008
2008,Cardiff Blues,25,22,Munster,3/1/2008
2008,Dragons,10,10,Edinburgh,2/29/2008
2008,Connacht,10,16,Leinster,2/29/2008
2008,Glasgow ,9,6,Ospreys,2/29/2008
2008,Ulster,20,8,Scarlets,2/29/2008
2008,Ospreys,37,7,Connacht,2/16/2008
2008,Leinster,24,17,Cardiff Blues,2/16/2008
2008,Scarlets,30,7,Glasgow ,2/15/2008
2008,Edinburgh,7,11,Munster,2/15/2008
2008,Ulster,38,13,Dragons,2/15/2008
2008,Leinster,26,15,Ospreys,1/5/2008
2008,Connacht,20,18,Scarlets,1/4/2008
2008,Cardiff Blues,10,11,Edinburgh,1/4/2008
2008,Glasgow ,16,18,Dragons,1/4/2008
2008,Dragons,15,13,Scarlets,1/1/2008
2007,Ospreys,22,3,Cardiff Blues,12/31/2007
2007,Edinburgh,35,31,Glasgow ,12/28/2007
2007,Munster,17,0,Connacht,12/27/2007
2007,Scarlets,17,12,Ospreys,12/27/2007
2007,Cardiff Blues,11,6,Dragons,12/26/2007
2007,Leinster,29,0,Ulster,12/26/2007
2007,Connacht,10,6,Glasgow ,11/30/2007
2007,Munster,3,10,Leinster,11/30/2007
2007,Ulster,14,20,Edinburgh,11/30/2007
2007,Edinburgh,27,17,Scarlets,11/25/2007
2007,Munster,45,19,Dragons,11/24/2007
2007,Ospreys,19,26,Leinster,11/23/2007
2007,Connacht,13,30,Ulster,11/23/2007
2007,Glasgow ,17,5,Cardiff Blues,11/23/2007
2007,Munster,19,16,Edinburgh,11/3/2007
2007,Glasgow ,25,6,Ulster,11/2/2007
2007,Leinster,29,9,Connacht,11/2/2007
2007,Connacht,14,14,Edinburgh,10/26/2007
2007,Glasgow ,11,11,Munster,10/26/2007
2007,Ulster,16,16,Leinster,10/26/2007
2007,Ospreys,16,3,Munster,10/14/2007
