Year,Home_Team,Home_Score,Away_Score,Away_Team,Date
2020,Munster,42,21,Cardiff Blues,4/29/2020
2020,Blue Bulls,46,29,Benetton,4/23/2020
2020,Dragons,19,38,Scarlets,4/23/2020
2020,Lions,30,33,Connacht,4/23/2020
2020,Cardiff Blues,6,22,Ospreys,4/23/2020
2020,Sharks,28,23,Leinster,4/23/2020
2020,Stormers,32,7,Glasgow ,4/22/2020
2020,Ulster,17,24,Munster,4/22/2020
2020,Edinburgh,29,26,Zebre,4/22/2020
2020,Scarlets,27,38,Dragons,4/16/2020
2020,Stormers,19,17,Blue Bulls,4/9/2020
2020,Sharks,37,10,Lions,4/9/2020
2020,Cardiff Blues,14,49,Scarlets,4/9/2020
2020,Benetton,17,21,Connacht,4/2/2020
2020,Blue Bulls,34,16,Ulster,4/2/2020
2020,Lions,15,9,Edinburgh,4/2/2020
2020,Stormers,29,13,Ospreys,4/2/2020
2020,Munster,19,34,Leinster,4/2/2020
2020,Scarlets,35,20,Cardiff Blues,4/2/2020
2020,Sharks,51,3,Dragons,4/1/2020
2020,Glasgow ,40,12,Zebre,4/1/2020
2020,Stormers,23,20,Ulster,3/26/2020
2020,Zebre,24,41,Scarlets,3/26/2020
2020,Sharks,5,21,Edinburgh,3/26/2020
2020,Blue Bulls,55,20,Dragons,3/26/2020
2020,Cardiff Blues,32,28,Glasgow ,3/26/2020
2020,Connacht,8,45,Leinster,3/26/2020
2020,Lions,45,15,Ospreys,3/25/2020
2020,Munster,51,22,Benetton,3/25/2020
2020,Stormers,40,3,Cardiff Blues,3/20/2020
2020,Lions,23,21,Munster,3/19/2020
2020,Sharks,38,6,Zebre,3/19/2020
2020,Blue Bulls,57,12,Scarlets,3/18/2020
2020,Glasgow ,30,17,Edinburgh,3/18/2020
2020,Lions,37,20,Cardiff Blues,3/13/2020
2020,Stormers,55,7,Zebre,3/13/2020
2020,Blue Bulls,29,24,Munster,3/12/2020
2020,Ulster,18,13,Leinster,3/12/2020
2020,Sharks,37,20,Scarlets,3/11/2020
2020,Ospreys,27,22,Zebre,3/6/2020
2020,Benetton,17,61,Leinster,3/5/2020
2020,Munster,64,3,Dragons,3/5/2020
2020,Scarlets,35,10,Glasgow ,3/5/2020
2020,Edinburgh,56,8,Connacht,3/4/2020
2020,Ulster,48,12,Cardiff Blues,3/4/2020
2020,Connacht,19,17,Stormers,2/26/2020
2020,Benetton,7,29,Sharks,2/26/2020
2020,Zebre,7,45,Blue Bulls,2/25/2020
2020,Leinster,21,13,Lions,2/25/2020
2020,Dragons,0,12,Ulster,2/20/2020
2020,Leinster,29,7,Ospreys,2/19/2020
2020,Glasgow ,13,3,Benetton,2/19/2020
2020,Scarlets,23,29,Connacht,2/19/2020
2020,Munster,34,20,Edinburgh,2/18/2020
2020,Lions,10,32,Stormers,2/12/2020
2020,Blue Bulls,22,29,Sharks,2/12/2020
2020,Leinster,26,7,Edinburgh,2/11/2020
2020,Glasgow ,13,11,Munster,2/11/2020
2020,Blue Bulls,21,13,Lions,2/5/2020
2020,Stormers,20,10,Sharks,2/5/2020
2020,Ulster,32,12,Connacht,2/4/2020
2020,Lions,10,34,Blue Bulls,1/29/2020
2020,Connacht,20,42,Glasgow ,1/29/2020
2020,Sharks,22,22,Stormers,1/29/2020
2020,Zebre,17,34,Munster,1/29/2020
2020,Ospreys,23,19,Edinburgh,1/29/2020
2020,Cardiff Blues,29,27,Leinster,1/29/2020
2020,Dragons,13,13,Benetton,1/28/2020
2020,Ulster,27,15,Scarlets,1/28/2020
2020,Lions,37,47,Sharks,1/22/2020
2020,Blue Bulls,26,30,Stormers,1/22/2020
2020,Edinburgh,34,10,Cardiff Blues,1/8/2020
2020,Glasgow ,38,19,Ospreys,1/8/2020
2020,Munster,18,13,Ulster,1/8/2020
2020,Connacht,10,8,Munster,1/1/2020
2020,Scarlets,22,19,Ospreys,1/1/2020
2019,Zebre,14,39,Benetton,12/24/2019
2019,Ospreys,19,13,Ulster,12/4/2019
2019,Stormers,19,37,Lions,12/4/2019
2019,Glasgow ,33,14,Dragons,12/4/2019
2019,Sharks,30,16,Blue Bulls,12/3/2019
2019,Edinburgh,24,10,Benetton,12/3/2019
2019,Leinster,47,19,Connacht,12/3/2019
2019,Benetton,19,18,Glasgow ,11/27/2019
2019,Dragons,14,30,Edinburgh,11/27/2019
2019,Leinster,10,20,Ulster,11/27/2019
2019,Connacht,46,18,Ospreys,11/26/2019
2019,Zebre,10,27,Edinburgh,10/23/2019
2019,Cardiff Blues,31,29,Dragons,10/23/2019
2019,Connacht,36,11,Ulster,10/23/2019
2019,Ospreys,18,10,Munster,10/23/2019
2019,Glasgow ,15,31,Leinster,10/22/2019
2019,Scarlets,34,28,Benetton,10/22/2019
2019,Zebre,6,17,Glasgow ,10/16/2019
2019,Benetton,26,29,Ospreys,10/16/2019
2019,Edinburgh,17,10,Blue Bulls,10/16/2019
2019,Leinster,50,15,Scarlets,10/16/2019
2019,Cardiff Blues,23,17,Sharks,10/16/2019
2019,Munster,20,18,Connacht,10/16/2019
2019,Dragons,10,24,Stormers,10/15/2019
2019,Ulster,26,10,Lions,10/15/2019
2019,Scarlets,13,43,Munster,10/10/2019
2019,Leinster,43,7,Zebre,10/9/2019
2019,Glasgow ,13,9,Lions,10/9/2019
2019,Connacht,22,35,Dragons,10/9/2019
2019,Edinburgh,20,20,Stormers,10/9/2019
2019,Cardiff Blues,19,29,Blue Bulls,10/9/2019
2019,Ospreys,13,27,Sharks,10/8/2019
2019,Ulster,28,8,Benetton,10/8/2019
2019,Dragons,6,7,Leinster,10/3/2019
2019,Benetton,28,27,Edinburgh,10/2/2019
2019,Glasgow ,35,24,Sharks,10/2/2019
2019,Zebre,3,36,Ulster,10/2/2019
2019,Munster,34,18,Stormers,10/2/2019
2019,Ospreys,18,14,Cardiff Blues,10/2/2019
2019,Connacht,34,7,Blue Bulls,10/1/2019
2019,Scarlets,36,13,Lions,10/1/2019
2019,Dragons,23,27,Ospreys,9/26/2019
2019,Benetton,22,18,Stormers,9/25/2019
2019,Edinburgh,26,22,Scarlets,9/25/2019
2019,Leinster,31,3,Blue Bulls,9/25/2019
2019,Munster,42,17,Sharks,9/25/2019
2019,Zebre,26,38,Lions,9/24/2019
2019,Cardiff Blues,33,21,Connacht,9/24/2019
2019,Ulster,35,29,Glasgow ,9/24/2019
2021,Benetton,16,18,Munster,1/30/2021
2021,Scarlets,25,52,Leinster,1/30/2021
2021,Connacht,20,26,Ospreys,1/24/2021
2021,Zebre,10,26,Edinburgh,1/23/2021
2021,Munster,10,13,Leinster,1/23/2021
2021,Scarlets,10,13,Cardiff Blues,1/22/2021
2021,Glasgow ,23,22,Edinburgh,1/16/2021
2021,Zebre,22,18,Benetton,1/9/2021
2021,Dragons,20,28,Ospreys,1/9/2021
2021,Cardiff Blues,29,20,Scarlets,1/9/2021
2021,Connacht,10,16,Munster,1/9/2021
2021,Leinster,24,12,Ulster,1/8/2021
2021,Benetton,15,24,Zebre,1/2/2021
2021,Edinburgh,10,7,Glasgow ,1/2/2021
2021,Ulster,15,10,Munster,1/2/2021
2021,Leinster,24,35,Connacht,1/2/2021
2021,Scarlets,20,3,Dragons,1/1/2021
2021,Cardiff Blues,3,17,Ospreys,1/1/2021
2020,Connacht,19,32,Ulster,12/27/2020
2020,Dragons,12,13,Cardiff Blues,12/26/2020
2020,Ospreys,14,16,Scarlets,12/26/2020
2020,Glasgow ,22,23,Dragons,12/5/2020
2020,Connacht,31,14,Benetton,12/4/2020
2020,Edinburgh,14,43,Ulster,11/30/2020
2020,Munster,52,3,Zebre,11/30/2020
2020,Benetton,19,26,Dragons,11/29/2020
2020,Cardiff Blues,10,19,Glasgow ,11/29/2020
2020,Glasgow ,13,27,Munster,11/23/2020
2020,Ospreys,24,22,Benetton,11/22/2020
2020,Zebre,12,47,Connacht,11/22/2020
2020,Leinster,40,5,Cardiff Blues,11/22/2020
2020,Ulster,26,24,Scarlets,11/22/2020
2020,Zebre,14,57,Ulster,11/16/2020
2020,Cardiff Blues,22,5,Benetton,11/16/2020
2020,Leinster,50,10,Edinburgh,11/16/2020
2020,Munster,38,22,Ospreys,11/15/2020
2020,Connacht,14,20,Scarlets,11/14/2020
2020,Edinburgh,18,0,Cardiff Blues,11/9/2020
2020,Ulster,40,15,Glasgow ,11/9/2020
2020,Ospreys,7,26,Leinster,11/8/2020
2020,Scarlets,18,17,Zebre,11/8/2020
2020,Cardiff Blues,7,11,Ulster,11/2/2020
2020,Zebre,23,17,Ospreys,11/2/2020
2020,Glasgow ,19,32,Leinster,11/2/2020
2020,Dragons,16,28,Munster,11/1/2020
2020,Scarlets,3,6,Edinburgh,11/1/2020
2020,Munster,38,27,Cardiff Blues,10/26/2020
2020,Ulster,40,17,Dragons,10/25/2020
2020,Edinburgh,26,37,Connacht,10/25/2020
2020,Ospreys,23,15,Glasgow ,10/24/2020
2020,Leinster,63,8,Zebre,10/23/2020
2020,Benetton,3,10,Scarlets,10/23/2020
2020,Glasgow ,20,7,Scarlets,10/11/2020
2020,Benetton,25,37,Leinster,10/10/2020
2020,Ospreys,12,24,Ulster,10/10/2020
2020,Cardiff Blues,29,7,Connacht,10/10/2020
2020,Munster,25,23,Edinburgh,10/10/2020
2020,Dragons,26,18,Zebre,10/9/2020
2020,Scarlets,27,30,Munster,10/3/2020
2020,Connacht,28,24,Glasgow ,10/3/2020
2020,Edinburgh,10,25,Ospreys,10/3/2020
2020,Zebre,6,16,Cardiff Blues,10/2/2020
2020,Leinster,35,5,Dragons,10/2/2020
2020,Ulster,35,24,Benetton,10/2/2020
2020,Leinster,27,5,Ulster,9/12/2020
2020,Edinburgh,19,22,Ulster,9/5/2020
2020,Leinster,13,3,Munster,9/4/2020
2020,Munster,49,12,Connacht,8/30/2020
2020,Cardiff Blues,29,20,Ospreys,8/30/2020
2020,Zebre,9,16,Benetton,8/30/2020
2020,Dragons,20,41,Scarlets,8/29/2020
2020,Ulster,10,28,Leinster,8/29/2020
2020,Edinburgh,3,15,Glasgow ,8/28/2020
2020,Ospreys,20,20,Dragons,8/23/2020
2020,Connacht,26,20,Ulster,8/23/2020
2020,Scarlets,32,12,Cardiff Blues,8/22/2020
2020,Glasgow ,15,30,Edinburgh,8/22/2020
2020,Leinster,27,25,Munster,8/22/2020
2020,Benetton,13,17,Zebre,8/21/2020
2021,Dragons,25,37,Benetton,3/6/2021
2021,Kings,19,29,Connacht,3/1/2021
2021,Edinburgh,14,6,Cardiff Blues,2/28/2021
2021,Leinster,55,19,Glasgow ,2/28/2021
2021,Cardiff Blues,34,24,Benetton,2/23/2021
2021,Scarlets,36,17,Kings,2/23/2021
2021,Glasgow ,34,19,Dragons,2/22/2021
2021,Ulster,20,10,Cheetahs,2/22/2021
2021,Edinburgh,41,14,Connacht,2/21/2021
2021,Ospreys,13,21,Leinster,2/21/2021
2021,Zebre,0,28,Munster,2/21/2021
2021,Leinster,36,12,Cheetahs,2/15/2021
2021,Scarlets,9,14,Edinburgh,2/15/2021
2021,Ospreys,26,24,Ulster,2/15/2021
2021,Connacht,29,0,Cardiff Blues,2/15/2021
2021,Glasgow ,56,24,Zebre,2/14/2021
2021,Munster,68,3,Kings,2/14/2021
2021,Cheetahs,45,0,Kings,2/1/2021
2021,Kings,30,31,Cheetahs,1/25/2021
2021,Benetton,19,38,Glasgow ,1/4/2021
2021,Dragons,25,18,Ospreys,1/4/2021
2021,Zebre,41,13,Cheetahs,1/4/2021
2021,Leinster,54,7,Connacht,1/4/2021
2021,Edinburgh,61,13,Kings,1/4/2021
2021,Cardiff Blues,14,16,Scarlets,1/3/2021
2021,Ulster,38,17,Munster,1/3/2021
2020,Benetton,36,25,Zebre,12/28/2020
2020,Edinburgh,29,19,Glasgow ,12/28/2020
2020,Munster,6,13,Leinster,12/28/2020
2020,Ulster,35,3,Connacht,12/27/2020
2020,Cardiff Blues,16,12,Dragons,12/26/2020
2020,Scarlets,44,0,Ospreys,12/26/2020
2020,Zebre,8,13,Benetton,12/21/2020
2020,Connacht,14,19,Munster,12/21/2020
2020,Dragons,22,20,Scarlets,12/21/2020
2020,Glasgow ,20,16,Edinburgh,12/21/2020
2020,Ospreys,16,19,Cardiff Blues,12/21/2020
2020,Leinster,54,42,Ulster,12/20/2020
2020,Benetton,28,31,Cardiff Blues,11/30/2020
2020,Connacht,24,12,Kings,11/30/2020
2020,Dragons,12,39,Zebre,11/30/2020
2020,Glasgow ,10,23,Leinster,11/30/2020
2020,Ospreys,13,18,Cheetahs,11/30/2020
2020,Munster,16,18,Edinburgh,11/29/2020
2020,Ulster,29,5,Scarlets,11/29/2020
2020,Ospreys,14,16,Kings,11/9/2020
2020,Zebre,7,31,Glasgow ,11/9/2020
2020,Cardiff Blues,30,17,Cheetahs,11/9/2020
2020,Munster,22,16,Ulster,11/9/2020
2020,Scarlets,20,17,Benetton,11/9/2020
2020,Connacht,11,42,Leinster,11/8/2020
2020,Edinburgh,20,7,Dragons,11/8/2020
2020,Scarlets,17,13,Cheetahs,11/2/2020
2020,Benetton,18,16,Edinburgh,11/2/2020
2020,Ospreys,10,20,Connacht,11/2/2020
2020,Cardiff Blues,23,33,Munster,11/2/2020
2020,Glasgow ,50,0,Kings,11/1/2020
2020,Leinster,50,15,Dragons,11/1/2020
2020,Ulster,22,7,Zebre,11/1/2020
2020,Benetton,36,30,Kings,10/26/2020
2020,Dragons,18,5,Glasgow ,10/26/2020
2020,Connacht,24,22,Cheetahs,10/26/2020
2020,Zebre,0,3,Leinster,10/26/2020
2020,Edinburgh,46,7,Scarlets,10/26/2020
2020,Munster,28,12,Ospreys,10/25/2020
2020,Ulster,23,14,Cardiff Blues,10/25/2020
2020,Scarlets,54,10,Zebre,10/12/2020
2020,Kings,17,42,Ulster,10/12/2020
2020,Glasgow ,17,13,Cardiff Blues,10/12/2020
2020,Ospreys,24,20,Benetton,10/12/2020
2020,Cheetahs,40,16,Munster,10/11/2020
2020,Dragons,14,38,Connacht,10/11/2020
2020,Leinster,40,14,Edinburgh,10/11/2020
2020,Kings,20,31,Munster,10/5/2020
2020,Zebre,28,52,Dragons,10/5/2020
2020,Cardiff Blues,11,19,Edinburgh,10/5/2020
2020,Cheetahs,63,26,Ulster,10/5/2020
2020,Connacht,41,5,Benetton,10/5/2020
2020,Glasgow ,21,25,Scarlets,10/4/2020
2020,Leinster,53,5,Ospreys,10/4/2020
2020,Munster,39,9,Dragons,9/28/2020
2020,Kings,27,31,Cardiff Blues,9/28/2020
2020,Benetton,27,32,Leinster,9/28/2020
2020,Scarlets,18,10,Connacht,9/28/2020
2020,Edinburgh,50,15,Zebre,9/28/2020
2020,Cheetahs,48,14,Glasgow ,9/27/2020
2020,Ulster,38,14,Ospreys,9/27/2020
2021,Zebre Parma,26,38,Emirates Lions,9/24/2021
2021,Ulster Rugby,35,29,Glasgow Warriors,9/24/2021
2021,Cardiff Rugby,33,21,Connacht Rugby,9/24/2021
2021,Benetton Rugby,22,18,DHL Stormers,9/25/2021
2021,Leinster Rugby,31,3,Vodacom Bulls,9/25/2021
2021,Edinburgh Rugby,26,22,Scarlets,9/25/2021
2021,Munster Rugby,42,17,Hollywoodbets Sharks,9/25/2021
2021,Dragons RFC,23,27,Ospreys,9/26/2021
2021,Connacht Rugby,34,7,Vodacom Bulls,10/1/2021
2021,Scarlets,36,13,Emirates Lions,10/1/2021
2021,Benetton Rugby,28,27,Edinburgh Rugby,10/2/2021
2021,Glasgow Warriors,35,24,Hollywoodbets Sharks,10/2/2021
2021,Zebre Parma,3,36,Ulster Rugby,10/2/2021
2021,Munster Rugby,34,18,DHL Stormers,10/2/2021
2021,Ospreys,18,14,Cardiff Rugby,10/2/2021
2021,Dragons RFC,6,7,Leinster Rugby,10/3/2021
2021,Ospreys,13,27,Hollywoodbets Sharks,10/8/2021
2021,Ulster Rugby,28,8,Benetton Rugby,10/8/2021
2021,Leinster Rugby,43,7,Zebre Parma,10/9/2021
2021,Glasgow Warriors,13,9,Emirates Lions,10/9/2021
2021,Connacht Rugby,22,35,Dragons RFC,10/9/2021
2021,Edinburgh Rugby,20,20,DHL Stormers,10/9/2021
2021,Cardiff Rugby,19,29,Vodacom Bulls,10/9/2021
2021,Scarlets,13,43,Munster Rugby,10/10/2021
2021,Ulster Rugby,26,10,Emirates Lions,10/15/2021
2021,Dragons RFC,10,24,DHL Stormers,10/15/2021
2021,Zebre Parma,6,17,Glasgow Warriors,10/16/2021
2021,Benetton Rugby,26,29,Ospreys,10/16/2021
2021,Edinburgh Rugby,17,10,Vodacom Bulls,10/16/2021
2021,Leinster Rugby,50,15,Scarlets,10/16/2021
2021,Cardiff Rugby,23,17,Hollywoodbets Sharks,10/16/2021
2021,Munster Rugby,20,18,Connacht Rugby,10/16/2021
2021,Glasgow Warriors,15,31,Leinster Rugby,10/22/2021
2021,Scarlets,34,28,Benetton Rugby,10/22/2021
2021,Zebre Parma,10,27,Edinburgh Rugby,10/23/2021
2021,Cardiff Rugby,31,29,Dragons RFC,10/23/2021
2021,Connacht Rugby,36,11,Ulster Rugby,10/23/2021
2021,Ospreys,18,10,Munster Rugby,10/23/2021
2021,Connacht Rugby,46,18,Ospreys,11/26/2021
2021,Benetton Rugby,19,18,Glasgow Warriors,11/27/2021
2021,Dragons RFC,14,30,Edinburgh Rugby,11/27/2021
2021,Leinster Rugby,10,20,Ulster Rugby,11/27/2021
2021,Hollywoodbets Sharks,30,16,Vodacom Bulls,12/3/2021
2021,Edinburgh Rugby,24,10,Benetton Rugby,12/3/2021
2021,Leinster Rugby,47,19,Connacht Rugby,12/3/2021
2021,Ospreys,19,13,Ulster Rugby,12/4/2021
2021,DHL Stormers,19,37,Emirates Lions,12/4/2021
2021,Glasgow Warriors,33,14,Dragons RFC,12/4/2021
2021,Zebre Parma,14,39,Benetton Rugby,12/24/2021
2022,Connacht Rugby,10,8,Munster Rugby,1/1/2022
2022,Scarlets,22,19,Ospreys,1/1/2022
2022,Edinburgh Rugby,34,10,Cardiff Rugby,1/8/2022
2022,Glasgow Warriors,38,19,Ospreys,1/8/2022
2022,Munster Rugby,18,13,Ulster Rugby,1/8/2022
2022,Emirates Lions,37,47,Hollywoodbets Sharks,1/22/2022
2022,Vodacom Bulls,26,30,DHL Stormers,1/22/2022
2022,Dragons RFC,13,13,Benetton Rugby,1/28/2022
2022,Ulster Rugby,27,15,Scarlets,1/28/2022
2022,Emirates Lions,10,34,Vodacom Bulls,1/29/2022
2022,Connacht Rugby,20,42,Glasgow Warriors,1/29/2022
2022,Hollywoodbets Sharks,22,22,DHL Stormers,1/29/2022
2022,Zebre Parma,17,34,Munster Rugby,1/29/2022
2022,Ospreys,23,19,Edinburgh Rugby,1/29/2022
2022,Cardiff Rugby,29,27,Leinster Rugby,1/29/2022
2022,Ulster Rugby,32,12,Connacht Rugby,2/4/2022
2022,Vodacom Bulls,21,13,Emirates Lions,2/5/2022
2022,DHL Stormers,20,10,Hollywoodbets Sharks,2/5/2022
2022,Leinster Rugby,26,7,Edinburgh Rugby,2/11/2022
2022,Glasgow Warriors,13,11,Munster Rugby,2/11/2022
2022,Emirates Lions,10,32,DHL Stormers,2/12/2022
2022,Vodacom Bulls,22,29,Hollywoodbets Sharks,2/12/2022
2022,Munster Rugby,34,20,Edinburgh Rugby,2/18/2022
2022,Leinster Rugby,29,7,Ospreys,2/19/2022
2022,Scarlets,23,29,Connacht Rugby,2/19/2022
2022,Glasgow Warriors,13,3,Benetton Rugby,2/19/2022
2022,Dragons RFC,0,12,Ulster Rugby,2/20/2022
2022,Zebre Parma,7,45,Vodacom Bulls,2/25/2022
2022,Leinster Rugby,21,13,Emirates Lions,2/25/2022
2022,Connacht Rugby,19,17,DHL Stormers,2/26/2022
2022,Benetton Rugby,7,29,Hollywoodbets Sharks,2/26/2022
2022,Ulster Rugby,48,12,Cardiff Rugby,3/4/2022
2022,Edinburgh Rugby,56,8,Connacht Rugby,3/4/2022
2022,Benetton Rugby,17,61,Leinster Rugby,3/5/2022
2022,Scarlets,35,10,Glasgow Warriors,3/5/2022
2022,Munster Rugby,64,3,Dragons RFC,3/5/2022
2022,Ospreys,27,22,Zebre Parma,3/6/2022
2022,Hollywoodbets Sharks,37,20,Scarlets,3/11/2022
2022,Vodacom Bulls,29,24,Munster Rugby,3/12/2022
2022,Ulster Rugby,18,13,Leinster Rugby,3/12/2022
2022,Emirates Lions,37,20,Cardiff Rugby,3/13/2022
2022,DHL Stormers,55,7,Zebre Parma,3/13/2022
2022,Vodacom Bulls,57,12,Scarlets,3/18/2022
2022,Glasgow Warriors,30,17,Edinburgh Rugby,3/18/2022
2022,Emirates Lions,23,21,Munster Rugby,3/19/2022
2022,Hollywoodbets Sharks,38,6,Zebre Parma,3/19/2022
2022,DHL Stormers,40,3,Cardiff Rugby,3/20/2022
2022,Emirates Lions,45,15,Ospreys,3/25/2022
2022,Munster Rugby,51,22,Benetton Rugby,3/25/2022
2022,DHL Stormers,23,20,Ulster Rugby,3/26/2022
2022,Zebre Parma,24,41,Scarlets,3/26/2022
2022,Hollywoodbets Sharks,5,21,Edinburgh Rugby,3/26/2022
2022,Vodacom Bulls,55,20,Dragons RFC,3/26/2022
2022,Cardiff Rugby,32,28,Glasgow Warriors,3/26/2022
2022,Connacht Rugby,8,45,Leinster Rugby,3/26/2022
2022,Hollywoodbets Sharks,51,3,Dragons RFC,4/1/2022
2022,Glasgow Warriors,40,12,Zebre Parma,4/1/2022
2022,Benetton Rugby,17,21,Connacht Rugby,4/2/2022
2022,Vodacom Bulls,34,16,Ulster Rugby,4/2/2022
2022,Emirates Lions,15,9,Edinburgh Rugby,4/2/2022
2022,DHL Stormers,29,13,Ospreys,4/2/2022
2022,Munster Rugby,19,34,Leinster Rugby,4/2/2022
2022,Scarlets,35,20,Cardiff Rugby,4/2/2022
2022,DHL Stormers,19,17,Vodacom Bulls,4/9/2022
2022,Hollywoodbets Sharks,37,10,Emirates Lions,4/9/2022
2022,Cardiff Rugby,14,49,Scarlets,4/9/2022
2022,Scarlets,27,38,Dragons RFC,4/16/2022
2022,DHL Stormers,32,7,Glasgow Warriors,4/22/2022
2022,Ulster Rugby,17,24,Munster Rugby,4/22/2022
2022,Edinburgh Rugby,29,26,Zebre Parma,4/22/2022
2022,Vodacom Bulls,46,29,Benetton Rugby,4/23/2022
2022,Dragons RFC,19,38,Scarlets,4/23/2022
2022,Emirates Lions,30,33,Connacht Rugby,4/23/2022
2022,Hollywoodbets Sharks,28,23,Leinster Rugby,4/23/2022
2022,Cardiff Rugby,6,22,Ospreys,4/23/2022
2022,Vodacom Bulls,29,17,Glasgow Warriors,4/29/2022
2022,Munster Rugby,42,21,Cardiff Rugby,4/29/2022
2022,Emirates Lions,37,29,Benetton Rugby,4/30/2022
2022,Hollywoodbets Sharks,41,21,Connacht Rugby,4/30/2022
2022,Zebre Parma,23,18,Dragons RFC,4/30/2022
2022,DHL Stormers,20,13,Leinster Rugby,4/30/2022
2022,Ospreys,54,36,Scarlets,4/30/2022
2022,Edinburgh Rugby,10,16,Ulster Rugby,4/30/2022
2022,Cardiff Rugby,42,14,Zebre Parma,5/6/2022
2022,Ospreys,50,31,Dragons RFC,5/8/2022
2022,Dragons RFC,18,19,Cardiff Rugby,5/13/2022
2022,Benetton Rugby,39,17,Zebre Parma,5/14/2022
2022,Benetton Rugby,69,21,Cardiff Rugby,5/20/2022
2022,Ulster Rugby,24,21,Hollywoodbets Sharks,5/20/2022
2022,Ospreys,31,38,Vodacom Bulls,5/20/2022
2022,Dragons RFC,11,21,Emirates Lions,5/21/2022
2022,Connacht Rugby,22,20,Zebre Parma,5/21/2022
2022,Scarlets,21,26,DHL Stormers,5/21/2022
2022,Edinburgh Rugby,28,11,Glasgow Warriors,5/21/2022
2022,Leinster Rugby,35,25,Munster Rugby,5/21/2022
2022,Ulster Rugby,36,17,Munster Rugby,6/3/2022
2022,Vodacom Bulls,30,27,Hollywoodbets Sharks,6/4/2022
2022,Leinster Rugby,76,14,Glasgow Warriors,6/4/2022
2022,DHL Stormers,28,17,Edinburgh Rugby,6/4/2022
2022,Leinster Rugby,26,27,Vodacom Bulls,6/10/2022
2022,DHL Stormers,17,15,Ulster Rugby,6/11/2022
2022,DHL Stormers,18,13,Vodacom Bulls,6/18/2022
2022,Benetton Rugby,33,11,Glasgow Warriors,9/16/2022
2022,Zebre Parma,29,33,Leinster Rugby,9/17/2022
2022,Cardiff Rugby,20,13,Munster Rugby,9/17/2022
2022,Emirates Lions,15,31,Vodacom Bulls,9/17/2022
2022,Scarlets,23,23,Ospreys,9/17/2022
2022,Ulster Rugby,36,10,Connacht Rugby,9/17/2022
2022,Edinburgh Rugby,44,6,Dragons RFC,9/17/2022
2022,Zebre Parma,37,42,Hollywoodbets Sharks,9/23/2022
2022,Glasgow Warriors,52,24,Cardiff Rugby,9/23/2022
2022,Leinster Rugby,42,10,Benetton Rugby,9/23/2022
2022,Scarlets,39,55,Ulster Rugby,9/24/2022
2022,Vodacom Bulls,33,31,Edinburgh Rugby,9/24/2022
2022,DHL Stormers,38,15,Connacht Rugby,9/24/2022
2022,Ospreys,27,28,Emirates Lions,9/24/2022
2022,Dragons RFC,23,17,Munster Rugby,9/25/2022
2022,Vodacom Bulls,28,14,Connacht Rugby,9/30/2022
2022,Ulster Rugby,13,20,Leinster Rugby,9/30/2022
2022,Cardiff Rugby,18,31,Emirates Lions,9/30/2022
2022,DHL Stormers,34,18,Edinburgh Rugby,10/1/2022
2022,Ospreys,32,17,Glasgow Warriors,10/1/2022
2022,Munster Rugby,21,5,Zebre Parma,10/1/2022
2022,Benetton Rugby,34,23,Scarlets,10/1/2022
2022,Dragons RFC,19,20,Hollywoodbets Sharks,10/1/2022
2022,Edinburgh Rugby,19,22,Emirates Lions,10/7/2022
2022,Connacht Rugby,20,11,Munster Rugby,10/7/2022
2022,Zebre Parma,20,37,DHL Stormers,10/8/2022
2022,Leinster Rugby,54,34,Hollywoodbets Sharks,10/8/2022
2022,Scarlets,10,16,Cardiff Rugby,10/8/2022
2022,Ulster Rugby,47,17,Ospreys,10/8/2022
2022,Glasgow Warriors,35,21,Vodacom Bulls,10/8/2022
2022,Benetton Rugby,34,14,Dragons RFC,10/9/2022
2022,Ospreys,16,16,DHL Stormers,10/14/2022
2022,Connacht Rugby,0,10,Leinster Rugby,10/14/2022
2022,Emirates Lions,37,39,Ulster Rugby,10/15/2022
2022,Hollywoodbets Sharks,40,12,Glasgow Warriors,10/15/2022
2022,Cardiff Rugby,31,14,Dragons RFC,10/15/2022
2022,Edinburgh Rugby,53,8,Benetton Rugby,10/15/2022
2022,Scarlets,36,12,Zebre Parma,10/15/2022
2022,Munster Rugby,31,17,Vodacom Bulls,10/15/2022
2022,Benetton Rugby,22,44,Vodacom Bulls,10/21/2022
2022,Connacht Rugby,36,14,Scarlets,10/21/2022
2022,Zebre Parma,19,38,Edinburgh Rugby,10/22/2022
2022,Leinster Rugby,27,13,Munster Rugby,10/22/2022
2022,Cardiff Rugby,30,24,DHL Stormers,10/22/2022
2022,Dragons RFC,32,25,Ospreys,10/23/2022
2022,Glasgow Warriors,37,0,Benetton Rugby,10/28/2022
2022,Scarlets,5,35,Leinster Rugby,10/28/2022
2022,Emirates Lions,22,31,DHL Stormers,10/29/2022
2022,Dragons RFC,47,7,Zebre Parma,10/29/2022
2022,Munster Rugby,14,15,Ulster Rugby,10/29/2022
2022,Ospreys,19,22,Connacht Rugby,10/29/2022
2022,Vodacom Bulls,40,27,Hollywoodbets Sharks,10/30/2022
2022,Cardiff Rugby,17,25,Edinburgh Rugby,10/30/2022
2022,DHL Stormers,36,19,Scarlets,11/25/2022
2022,Ulster Rugby,36,15,Zebre Parma,11/25/2022
2022,Vodacom Bulls,43,26,Ospreys,11/26/2022
